marital status	age	sex	district	1994Q1	1995Q1	1996Q1	1997Q1	1998Q1	1999Q1	2000Q1	2001Q1	2002Q4
Never married	80-89 years	Men	Polling area - 3. Indre By	17	17	10	6	6	6	7	7	7
Never married	80-89 years	Men	Polling area - 3. Nord	9	8	10	8	6	5	6	5	8
Never married	80-89 years	Men	Polling area - 3. Syd	14	14	14	12	12	11	13	12	12
Never married	80-89 years	Men	Polling area - 3. Øst	13	13	11	11	10	9	6	7	8
Never married	80-89 years	Men	Polling area - 4. Sundbyøster	14	11	9	9	11	10	9	11	10
Never married	80-89 years	Men	Polling area - 4. Nord	7	4	3	2	2	2	3	5	7
Never married	80-89 years	Men	Polling area - 4. Syd	4	4	5	5	6	8	7	5	3
Never married	80-89 years	Men	Polling area - 4. Øst	7	5	5	6	5	5	5	6	4
Never married	80-89 years	Men	Polling area - 5. Nørrebro	23	22	19	20	15	14	16	12	10
Never married	80-89 years	Men	Polling area - 5. Nord	14	10	9	10	8	9	11	12	10
Never married	80-89 years	Men	Polling area - 5. Nørrebrohallen	6	7	7	8	4	5	4	4	6
Never married	80-89 years	Men	Polling area - 5. Syd	8	9	8	7	5	3	3	5	5
Never married	80-89 years	Men	Polling area - 5. Øst	4	3	4	4	4	4	2	1	3
Never married	80-89 years	Men	Polling area - 5. Vest	2	3	2	3	3	3	2	4	8
Never married	80-89 years	Men	Polling area - 5. Nordvest	18	23	23	19	16	11	10	11	7
Never married	80-89 years	Men	Polling area - 6. Bispebjerg	9	12	13	13	13	14	13	9	10
Never married	80-89 years	Men	Polling area - 6. Vest	10	7	8	5	8	7	5	6	4
Never married	80-89 years	Men	Polling area - 6. Nord	7	6	6	5	4	8	8	7	8
Never married	80-89 years	Men	Polling area - 6. Øst	4	4	2	3	3	2	2	4	2
Never married	80-89 years	Men	Polling area - 6. Syd	9	9	8	6	3	3	6	8	8
Never married	80-89 years	Men	Polling area - 7. Brønshøj	1	3	5	5	4	2	2	1	2
Never married	80-89 years	Men	Polling area - 7. Nord	2	1	1	1	2	3	3	3	1
Never married	80-89 years	Men	Polling area - 7. Syd	6	7	6	6	7	5	5	5	5
Never married	80-89 years	Men	Polling area - 7. Øst	3	5	6	7	4	4	4	5	5
Never married	80-89 years	Men	Polling area - 7. Vest	1	1	5	3	6	6	6	6	5
Never married	80-89 years	Men	Polling area - 7. Nordvest	11	11	11	11	12	8	6	7	9
Never married	80-89 years	Men	Polling area - 7. Katrinedal	8	9	8	9	8	5	5	6	4
Never married	80-89 years	Men	Polling area - 7. Kirkebjerg	5	4	3	2	2	4	4	3	4
Never married	80-89 years	Men	Polling area - 7. Vanløse	8	6	5	6	6	6	4	5	2
Never married	80-89 years	Men	Polling area - 8. Valby	12	12	14	9	7	8	9	6	7
Never married	80-89 years	Men	Polling area - 8. Nord	9	9	6	8	8	8	10	8	6
Never married	80-89 years	Men	Polling area - 8. Syd	2	3	3	2	2	3	3	2	1
Never married	80-89 years	Men	Polling area - 8. Vest	6	8	6	9	8	6	5	5	4
Never married	80-89 years	Men	Polling area - 8. Sydøst	2	2	2	3	4	3	2	3	4
Never married	80-89 years	Men	Polling area - 8. Midt	9	7	7	5	6	7	6	5	7
Never married	80-89 years	Men	Polling area - 9. Vesterbro	3	3	3	3	2	2	2	4	6
Never married	80-89 years	Men	Polling area - 9. Nord	10	8	6	8	9	7	6	6	9
Never married	80-89 years	Men	Polling area - 9. Syd	11	13	13	13	14	14	12	10	5
Never married	80-89 years	Men	Polling area - 9. Øst	8	6	5	6	6	6	5	5	7
Never married	80-89 years	Men	Polling area - 9. Vest	8	9	7	7	8	10	6	4	6
Never married	80-89 years	Men	Polling area - 9. Midt	13	13	10	10	11	9	6	10	9
Never married	80-89 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Never married	80-89 years	Women	Copenhagen total	2135	2033	1916	1796	1686	1589	1475	1406	1232
Never married	80-89 years	Women	District - Indre By	189	173	177	177	166	152	144	148	122
Never married	80-89 years	Women	District - Østerbro	439	415	381	348	321	310	283	265	216
Never married	80-89 years	Women	District - Nørrebro	288	286	262	244	221	190	168	160	134
Never married	80-89 years	Women	District - Vesterbro/Kongens Enghave	125	126	115	93	87	79	73	65	63
Never married	80-89 years	Women	District - Valby	192	181	163	164	157	141	128	130	133
Never married	80-89 years	Women	District - Vanløse	199	197	180	175	168	160	156	139	124
Never married	80-89 years	Women	District - Brønshøj-Husum	126	121	133	129	126	125	112	102	102
Never married	80-89 years	Women	District - Bispebjerg	270	263	236	215	206	212	204	202	172
Never married	80-89 years	Women	District - Amager Øst	159	135	128	119	109	107	101	100	82
Never married	80-89 years	Women	District - Amager Vest	145	134	139	130	123	111	105	95	83
Never married	80-89 years	Women	Polling area - 1. Østerbro	70	67	62	50	42	42	39	30	26
Never married	80-89 years	Women	Polling area - 1. Øst	24	23	13	12	16	13	12	11	8
Never married	80-89 years	Women	Polling area - 1. Nord	88	80	75	74	74	79	80	77	51
Never married	80-89 years	Women	Polling area - 1. Syd	70	71	65	59	53	47	42	41	34
Never married	80-89 years	Women	Polling area - 1. Vest	113	103	97	83	72	71	61	60	53
Never married	80-89 years	Women	Polling area - 1. Nordvest	74	71	69	70	64	58	49	46	44
Never married	80-89 years	Women	Polling area - 2. Sundbyvester	66	67	66	63	56	43	38	34	31
Never married	80-89 years	Women	Polling area - 2. Nord	51	42	45	38	42	44	42	35	30
Never married	80-89 years	Women	Polling area - 2. Syd	1	1	1	1	1	0	2	2	1
Never married	80-89 years	Women	Polling area - 2. Øst	12	6	4	6	4	5	2	3	3
Never married	80-89 years	Women	Polling area - 2. Vest	15	18	23	22	20	19	21	21	18
Never married	80-89 years	Women	Polling area - 3. Indre By	39	39	40	38	37	37	28	26	23
Never married	80-89 years	Women	Polling area - 3. Nord	42	41	44	40	33	28	24	27	21
Never married	80-89 years	Women	Polling area - 3. Syd	35	26	25	27	25	24	23	23	16
Never married	80-89 years	Women	Polling area - 3. Øst	76	69	70	74	73	65	70	72	63
Never married	80-89 years	Women	Polling area - 4. Sundbyøster	33	32	33	29	29	25	26	29	23
Never married	80-89 years	Women	Polling area - 4. Nord	66	55	48	47	40	40	37	34	24
Never married	80-89 years	Women	Polling area - 4. Syd	30	21	22	17	13	15	14	15	14
Never married	80-89 years	Women	Polling area - 4. Øst	30	27	25	26	27	27	24	22	21
Never married	80-89 years	Women	Polling area - 5. Nørrebro	61	67	65	55	54	53	53	50	41
Never married	80-89 years	Women	Polling area - 5. Nord	36	25	25	23	24	18	15	19	19
Never married	80-89 years	Women	Polling area - 5. Nørrebrohallen	47	46	40	39	33	27	24	21	15
Never married	80-89 years	Women	Polling area - 5. Syd	27	27	30	29	22	21	13	15	10
Never married	80-89 years	Women	Polling area - 5. Øst	42	44	43	42	42	35	32	28	18
Never married	80-89 years	Women	Polling area - 5. Vest	34	34	29	29	21	16	14	14	15
Never married	80-89 years	Women	Polling area - 5. Nordvest	41	43	30	27	25	20	17	13	16
Never married	80-89 years	Women	Polling area - 6. Bispebjerg	60	64	61	66	56	54	49	50	40
Never married	80-89 years	Women	Polling area - 6. Vest	22	19	15	10	11	15	19	16	13
Never married	80-89 years	Women	Polling area - 6. Nord	117	114	106	94	99	97	91	93	77
Never married	80-89 years	Women	Polling area - 6. Øst	24	20	15	11	12	10	12	14	16
Never married	80-89 years	Women	Polling area - 6. Syd	47	46	39	34	28	36	33	29	26
Never married	80-89 years	Women	Polling area - 7. Brønshøj	29	28	31	32	33	27	18	18	12
Never married	80-89 years	Women	Polling area - 7. Nord	10	8	9	7	6	7	8	6	8
Never married	80-89 years	Women	Polling area - 7. Syd	64	62	57	49	46	42	42	37	32
Never married	80-89 years	Women	Polling area - 7. Øst	43	38	35	31	34	34	30	29	27
Never married	80-89 years	Women	Polling area - 7. Vest	33	35	37	37	36	40	35	32	33
Never married	80-89 years	Women	Polling area - 7. Nordvest	22	22	29	30	28	28	26	20	23
Never married	80-89 years	Women	Polling area - 7. Katrinedal	38	36	31	33	33	26	30	26	26
Never married	80-89 years	Women	Polling area - 7. Kirkebjerg	15	14	13	13	14	14	13	13	13
Never married	80-89 years	Women	Polling area - 7. Vanløse	71	75	71	72	64	67	66	60	52
Never married	80-89 years	Women	Polling area - 8. Valby	43	45	36	38	34	34	31	30	27
Never married	80-89 years	Women	Polling area - 8. Nord	53	48	42	36	36	31	25	26	26
Never married	80-89 years	Women	Polling area - 8. Syd	13	12	11	12	17	17	17	17	19
Never married	80-89 years	Women	Polling area - 8. Vest	17	20	23	23	20	15	19	22	22
Never married	80-89 years	Women	Polling area - 8. Sydøst	23	23	20	23	19	15	13	13	12
Never married	80-89 years	Women	Polling area - 8. Midt	43	33	31	32	31	29	23	22	27
Never married	80-89 years	Women	Polling area - 9. Vesterbro	10	10	8	8	7	6	6	5	9
Never married	80-89 years	Women	Polling area - 9. Nord	25	25	25	18	14	14	9	9	9
Never married	80-89 years	Women	Polling area - 9. Syd	34	33	25	21	23	21	22	22	19
Never married	80-89 years	Women	Polling area - 9. Øst	19	19	20	17	14	14	12	11	12
Never married	80-89 years	Women	Polling area - 9. Vest	14	15	15	13	14	13	14	13	10
Never married	80-89 years	Women	Polling area - 9. Midt	23	24	22	16	15	11	10	5	4
Never married	80-89 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Copenhagen total	40	48	45	42	39	36	42	36	37
Never married	90-99 + years	Men	District - Indre By	4	2	2	3	2	4	5	4	2
Never married	90-99 + years	Men	District - Østerbro	8	8	5	6	7	4	6	3	2
Never married	90-99 + years	Men	District - Nørrebro	9	15	15	12	8	5	6	6	8
Never married	90-99 + years	Men	District - Vesterbro/Kongens Enghave	5	4	7	4	4	5	11	12	5
Never married	90-99 + years	Men	District - Valby	2	4	3	5	4	3	2	5	7
Never married	90-99 + years	Men	District - Vanløse	0	0	1	2	2	2	1	1	2
Never married	90-99 + years	Men	District - Brønshøj-Husum	1	2	2	2	3	4	2	1	4
Never married	90-99 + years	Men	District - Bispebjerg	3	5	4	4	6	5	5	2	4
Never married	90-99 + years	Men	District - Amager Øst	3	3	2	2	0	2	2	1	1
Never married	90-99 + years	Men	District - Amager Vest	5	5	4	2	3	2	2	1	2
Never married	90-99 + years	Men	Polling area - 1. Østerbro	1	1	0	0	0	1	1	0	0
Never married	90-99 + years	Men	Polling area - 1. Øst	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 1. Nord	2	2	2	0	0	1	2	1	0
Never married	90-99 + years	Men	Polling area - 1. Syd	2	0	0	0	1	0	0	0	0
Never married	90-99 + years	Men	Polling area - 1. Vest	2	2	2	2	2	1	2	2	2
Never married	90-99 + years	Men	Polling area - 1. Nordvest	1	3	1	4	4	1	1	0	0
Never married	90-99 + years	Men	Polling area - 2. Sundbyvester	1	2	0	0	0	1	0	0	0
Never married	90-99 + years	Men	Polling area - 2. Nord	3	3	4	1	2	0	0	0	1
Never married	90-99 + years	Men	Polling area - 2. Syd	0	0	0	1	1	1	0	0	0
Never married	90-99 + years	Men	Polling area - 2. Øst	1	0	0	0	0	0	1	0	0
Never married	90-99 + years	Men	Polling area - 2. Vest	0	0	0	0	0	0	1	1	1
Never married	90-99 + years	Men	Polling area - 3. Indre By	2	1	1	2	1	1	1	1	0
Never married	90-99 + years	Men	Polling area - 3. Nord	0	0	0	0	0	1	1	2	1
Never married	90-99 + years	Men	Polling area - 3. Syd	1	1	1	0	0	1	1	0	1
Never married	90-99 + years	Men	Polling area - 3. Øst	1	0	0	1	1	1	2	1	0
Never married	90-99 + years	Men	Polling area - 4. Sundbyøster	0	0	0	0	0	1	1	0	1
Never married	90-99 + years	Men	Polling area - 4. Nord	2	2	1	1	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 4. Syd	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 4. Øst	1	1	1	1	0	1	1	1	0
Never married	90-99 + years	Men	Polling area - 5. Nørrebro	3	9	8	6	2	2	2	2	1
Never married	90-99 + years	Men	Polling area - 5. Nord	1	1	1	1	3	2	2	2	3
Never married	90-99 + years	Men	Polling area - 5. Nørrebrohallen	0	1	1	1	0	0	0	1	2
Never married	90-99 + years	Men	Polling area - 5. Syd	0	1	1	0	1	0	1	0	0
Never married	90-99 + years	Men	Polling area - 5. Øst	1	0	1	1	0	0	0	1	0
Never married	90-99 + years	Men	Polling area - 5. Vest	3	2	1	1	0	0	0	0	1
Never married	90-99 + years	Men	Polling area - 5. Nordvest	1	1	2	2	2	1	1	0	1
Never married	90-99 + years	Men	Polling area - 6. Bispebjerg	0	0	0	0	0	0	0	1	2
Never married	90-99 + years	Men	Polling area - 6. Vest	0	0	0	1	1	1	1	0	1
Never married	90-99 + years	Men	Polling area - 6. Nord	2	4	3	2	4	3	4	1	1
Never married	90-99 + years	Men	Polling area - 6. Øst	0	0	0	0	0	1	0	0	0
Never married	90-99 + years	Men	Polling area - 6. Syd	1	1	1	1	1	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Brønshøj	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Nord	0	0	0	0	0	0	0	0	1
Never married	90-99 + years	Men	Polling area - 7. Syd	0	0	1	1	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Øst	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Vest	0	1	1	1	1	1	0	0	2
Never married	90-99 + years	Men	Polling area - 7. Nordvest	1	1	1	1	2	3	2	1	1
Never married	90-99 + years	Men	Polling area - 7. Katrinedal	0	0	0	1	1	1	0	0	1
Never married	90-99 + years	Men	Polling area - 7. Kirkebjerg	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Vanløse	0	0	0	0	1	1	1	1	1
Never married	90-99 + years	Men	Polling area - 8. Valby	0	1	1	2	1	1	1	2	1
Never married	90-99 + years	Men	Polling area - 8. Nord	1	2	2	0	0	0	0	0	1
Never married	90-99 + years	Men	Polling area - 8. Syd	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 8. Vest	0	0	0	1	1	2	1	0	2
Never married	90-99 + years	Men	Polling area - 8. Sydøst	0	0	0	1	1	0	0	1	1
Never married	90-99 + years	Men	Polling area - 8. Midt	1	1	0	1	1	0	0	2	2
Never married	90-99 + years	Men	Polling area - 9. Vesterbro	0	0	1	1	1	1	1	1	0
Never married	90-99 + years	Men	Polling area - 9. Nord	2	2	2	1	1	1	1	1	0
Never married	90-99 + years	Men	Polling area - 9. Syd	0	0	1	0	0	0	1	2	2
Never married	90-99 + years	Men	Polling area - 9. Øst	1	1	1	1	1	1	2	3	1
Never married	90-99 + years	Men	Polling area - 9. Vest	0	0	0	0	0	0	1	1	0
Never married	90-99 + years	Men	Polling area - 9. Midt	2	1	2	1	1	2	5	4	2
Never married	90-99 + years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Women	Copenhagen total	536	526	508	504	496	515	503	479	461
Never married	90-99 + years	Women	District - Indre By	48	43	37	35	38	40	45	48	41
Never married	90-99 + years	Women	District - Østerbro	102	99	100	102	109	119	107	99	102
Never married	90-99 + years	Women	District - Nørrebro	86	85	77	76	78	81	81	71	83
Never married	90-99 + years	Women	District - Vesterbro/Kongens Enghave	31	23	19	22	23	24	23	23	21
Never married	90-99 + years	Women	District - Valby	51	49	54	48	46	49	51	47	44
Never married	90-99 + years	Women	District - Vanløse	33	35	37	38	36	40	43	48	39
Never married	90-99 + years	Women	District - Brønshøj-Husum	59	54	41	42	40	39	37	34	32
Never married	90-99 + years	Women	District - Bispebjerg	69	71	71	65	57	60	56	51	54
Never married	90-99 + years	Women	District - Amager Øst	28	31	25	26	27	26	27	26	24
Never married	90-99 + years	Women	District - Amager Vest	29	35	46	49	42	37	33	32	21
Never married	90-99 + years	Women	Polling area - 1. Østerbro	10	8	8	8	12	14	15	14	12
Never married	90-99 + years	Women	Polling area - 1. Øst	4	4	4	3	2	5	4	4	7
Never married	90-99 + years	Women	Polling area - 1. Nord	17	23	21	18	19	20	20	25	25
Never married	90-99 + years	Women	Polling area - 1. Syd	21	10	10	10	15	16	14	11	10
Never married	90-99 + years	Women	Polling area - 1. Vest	36	36	37	39	40	42	38	30	31
Never married	90-99 + years	Women	Polling area - 1. Nordvest	14	18	20	24	21	22	16	15	17
Never married	90-99 + years	Women	Polling area - 2. Sundbyvester	12	11	18	19	18	18	18	16	12
Never married	90-99 + years	Women	Polling area - 2. Nord	14	18	21	23	19	14	12	12	6
Never married	90-99 + years	Women	Polling area - 2. Syd	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Women	Polling area - 2. Øst	3	5	4	4	3	3	2	2	2
Never married	90-99 + years	Women	Polling area - 2. Vest	0	1	3	3	2	2	1	2	1
Never married	90-99 + years	Women	Polling area - 3. Indre By	9	6	6	6	7	7	8	10	6
Never married	90-99 + years	Women	Polling area - 3. Nord	13	9	7	6	8	6	10	10	7
Never married	90-99 + years	Women	Polling area - 3. Syd	6	5	6	6	3	7	8	9	5
Never married	90-99 + years	Women	Polling area - 3. Øst	20	24	19	18	20	20	19	19	23
Never married	90-99 + years	Women	Polling area - 4. Sundbyøster	4	5	5	5	9	9	8	5	5
Never married	90-99 + years	Women	Polling area - 4. Nord	9	12	12	10	9	7	8	9	8
Never married	90-99 + years	Women	Polling area - 4. Syd	10	8	3	4	4	2	3	3	3
Never married	90-99 + years	Women	Polling area - 4. Øst	5	6	5	7	5	8	8	9	8
Never married	90-99 + years	Women	Polling area - 5. Nørrebro	16	17	14	14	19	18	24	22	24
Never married	90-99 + years	Women	Polling area - 5. Nord	18	15	12	13	11	15	15	13	13
Never married	90-99 + years	Women	Polling area - 5. Nørrebrohallen	2	6	5	7	8	8	5	3	5
Never married	90-99 + years	Women	Polling area - 5. Syd	16	18	16	14	8	7	8	5	8
Never married	90-99 + years	Women	Polling area - 5. Øst	15	14	14	15	19	21	20	19	23
Never married	90-99 + years	Women	Polling area - 5. Vest	3	2	2	3	5	6	5	5	3
Never married	90-99 + years	Women	Polling area - 5. Nordvest	16	13	14	10	8	6	4	4	7
Never married	90-99 + years	Women	Polling area - 6. Bispebjerg	12	11	10	9	7	10	12	11	11
Never married	90-99 + years	Women	Polling area - 6. Vest	11	10	9	7	6	6	5	4	3
Never married	90-99 + years	Women	Polling area - 6. Nord	26	31	30	29	29	30	27	22	29
Never married	90-99 + years	Women	Polling area - 6. Øst	10	9	8	7	5	6	4	4	2
Never married	90-99 + years	Women	Polling area - 6. Syd	10	10	14	13	10	8	8	10	9
Never married	90-99 + years	Women	Polling area - 7. Brønshøj	1	3	2	2	1	3	6	6	6
Never married	90-99 + years	Women	Polling area - 7. Nord	3	6	2	1	0	2	1	2	2
Never married	90-99 + years	Women	Polling area - 7. Syd	8	7	9	9	10	11	14	17	13
Never married	90-99 + years	Women	Polling area - 7. Øst	8	9	10	13	11	8	8	7	8
Never married	90-99 + years	Women	Polling area - 7. Vest	33	27	20	19	20	16	15	14	13
Never married	90-99 + years	Women	Polling area - 7. Nordvest	15	11	8	9	9	11	10	8	5
Never married	90-99 + years	Women	Polling area - 7. Katrinedal	13	14	14	12	8	8	6	7	7
Never married	90-99 + years	Women	Polling area - 7. Kirkebjerg	4	6	5	4	2	2	2	3	2
Never married	90-99 + years	Women	Polling area - 7. Vanløse	7	6	8	11	15	18	18	18	15
Never married	90-99 + years	Women	Polling area - 8. Valby	10	8	9	5	8	9	9	9	9
Never married	90-99 + years	Women	Polling area - 8. Nord	11	13	16	13	10	12	12	11	11
Never married	90-99 + years	Women	Polling area - 8. Syd	5	5	2	4	3	4	6	4	2
Never married	90-99 + years	Women	Polling area - 8. Vest	8	6	10	6	8	6	7	5	6
Never married	90-99 + years	Women	Polling area - 8. Sydøst	8	7	7	6	6	6	6	6	4
Never married	90-99 + years	Women	Polling area - 8. Midt	9	10	10	14	11	12	11	12	12
Never married	90-99 + years	Women	Polling area - 9. Vesterbro	7	3	2	1	1	1	1	2	1
Never married	90-99 + years	Women	Polling area - 9. Nord	4	4	3	4	4	3	5	4	1
Never married	90-99 + years	Women	Polling area - 9. Syd	3	1	1	2	2	2	2	3	5
Never married	90-99 + years	Women	Polling area - 9. Øst	8	6	5	6	9	8	7	7	7
Never married	90-99 + years	Women	Polling area - 9. Vest	6	6	5	5	3	5	3	2	3
Never married	90-99 + years	Women	Polling area - 9. Midt	3	3	3	4	4	5	5	5	4
Never married	90-99 + years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Copenhagen total	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	District - Indre By	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	District - Østerbro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	District - Nørrebro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	District - Vesterbro/Kongens Enghave	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	District - Valby	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	District - Vanløse	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	District - Brønshøj-Husum	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	District - Bispebjerg	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	District - Amager Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	District - Amager Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Østerbro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Nordvest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 2. Sundbyvester	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 2. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 2. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 2. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 2. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 3. Indre By	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 3. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 3. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 3. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 4. Sundbyøster	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 4. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 4. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 4. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nørrebro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nørrebrohallen	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nordvest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Bispebjerg	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Nordvest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Katrinedal	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Kirkebjerg	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Vanløse	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Valby	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Sydøst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Midt	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Vesterbro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Midt	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Copenhagen total	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Indre By	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Østerbro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Nørrebro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Vesterbro/Kongens Enghave	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Valby	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Vanløse	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Brønshøj-Husum	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Bispebjerg	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Amager Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Amager Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Østerbro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Nord	0	0	0	0	0	0	0	0	0
