marital status	age	sex	district	1985Q1	1986Q1	1987Q1	1988Q1	1989Q1	1990Q1	1991Q1	1992Q1	1993Q1
Married / seperated	0-9 years	Men	Polling area - 4. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nørrebro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nørrebrohallen	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nordvest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Bispebjerg	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Nordvest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Katrinedal	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Kirkebjerg	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Vanløse	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Valby	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Sydøst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Midt	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Vesterbro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Midt	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Copenhagen total	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Indre By	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Østerbro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Nørrebro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Vesterbro/Kongens Enghave	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Valby	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Vanløse	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Brønshøj-Husum	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Bispebjerg	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Amager Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	District - Amager Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Østerbro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Nordvest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 2. Sundbyvester	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 2. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 2. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 2. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 2. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 3. Indre By	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 3. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 3. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 3. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 4. Sundbyøster	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 4. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 4. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 4. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Nørrebro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Nørrebrohallen	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Nordvest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 6. Bispebjerg	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 6. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 6. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 6. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 6. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Brønshøj	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Nordvest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Katrinedal	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Kirkebjerg	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Vanløse	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Valby	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Sydøst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Midt	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Vesterbro	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Nord	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Syd	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Øst	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Vest	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Midt	0	0	0	0	0	0	0	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Married / seperated	10-19 years	Men	Copenhagen total	40	43	76	93	89	66	68	70	68
Married / seperated	10-19 years	Men	District - Indre By	3	1	3	1	2	3	2	3	3
Married / seperated	10-19 years	Men	District - Østerbro	1	5	7	7	5	6	4	1	3
Married / seperated	10-19 years	Men	District - Nørrebro	13	11	19	20	20	16	20	16	19
Married / seperated	10-19 years	Men	District - Vesterbro/Kongens Enghave	17	9	17	27	27	20	22	19	13
Married / seperated	10-19 years	Men	District - Valby	1	3	5	5	5	4	6	4	4
Married / seperated	10-19 years	Men	District - Vanløse	2	3	0	3	1	2	1	6	4
Married / seperated	10-19 years	Men	District - Brønshøj-Husum	0	1	0	1	5	2	3	2	2
Married / seperated	10-19 years	Men	District - Bispebjerg	2	6	12	9	11	5	3	12	7
Married / seperated	10-19 years	Men	District - Amager Øst	1	2	9	11	6	6	6	4	7
Married / seperated	10-19 years	Men	District - Amager Vest	0	2	4	9	7	2	1	2	5
Married / seperated	10-19 years	Men	Polling area - 1. Østerbro	0	2	3	2	0	1	0	0	0
Married / seperated	10-19 years	Men	Polling area - 1. Øst	0	0	0	0	2	1	0	0	0
Married / seperated	10-19 years	Men	Polling area - 1. Nord	0	2	1	1	1	0	0	0	0
Married / seperated	10-19 years	Men	Polling area - 1. Syd	0	0	2	0	0	1	4	1	1
Married / seperated	10-19 years	Men	Polling area - 1. Vest	0	0	1	2	1	2	0	0	2
Married / seperated	10-19 years	Men	Polling area - 1. Nordvest	1	1	0	2	1	1	0	0	0
Married / seperated	10-19 years	Men	Polling area - 2. Sundbyvester	0	0	1	1	0	1	0	0	4
Married / seperated	10-19 years	Men	Polling area - 2. Nord	0	2	2	3	5	1	1	1	0
Married / seperated	10-19 years	Men	Polling area - 2. Syd	0	0	1	3	1	0	0	0	1
Married / seperated	10-19 years	Men	Polling area - 2. Øst	0	0	0	0	1	0	0	0	0
Married / seperated	10-19 years	Men	Polling area - 2. Vest	0	0	0	2	0	0	0	1	0
Married / seperated	10-19 years	Men	Polling area - 3. Indre By	0	0	2	0	1	2	1	2	2
Married / seperated	10-19 years	Men	Polling area - 3. Nord	0	1	1	1	1	1	0	1	1
Married / seperated	10-19 years	Men	Polling area - 3. Syd	2	0	0	0	0	0	0	0	0
Married / seperated	10-19 years	Men	Polling area - 3. Øst	1	0	0	0	0	0	1	1	1
Married / seperated	10-19 years	Men	Polling area - 4. Sundbyøster	0	0	1	2	1	2	2	1	1
Married / seperated	10-19 years	Men	Polling area - 4. Nord	1	2	5	4	2	2	3	3	5
Married / seperated	10-19 years	Men	Polling area - 4. Syd	0	0	1	5	3	2	1	0	0
Married / seperated	10-19 years	Men	Polling area - 4. Øst	0	0	2	0	0	0	0	0	1
Married / seperated	10-19 years	Men	Polling area - 5. Nørrebro	3	1	7	6	5	4	3	2	4
Married / seperated	10-19 years	Men	Polling area - 5. Nord	0	1	1	2	2	3	3	2	4
Married / seperated	10-19 years	Men	Polling area - 5. Nørrebrohallen	2	1	2	1	1	2	3	3	3
Married / seperated	10-19 years	Men	Polling area - 5. Syd	0	2	5	3	7	3	4	1	2
Married / seperated	10-19 years	Men	Polling area - 5. Øst	1	2	0	1	2	1	0	0	1
Married / seperated	10-19 years	Men	Polling area - 5. Vest	1	1	2	5	2	1	1	4	1
Married / seperated	10-19 years	Men	Polling area - 5. Nordvest	6	3	2	2	1	2	6	4	4
Married / seperated	10-19 years	Men	Polling area - 6. Bispebjerg	1	2	4	1	5	2	0	1	1
Married / seperated	10-19 years	Men	Polling area - 6. Vest	0	1	1	1	2	0	1	5	2
Married / seperated	10-19 years	Men	Polling area - 6. Nord	0	0	1	2	0	0	0	1	1
Married / seperated	10-19 years	Men	Polling area - 6. Øst	0	0	1	0	0	0	0	0	0
Married / seperated	10-19 years	Men	Polling area - 6. Syd	1	3	5	5	4	3	2	5	3
Married / seperated	10-19 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0	0	0	0	0
Married / seperated	10-19 years	Men	Polling area - 7. Nord	0	1	0	0	2	1	1	1	0
Married / seperated	10-19 years	Men	Polling area - 7. Syd	0	0	0	0	0	0	0	1	0
Married / seperated	10-19 years	Men	Polling area - 7. Øst	0	0	0	2	1	2	0	0	0
Married / seperated	10-19 years	Men	Polling area - 7. Vest	0	0	0	0	1	0	0	1	0
Married / seperated	10-19 years	Men	Polling area - 7. Nordvest	0	0	0	0	1	0	2	0	2
Married / seperated	10-19 years	Men	Polling area - 7. Katrinedal	1	0	0	0	0	0	0	1	0
Married / seperated	10-19 years	Men	Polling area - 7. Kirkebjerg	0	2	0	1	1	0	0	0	1
Married / seperated	10-19 years	Men	Polling area - 7. Vanløse	1	1	0	1	0	1	1	4	3
Married / seperated	10-19 years	Men	Polling area - 8. Valby	0	1	1	1	1	1	0	0	0
Married / seperated	10-19 years	Men	Polling area - 8. Nord	0	1	0	0	0	1	2	1	1
Married / seperated	10-19 years	Men	Polling area - 8. Syd	0	0	1	1	0	0	3	3	0
Married / seperated	10-19 years	Men	Polling area - 8. Vest	1	0	1	1	2	1	0	0	2
Married / seperated	10-19 years	Men	Polling area - 8. Sydøst	0	0	0	1	0	1	1	0	1
Married / seperated	10-19 years	Men	Polling area - 8. Midt	0	1	2	1	2	0	0	0	0
Married / seperated	10-19 years	Men	Polling area - 9. Vesterbro	3	1	4	6	8	5	5	2	2
Married / seperated	10-19 years	Men	Polling area - 9. Nord	1	2	6	2	4	4	7	4	3
Married / seperated	10-19 years	Men	Polling area - 9. Syd	2	0	1	2	1	1	1	4	1
Married / seperated	10-19 years	Men	Polling area - 9. Øst	9	4	2	7	4	3	8	5	2
Married / seperated	10-19 years	Men	Polling area - 9. Vest	0	1	2	6	7	4	1	4	5
Married / seperated	10-19 years	Men	Polling area - 9. Midt	2	1	1	2	3	2	0	0	0
Married / seperated	10-19 years	Men	Polling area - 9. Sydhavn	0	0	1	2	0	1	0	0	0
Married / seperated	10-19 years	Women	Copenhagen total	244	229	274	300	302	283	266	329	351
Married / seperated	10-19 years	Women	District - Indre By	13	11	18	9	13	16	8	9	9
Married / seperated	10-19 years	Women	District - Østerbro	20	21	15	19	14	24	17	16	20
Married / seperated	10-19 years	Women	District - Nørrebro	67	53	72	85	81	68	70	101	113
Married / seperated	10-19 years	Women	District - Vesterbro/Kongens Enghave	55	49	68	80	75	86	70	71	65
Married / seperated	10-19 years	Women	District - Valby	17	19	17	18	20	14	22	17	22
Married / seperated	10-19 years	Women	District - Vanløse	7	7	3	5	13	8	4	14	12
Married / seperated	10-19 years	Women	District - Brønshøj-Husum	8	12	13	16	18	12	6	16	16
Married / seperated	10-19 years	Women	District - Bispebjerg	17	22	20	18	22	13	18	26	30
Married / seperated	10-19 years	Women	District - Amager Øst	22	22	32	34	22	23	34	38	37
Married / seperated	10-19 years	Women	District - Amager Vest	18	13	16	16	24	19	15	20	26
Married / seperated	10-19 years	Women	Polling area - 1. Østerbro	4	4	1	3	2	4	3	1	5
Married / seperated	10-19 years	Women	Polling area - 1. Øst	0	0	0	4	3	2	3	0	2
Married / seperated	10-19 years	Women	Polling area - 1. Nord	2	2	0	0	1	3	0	2	3
Married / seperated	10-19 years	Women	Polling area - 1. Syd	3	5	3	4	2	4	6	6	2
Married / seperated	10-19 years	Women	Polling area - 1. Vest	5	4	4	5	1	3	3	5	4
Married / seperated	10-19 years	Women	Polling area - 1. Nordvest	6	6	7	3	5	8	2	2	4
Married / seperated	10-19 years	Women	Polling area - 2. Sundbyvester	1	2	4	3	2	1	4	3	7
Married / seperated	10-19 years	Women	Polling area - 2. Nord	10	7	7	11	14	11	8	8	10
Married / seperated	10-19 years	Women	Polling area - 2. Syd	0	1	0	0	2	1	1	0	0
Married / seperated	10-19 years	Women	Polling area - 2. Øst	1	2	3	2	4	4	1	1	6
Married / seperated	10-19 years	Women	Polling area - 2. Vest	6	1	2	0	2	2	1	8	3
Married / seperated	10-19 years	Women	Polling area - 3. Indre By	8	4	7	6	7	10	8	4	3
Married / seperated	10-19 years	Women	Polling area - 3. Nord	1	1	1	2	3	2	1	2	1
Married / seperated	10-19 years	Women	Polling area - 3. Syd	3	5	5	1	0	2	0	1	3
Married / seperated	10-19 years	Women	Polling area - 3. Øst	1	1	5	0	3	2	1	3	3
Married / seperated	10-19 years	Women	Polling area - 4. Sundbyøster	6	2	7	9	1	2	4	10	5
Married / seperated	10-19 years	Women	Polling area - 4. Nord	11	16	22	18	16	16	18	19	27
Married / seperated	10-19 years	Women	Polling area - 4. Syd	3	2	2	6	2	2	8	5	4
Married / seperated	10-19 years	Women	Polling area - 4. Øst	2	2	1	1	3	3	4	4	1
Married / seperated	10-19 years	Women	Polling area - 5. Nørrebro	9	4	8	11	8	9	9	8	11
Married / seperated	10-19 years	Women	Polling area - 5. Nord	6	5	10	11	12	11	13	17	18
Married / seperated	10-19 years	Women	Polling area - 5. Nørrebrohallen	11	8	12	15	9	11	18	32	31
Married / seperated	10-19 years	Women	Polling area - 5. Syd	13	9	13	11	19	12	6	11	20
Married / seperated	10-19 years	Women	Polling area - 5. Øst	7	7	8	8	10	5	6	3	5
Married / seperated	10-19 years	Women	Polling area - 5. Vest	10	11	6	15	13	9	6	15	11
Married / seperated	10-19 years	Women	Polling area - 5. Nordvest	11	9	15	14	10	11	12	15	17
Married / seperated	10-19 years	Women	Polling area - 6. Bispebjerg	4	5	3	3	7	4	4	5	7
Married / seperated	10-19 years	Women	Polling area - 6. Vest	5	4	4	5	2	0	3	8	6
Married / seperated	10-19 years	Women	Polling area - 6. Nord	2	6	2	4	4	1	2	1	3
Married / seperated	10-19 years	Women	Polling area - 6. Øst	0	0	1	0	0	1	3	2	1
Married / seperated	10-19 years	Women	Polling area - 6. Syd	6	7	10	6	9	7	6	10	13
Married / seperated	10-19 years	Women	Polling area - 7. Brønshøj	1	0	1	1	2	0	1	4	1
Married / seperated	10-19 years	Women	Polling area - 7. Nord	7	7	6	6	5	6	0	7	6
Married / seperated	10-19 years	Women	Polling area - 7. Syd	3	2	0	0	2	2	0	2	5
Married / seperated	10-19 years	Women	Polling area - 7. Øst	1	1	2	8	6	2	1	4	3
Married / seperated	10-19 years	Women	Polling area - 7. Vest	0	2	2	2	2	0	1	3	3
Married / seperated	10-19 years	Women	Polling area - 7. Nordvest	0	2	2	0	5	4	4	1	5
Married / seperated	10-19 years	Women	Polling area - 7. Katrinedal	0	2	0	0	2	1	1	1	1
Married / seperated	10-19 years	Women	Polling area - 7. Kirkebjerg	1	2	0	0	0	1	0	0	0
Married / seperated	10-19 years	Women	Polling area - 7. Vanløse	2	1	3	4	7	4	2	8	4
Married / seperated	10-19 years	Women	Polling area - 8. Valby	3	4	5	7	2	2	4	3	4
Married / seperated	10-19 years	Women	Polling area - 8. Nord	7	6	3	2	5	0	5	4	5
Married / seperated	10-19 years	Women	Polling area - 8. Syd	1	1	0	0	2	2	4	4	3
Married / seperated	10-19 years	Women	Polling area - 8. Vest	2	0	1	2	3	3	3	0	1
Married / seperated	10-19 years	Women	Polling area - 8. Sydøst	3	3	3	3	4	2	1	2	6
Married / seperated	10-19 years	Women	Polling area - 8. Midt	1	5	5	4	4	5	5	4	3
Married / seperated	10-19 years	Women	Polling area - 9. Vesterbro	14	13	17	13	16	22	9	12	19
Married / seperated	10-19 years	Women	Polling area - 9. Nord	12	6	13	15	14	19	16	12	9
Married / seperated	10-19 years	Women	Polling area - 9. Syd	6	3	1	6	1	5	9	8	13
Married / seperated	10-19 years	Women	Polling area - 9. Øst	14	16	18	20	18	12	15	17	12
Married / seperated	10-19 years	Women	Polling area - 9. Vest	8	9	11	16	19	23	18	20	12
Married / seperated	10-19 years	Women	Polling area - 9. Midt	0	2	5	6	4	4	3	2	0
Married / seperated	10-19 years	Women	Polling area - 9. Sydhavn	1	0	3	4	3	1	0	0	0
Married / seperated	20-29 years	Men	Copenhagen total	5919	5701	5840	6080	6246	6369	6571	6797	6916
Married / seperated	20-29 years	Men	District - Indre By	428	422	438	451	456	436	470	431	438
Married / seperated	20-29 years	Men	District - Østerbro	682	655	643	694	700	720	737	746	754
Married / seperated	20-29 years	Men	District - Nørrebro	1041	1057	1055	1174	1228	1246	1258	1390	1416
Married / seperated	20-29 years	Men	District - Vesterbro/Kongens Enghave	777	751	792	809	865	933	979	959	1005
Married / seperated	20-29 years	Men	District - Valby	538	480	500	482	499	532	546	568	585
Married / seperated	20-29 years	Men	District - Vanløse	393	357	363	364	386	402	393	404	392
Married / seperated	20-29 years	Men	District - Brønshøj-Husum	341	348	339	342	362	357	383	374	365
Married / seperated	20-29 years	Men	District - Bispebjerg	379	369	400	433	419	454	482	524	592
Married / seperated	20-29 years	Men	District - Amager Øst	729	688	695	716	738	719	768	838	808
Married / seperated	20-29 years	Men	District - Amager Vest	611	574	615	615	593	570	500	513	510
Married / seperated	20-29 years	Men	Polling area - 1. Østerbro	121	117	124	130	129	126	111	118	131
Married / seperated	20-29 years	Men	Polling area - 1. Øst	75	78	76	72	77	90	92	95	98
Married / seperated	20-29 years	Men	Polling area - 1. Nord	64	52	41	53	53	65	74	72	77
Married / seperated	20-29 years	Men	Polling area - 1. Syd	140	142	144	161	154	140	169	154	157
Married / seperated	20-29 years	Men	Polling area - 1. Vest	145	146	142	156	158	145	159	159	159
Married / seperated	20-29 years	Men	Polling area - 1. Nordvest	137	120	116	122	129	154	132	148	132
Married / seperated	20-29 years	Men	Polling area - 2. Sundbyvester	110	106	111	125	131	140	120	126	138
Married / seperated	20-29 years	Men	Polling area - 2. Nord	251	232	251	232	221	198	199	208	207
Married / seperated	20-29 years	Men	Polling area - 2. Syd	68	61	62	66	62	72	23	24	26
Married / seperated	20-29 years	Men	Polling area - 2. Øst	96	96	112	99	90	76	76	68	56
Married / seperated	20-29 years	Men	Polling area - 2. Vest	86	79	79	93	89	84	82	87	83
Married / seperated	20-29 years	Men	Polling area - 3. Indre By	137	131	128	143	136	122	196	178	175
Married / seperated	20-29 years	Men	Polling area - 3. Nord	74	71	73	80	74	68	87	82	82
Married / seperated	20-29 years	Men	Polling area - 3. Syd	58	78	86	75	92	77	85	89	86
Married / seperated	20-29 years	Men	Polling area - 3. Øst	159	142	151	153	154	169	157	132	146
Married / seperated	20-29 years	Men	Polling area - 4. Sundbyøster	136	125	134	137	146	144	143	152	163
Married / seperated	20-29 years	Men	Polling area - 4. Nord	340	322	327	346	351	335	372	415	405
Married / seperated	20-29 years	Men	Polling area - 4. Syd	146	131	120	123	136	129	140	145	135
Married / seperated	20-29 years	Men	Polling area - 4. Øst	107	110	114	110	105	111	113	126	105
Married / seperated	20-29 years	Men	Polling area - 5. Nørrebro	105	110	117	120	113	121	126	137	146
Married / seperated	20-29 years	Men	Polling area - 5. Nord	189	160	153	153	173	189	202	228	239
Married / seperated	20-29 years	Men	Polling area - 5. Nørrebrohallen	156	176	173	262	255	262	272	298	313
Married / seperated	20-29 years	Men	Polling area - 5. Syd	133	135	152	144	165	178	160	152	152
Married / seperated	20-29 years	Men	Polling area - 5. Øst	114	113	103	125	124	108	110	129	131
Married / seperated	20-29 years	Men	Polling area - 5. Vest	153	156	162	162	176	161	169	197	182
Married / seperated	20-29 years	Men	Polling area - 5. Nordvest	191	207	195	208	222	227	219	249	253
Married / seperated	20-29 years	Men	Polling area - 6. Bispebjerg	101	109	112	107	114	125	130	145	166
Married / seperated	20-29 years	Men	Polling area - 6. Vest	63	62	55	69	64	64	74	89	112
Married / seperated	20-29 years	Men	Polling area - 6. Nord	63	68	77	85	73	62	60	61	69
Married / seperated	20-29 years	Men	Polling area - 6. Øst	37	31	32	28	29	29	28	31	36
Married / seperated	20-29 years	Men	Polling area - 6. Syd	115	99	124	144	139	174	190	198	209
Married / seperated	20-29 years	Men	Polling area - 7. Brønshøj	58	61	67	71	72	69	56	58	54
Married / seperated	20-29 years	Men	Polling area - 7. Nord	69	71	71	84	88	80	90	96	90
Married / seperated	20-29 years	Men	Polling area - 7. Syd	91	89	90	86	83	73	75	95	99
Married / seperated	20-29 years	Men	Polling area - 7. Øst	73	85	94	92	90	94	109	110	91
Married / seperated	20-29 years	Men	Polling area - 7. Vest	70	66	58	58	62	60	65	59	67
Married / seperated	20-29 years	Men	Polling area - 7. Nordvest	114	100	93	90	97	99	104	90	90
Married / seperated	20-29 years	Men	Polling area - 7. Katrinedal	39	45	38	34	49	52	62	53	56
Married / seperated	20-29 years	Men	Polling area - 7. Kirkebjerg	92	85	81	79	88	97	88	84	74
Married / seperated	20-29 years	Men	Polling area - 7. Vanløse	128	103	110	112	119	135	127	133	136
Married / seperated	20-29 years	Men	Polling area - 8. Valby	135	111	114	112	112	130	127	130	139
Married / seperated	20-29 years	Men	Polling area - 8. Nord	132	120	124	122	142	137	162	165	147
Married / seperated	20-29 years	Men	Polling area - 8. Syd	51	56	64	43	48	68	58	65	78
Married / seperated	20-29 years	Men	Polling area - 8. Vest	69	67	65	56	54	60	71	71	74
Married / seperated	20-29 years	Men	Polling area - 8. Sydøst	83	67	66	81	73	68	53	57	66
Married / seperated	20-29 years	Men	Polling area - 8. Midt	68	59	67	68	70	69	75	80	81
Married / seperated	20-29 years	Men	Polling area - 9. Vesterbro	165	153	154	146	164	163	165	184	211
Married / seperated	20-29 years	Men	Polling area - 9. Nord	173	168	173	184	221	224	236	224	233
Married / seperated	20-29 years	Men	Polling area - 9. Syd	107	92	101	119	110	124	141	155	161
Married / seperated	20-29 years	Men	Polling area - 9. Øst	176	173	167	174	166	185	201	174	186
Married / seperated	20-29 years	Men	Polling area - 9. Vest	101	108	123	122	139	169	164	158	151
Married / seperated	20-29 years	Men	Polling area - 9. Midt	40	43	58	55	52	56	71	64	63
Married / seperated	20-29 years	Men	Polling area - 9. Sydhavn	15	14	16	9	13	12	1	0	0
Married / seperated	20-29 years	Women	Copenhagen total	9090	8824	8757	8919	9134	9177	9360	9580	9694
Married / seperated	20-29 years	Women	District - Indre By	728	670	636	670	678	668	680	666	678
Married / seperated	20-29 years	Women	District - Østerbro	1086	1053	1044	1020	1021	1048	1116	1075	1099
Married / seperated	20-29 years	Women	District - Nørrebro	1579	1588	1570	1689	1756	1722	1728	1884	1957
Married / seperated	20-29 years	Women	District - Vesterbro/Kongens Enghave	1113	1082	1079	1095	1168	1188	1203	1231	1208
Married / seperated	20-29 years	Women	District - Valby	828	814	790	758	783	841	802	811	838
Married / seperated	20-29 years	Women	District - Vanløse	606	538	533	552	550	599	582	598	568
Married / seperated	20-29 years	Women	District - Brønshøj-Husum	600	615	604	601	608	585	619	608	598
