marital status	age	sex	district	2003Q4	2004Q4	2005Q4	2006Q4	2007Q4	2008Q4	2009Q4	2010Q4	2011Q4
Never married	50-59 years	Men	Polling area - 1. Nord	99	106	118	117	118	112	114	117	114
Never married	50-59 years	Men	Polling area - 1. Syd	209	214	233	225	216	222	220	246	268
Never married	50-59 years	Men	Polling area - 1. Vest	187	196	199	205	202	219	224	219	241
Never married	50-59 years	Men	Polling area - 1. Nordvest	163	162	179	181	181	184	177	178	183
Never married	50-59 years	Men	Polling area - 2. Sundbyvester	182	197	218	228	242	247	253	261	265
Never married	50-59 years	Men	Polling area - 2. Nord	209	217	238	246	251	244	263	253	273
Never married	50-59 years	Men	Polling area - 2. Syd	22	22	23	24	28	28	32	36	40
Never married	50-59 years	Men	Polling area - 2. Øst	93	94	93	92	92	99	105	109	103
Never married	50-59 years	Men	Polling area - 2. Vest	106	137	133	147	151	153	161	180	179
Never married	50-59 years	Men	Polling area - 3. Indre By	274	283	280	306	303	331	309	324	341
Never married	50-59 years	Men	Polling area - 3. Nord	124	130	130	121	121	122	123	115	110
Never married	50-59 years	Men	Polling area - 3. Syd	256	261	263	265	268	272	264	256	247
Never married	50-59 years	Men	Polling area - 3. Øst	202	218	221	231	238	245	254	247	239
Never married	50-59 years	Men	Polling area - 4. Sundbyøster	144	146	154	155	161	162	154	143	152
Never married	50-59 years	Men	Polling area - 4. Nord	199	220	228	241	264	272	278	287	303
Never married	50-59 years	Men	Polling area - 4. Syd	134	126	132	147	163	174	177	189	185
Never married	50-59 years	Men	Polling area - 4. Øst	93	96	103	100	103	122	134	131	137
Never married	50-59 years	Men	Polling area - 5. Nørrebro	149	156	164	167	166	171	163	158	155
Never married	50-59 years	Men	Polling area - 5. Nord	152	162	162	174	173	183	191	182	192
Never married	50-59 years	Men	Polling area - 5. Nørrebrohallen	112	123	127	130	138	145	148	149	149
Never married	50-59 years	Men	Polling area - 5. Syd	139	149	157	164	165	164	157	161	148
Never married	50-59 years	Men	Polling area - 5. Øst	90	91	90	103	104	115	114	119	126
Never married	50-59 years	Men	Polling area - 5. Vest	116	124	123	130	150	157	159	160	156
Never married	50-59 years	Men	Polling area - 5. Nordvest	163	167	186	186	172	167	170	165	169
Never married	50-59 years	Men	Polling area - 6. Bispebjerg	185	187	183	181	183	198	211	218	227
Never married	50-59 years	Men	Polling area - 6. Vest	108	118	123	125	138	139	148	159	154
Never married	50-59 years	Men	Polling area - 6. Nord	132	136	148	146	145	151	161	169	170
Never married	50-59 years	Men	Polling area - 6. Øst	56	67	70	68	83	87	88	101	105
Never married	50-59 years	Men	Polling area - 6. Syd	171	195	209	209	224	220	231	228	251
Never married	50-59 years	Men	Polling area - 7. Brønshøj	45	46	52	58	64	72	69	69	83
Never married	50-59 years	Men	Polling area - 7. Nord	48	55	57	56	55	59	60	54	53
Never married	50-59 years	Men	Polling area - 7. Syd	91	91	94	95	102	110	118	119	121
Never married	50-59 years	Men	Polling area - 7. Øst	139	144	145	149	147	145	145	152	164
Never married	50-59 years	Men	Polling area - 7. Vest	112	116	115	118	121	125	123	130	138
Never married	50-59 years	Men	Polling area - 7. Nordvest	106	117	125	134	143	150	157	156	155
Never married	50-59 years	Men	Polling area - 7. Katrinedal	67	68	71	73	71	68	67	70	73
Never married	50-59 years	Men	Polling area - 7. Kirkebjerg	59	54	63	71	76	81	82	79	77
Never married	50-59 years	Men	Polling area - 7. Vanløse	161	169	192	204	206	206	212	223	223
Never married	50-59 years	Men	Polling area - 8. Valby	114	113	111	111	104	111	119	118	117
Never married	50-59 years	Men	Polling area - 8. Nord	106	94	107	105	113	117	129	135	142
Never married	50-59 years	Men	Polling area - 8. Syd	79	89	82	86	100	94	101	99	93
Never married	50-59 years	Men	Polling area - 8. Vest	103	99	94	99	96	97	99	101	116
Never married	50-59 years	Men	Polling area - 8. Sydøst	78	85	82	85	89	90	88	97	107
Never married	50-59 years	Men	Polling area - 8. Midt	84	85	80	83	83	81	87	98	105
Never married	50-59 years	Men	Polling area - 9. Vesterbro	127	122	126	133	142	146	160	153	167
Never married	50-59 years	Men	Polling area - 9. Nord	134	144	133	143	151	165	165	182	173
Never married	50-59 years	Men	Polling area - 9. Syd	197	208	211	217	231	232	247	244	258
Never married	50-59 years	Men	Polling area - 9. Øst	91	95	99	108	101	113	127	140	150
Never married	50-59 years	Men	Polling area - 9. Vest	102	94	97	104	101	109	104	105	113
Never married	50-59 years	Men	Polling area - 9. Midt	64	63	62	68	74	71	83	89	97
Never married	50-59 years	Men	Polling area - 9. Sydhavn	1	1	1	2	9	16	15	18	31
Never married	50-59 years	Women	Copenhagen total	4569	4841	5049	5237	5416	5600	5839	6063	6290
Never married	50-59 years	Women	District - Indre By	681	699	699	706	713	712	723	731	726
Never married	50-59 years	Women	District - Østerbro	783	814	834	865	898	919	955	1003	1062
Never married	50-59 years	Women	District - Nørrebro	575	635	663	695	723	741	791	817	816
Never married	50-59 years	Women	District - Vesterbro/Kongens Enghave	426	452	477	502	529	539	557	587	607
Never married	50-59 years	Women	District - Valby	352	359	398	413	430	468	477	498	529
Never married	50-59 years	Women	District - Vanløse	348	356	373	388	406	430	446	468	486
Never married	50-59 years	Women	District - Brønshøj-Husum	289	311	324	335	351	364	369	379	408
Never married	50-59 years	Women	District - Bispebjerg	374	405	435	457	460	476	495	508	532
Never married	50-59 years	Women	District - Amager Øst	326	356	369	371	384	409	456	464	490
Never married	50-59 years	Women	District - Amager Vest	400	440	467	490	507	527	554	583	607
Never married	50-59 years	Women	Polling area - 1. Østerbro	192	201	213	224	230	220	230	232	244
Never married	50-59 years	Women	Polling area - 1. Øst	63	72	71	81	83	92	100	103	114
Never married	50-59 years	Women	Polling area - 1. Nord	75	70	77	77	79	89	99	101	103
Never married	50-59 years	Women	Polling area - 1. Syd	168	174	189	195	195	188	202	223	240
Never married	50-59 years	Women	Polling area - 1. Vest	150	155	147	155	172	180	183	190	201
Never married	50-59 years	Women	Polling area - 1. Nordvest	135	142	137	133	139	150	141	154	160
Never married	50-59 years	Women	Polling area - 2. Sundbyvester	129	141	141	142	142	138	145	157	153
Never married	50-59 years	Women	Polling area - 2. Nord	133	142	159	161	171	174	179	187	211
Never married	50-59 years	Women	Polling area - 2. Syd	20	21	21	21	23	34	35	38	35
Never married	50-59 years	Women	Polling area - 2. Øst	51	61	61	71	68	74	84	78	76
Never married	50-59 years	Women	Polling area - 2. Vest	67	75	85	95	103	107	111	123	132
Never married	50-59 years	Women	Polling area - 3. Indre By	173	180	173	186	207	209	203	203	196
Never married	50-59 years	Women	Polling area - 3. Nord	116	122	117	124	127	111	116	117	111
Never married	50-59 years	Women	Polling area - 3. Syd	183	189	189	190	173	192	198	202	213
Never married	50-59 years	Women	Polling area - 3. Øst	224	222	230	221	221	215	222	234	233
Never married	50-59 years	Women	Polling area - 4. Sundbyøster	78	79	87	92	99	105	114	116	126
Never married	50-59 years	Women	Polling area - 4. Nord	108	119	125	123	126	136	149	149	158
Never married	50-59 years	Women	Polling area - 4. Syd	73	80	85	85	86	89	104	101	103
Never married	50-59 years	Women	Polling area - 4. Øst	67	78	72	71	73	79	89	98	103
Never married	50-59 years	Women	Polling area - 5. Nørrebro	72	87	99	107	113	114	118	119	116
Never married	50-59 years	Women	Polling area - 5. Nord	94	107	108	111	113	114	116	128	130
Never married	50-59 years	Women	Polling area - 5. Nørrebrohallen	100	106	102	101	102	102	112	112	98
Never married	50-59 years	Women	Polling area - 5. Syd	102	108	113	122	127	128	137	146	145
Never married	50-59 years	Women	Polling area - 5. Øst	53	62	65	74	76	83	91	89	96
Never married	50-59 years	Women	Polling area - 5. Vest	68	80	87	85	91	95	104	104	106
Never married	50-59 years	Women	Polling area - 5. Nordvest	86	85	89	95	101	105	113	119	125
Never married	50-59 years	Women	Polling area - 6. Bispebjerg	94	95	102	109	106	114	125	129	133
Never married	50-59 years	Women	Polling area - 6. Vest	61	64	74	88	86	79	84	83	82
Never married	50-59 years	Women	Polling area - 6. Nord	82	95	105	106	99	101	104	108	111
Never married	50-59 years	Women	Polling area - 6. Øst	63	75	72	72	80	84	81	80	88
Never married	50-59 years	Women	Polling area - 6. Syd	74	76	82	82	89	98	101	108	118
Never married	50-59 years	Women	Polling area - 7. Brønshøj	41	42	46	55	58	57	64	63	64
Never married	50-59 years	Women	Polling area - 7. Nord	34	36	37	36	34	35	33	37	41
Never married	50-59 years	Women	Polling area - 7. Syd	85	85	81	83	83	90	96	107	116
Never married	50-59 years	Women	Polling area - 7. Øst	88	95	106	111	114	119	121	130	130
Never married	50-59 years	Women	Polling area - 7. Vest	68	70	69	70	77	84	80	84	102
Never married	50-59 years	Women	Polling area - 7. Nordvest	77	87	92	92	100	103	108	106	111
Never married	50-59 years	Women	Polling area - 7. Katrinedal	55	55	59	65	62	68	69	66	66
Never married	50-59 years	Women	Polling area - 7. Kirkebjerg	54	57	54	52	58	59	62	63	60
Never married	50-59 years	Women	Polling area - 7. Vanløse	135	140	153	159	171	179	182	191	204
Never married	50-59 years	Women	Polling area - 8. Valby	83	84	93	90	89	90	99	102	117
Never married	50-59 years	Women	Polling area - 8. Nord	84	86	95	93	99	117	118	127	135
Never married	50-59 years	Women	Polling area - 8. Syd	44	47	53	59	61	61	58	60	60
Never married	50-59 years	Women	Polling area - 8. Vest	45	49	53	58	57	59	52	59	67
Never married	50-59 years	Women	Polling area - 8. Sydøst	41	40	45	47	50	64	67	68	67
Never married	50-59 years	Women	Polling area - 8. Midt	55	53	59	66	74	77	83	82	83
Never married	50-59 years	Women	Polling area - 9. Vesterbro	63	72	70	79	81	79	88	97	105
Never married	50-59 years	Women	Polling area - 9. Nord	73	78	86	91	110	118	114	116	119
Never married	50-59 years	Women	Polling area - 9. Syd	151	154	160	168	167	166	164	167	168
Never married	50-59 years	Women	Polling area - 9. Øst	57	59	70	70	75	75	82	85	94
Never married	50-59 years	Women	Polling area - 9. Vest	51	57	60	63	61	63	71	74	72
Never married	50-59 years	Women	Polling area - 9. Midt	31	31	30	30	31	30	31	31	30
Never married	50-59 years	Women	Polling area - 9. Sydhavn	0	1	1	1	4	8	7	17	19
Never married	60-69 years	Men	Copenhagen total	2448	2587	2786	2986	3217	3446	3631	3863	4142
Never married	60-69 years	Men	District - Indre By	248	268	299	349	366	402	443	481	519
Never married	60-69 years	Men	District - Østerbro	326	351	381	428	480	518	534	559	596
Never married	60-69 years	Men	District - Nørrebro	333	369	392	403	437	454	495	529	562
Never married	60-69 years	Men	District - Vesterbro/Kongens Enghave	320	318	341	352	368	402	407	425	443
Never married	60-69 years	Men	District - Valby	213	237	255	264	282	300	305	306	319
Never married	60-69 years	Men	District - Vanløse	133	144	154	165	186	194	208	231	263
Never married	60-69 years	Men	District - Brønshøj-Husum	163	168	187	189	201	206	216	228	256
Never married	60-69 years	Men	District - Bispebjerg	267	270	281	311	339	364	381	411	431
Never married	60-69 years	Men	District - Amager Øst	217	224	243	248	247	263	282	299	320
Never married	60-69 years	Men	District - Amager Vest	216	224	243	260	287	317	339	376	414
Never married	60-69 years	Men	Polling area - 1. Østerbro	69	70	78	84	94	97	105	110	117
Never married	60-69 years	Men	Polling area - 1. Øst	19	17	20	26	32	37	36	42	53
Never married	60-69 years	Men	Polling area - 1. Nord	44	47	46	54	54	58	56	55	59
Never married	60-69 years	Men	Polling area - 1. Syd	44	53	60	78	91	101	104	114	124
Never married	60-69 years	Men	Polling area - 1. Vest	98	104	110	117	135	141	145	147	146
Never married	60-69 years	Men	Polling area - 1. Nordvest	52	60	67	69	74	84	88	91	97
Never married	60-69 years	Men	Polling area - 2. Sundbyvester	81	79	83	83	89	97	106	126	125
Never married	60-69 years	Men	Polling area - 2. Nord	57	62	69	77	82	94	101	118	145
Never married	60-69 years	Men	Polling area - 2. Syd	6	5	8	9	11	11	12	11	10
Never married	60-69 years	Men	Polling area - 2. Øst	33	36	36	40	44	50	52	51	55
Never married	60-69 years	Men	Polling area - 2. Vest	39	42	47	51	61	65	68	70	79
Never married	60-69 years	Men	Polling area - 3. Indre By	83	92	95	117	130	133	139	149	153
Never married	60-69 years	Men	Polling area - 3. Nord	39	40	41	51	55	58	70	71	79
Never married	60-69 years	Men	Polling area - 3. Syd	61	71	89	97	105	123	137	153	172
Never married	60-69 years	Men	Polling area - 3. Øst	77	79	84	101	100	114	118	126	134
Never married	60-69 years	Men	Polling area - 4. Sundbyøster	68	65	73	70	70	77	85	90	97
Never married	60-69 years	Men	Polling area - 4. Nord	73	72	78	81	82	93	91	99	111
Never married	60-69 years	Men	Polling area - 4. Syd	34	44	49	48	46	45	50	55	63
Never married	60-69 years	Men	Polling area - 4. Øst	42	43	43	49	49	48	56	55	49
Never married	60-69 years	Men	Polling area - 5. Nørrebro	54	62	69	76	75	76	73	87	91
Never married	60-69 years	Men	Polling area - 5. Nord	52	53	63	70	72	75	87	99	106
Never married	60-69 years	Men	Polling area - 5. Nørrebrohallen	52	56	61	57	59	59	64	65	65
Never married	60-69 years	Men	Polling area - 5. Syd	35	42	42	39	53	63	69	68	83
Never married	60-69 years	Men	Polling area - 5. Øst	39	50	48	50	56	53	61	64	59
Never married	60-69 years	Men	Polling area - 5. Vest	34	34	35	34	34	43	50	52	57
Never married	60-69 years	Men	Polling area - 5. Nordvest	67	72	74	77	88	85	91	94	101
Never married	60-69 years	Men	Polling area - 6. Bispebjerg	61	64	69	74	88	89	95	96	101
Never married	60-69 years	Men	Polling area - 6. Vest	46	48	48	56	59	62	64	61	63
Never married	60-69 years	Men	Polling area - 6. Nord	58	60	63	73	81	83	89	110	116
Never married	60-69 years	Men	Polling area - 6. Øst	30	24	24	29	29	36	39	42	49
Never married	60-69 years	Men	Polling area - 6. Syd	72	74	77	79	82	94	94	102	102
Never married	60-69 years	Men	Polling area - 7. Brønshøj	17	17	19	19	17	16	17	18	19
Never married	60-69 years	Men	Polling area - 7. Nord	16	16	16	14	17	15	13	15	22
Never married	60-69 years	Men	Polling area - 7. Syd	28	30	32	36	39	44	52	57	67
Never married	60-69 years	Men	Polling area - 7. Øst	51	53	60	59	65	69	75	80	87
Never married	60-69 years	Men	Polling area - 7. Vest	39	42	45	50	49	50	59	61	73
Never married	60-69 years	Men	Polling area - 7. Nordvest	49	50	58	56	63	66	63	68	72
Never married	60-69 years	Men	Polling area - 7. Katrinedal	23	26	28	30	38	39	42	42	45
Never married	60-69 years	Men	Polling area - 7. Kirkebjerg	13	15	17	16	19	21	26	31	39
Never married	60-69 years	Men	Polling area - 7. Vanløse	60	63	66	74	80	80	77	87	95
Never married	60-69 years	Men	Polling area - 8. Valby	38	45	53	60	69	66	64	62	70
Never married	60-69 years	Men	Polling area - 8. Nord	48	56	53	57	57	63	64	60	61
Never married	60-69 years	Men	Polling area - 8. Syd	28	27	34	31	30	37	37	42	51
Never married	60-69 years	Men	Polling area - 8. Vest	29	40	45	42	50	52	49	49	44
Never married	60-69 years	Men	Polling area - 8. Sydøst	28	25	24	24	30	37	42	43	41
Never married	60-69 years	Men	Polling area - 8. Midt	42	44	46	50	46	45	49	50	52
Never married	60-69 years	Men	Polling area - 9. Vesterbro	39	42	48	47	52	62	61	70	71
Never married	60-69 years	Men	Polling area - 9. Nord	50	52	56	58	60	66	67	62	74
Never married	60-69 years	Men	Polling area - 9. Syd	79	74	83	85	93	97	110	128	128
Never married	60-69 years	Men	Polling area - 9. Øst	62	60	59	65	65	63	51	50	50
Never married	60-69 years	Men	Polling area - 9. Vest	47	50	54	53	55	57	60	61	65
Never married	60-69 years	Men	Polling area - 9. Midt	43	40	40	44	43	54	54	52	52
Never married	60-69 years	Men	Polling area - 9. Sydhavn	0	0	1	0	0	3	4	2	3
Never married	60-69 years	Women	Copenhagen total	1710	1824	2001	2176	2388	2552	2682	2904	3143
Never married	60-69 years	Women	District - Indre By	230	257	296	329	372	409	439	460	478
Never married	60-69 years	Women	District - Østerbro	285	302	355	390	428	462	490	528	569
Never married	60-69 years	Women	District - Nørrebro	177	199	211	230	243	258	281	306	354
Never married	60-69 years	Women	District - Vesterbro/Kongens Enghave	134	138	156	161	184	211	227	243	281
Never married	60-69 years	Women	District - Valby	162	176	174	184	197	198	208	235	249
Never married	60-69 years	Women	District - Vanløse	125	135	150	174	190	202	204	216	227
Never married	60-69 years	Women	District - Brønshøj-Husum	117	117	126	135	147	160	172	192	197
Never married	60-69 years	Women	District - Bispebjerg	166	171	188	202	209	220	224	241	269
Never married	60-69 years	Women	District - Amager Øst	140	147	152	168	186	193	192	215	218
Never married	60-69 years	Women	District - Amager Vest	169	177	191	202	228	235	243	264	295
Never married	60-69 years	Women	Polling area - 1. Østerbro	65	66	84	94	108	120	125	135	141
Never married	60-69 years	Women	Polling area - 1. Øst	20	22	28	27	29	33	34	38	44
Never married	60-69 years	Women	Polling area - 1. Nord	42	44	41	48	46	49	47	49	52
Never married	60-69 years	Women	Polling area - 1. Syd	44	49	59	72	84	91	96	102	116
Never married	60-69 years	Women	Polling area - 1. Vest	69	71	85	91	89	93	103	117	121
Never married	60-69 years	Women	Polling area - 1. Nordvest	45	50	58	58	72	76	85	87	95
Never married	60-69 years	Women	Polling area - 2. Sundbyvester	68	66	69	69	75	82	89	97	96
Never married	60-69 years	Women	Polling area - 2. Nord	59	66	62	69	75	75	76	82	96
Never married	60-69 years	Women	Polling area - 2. Syd	8	8	8	9	13	10	10	10	15
Never married	60-69 years	Women	Polling area - 2. Øst	9	11	16	15	18	19	17	23	30
Never married	60-69 years	Women	Polling area - 2. Vest	25	26	36	40	47	49	51	52	58
Never married	60-69 years	Women	Polling area - 3. Indre By	75	74	87	87	95	106	112	124	126
Never married	60-69 years	Women	Polling area - 3. Nord	30	36	44	50	62	64	73	73	81
Never married	60-69 years	Women	Polling area - 3. Syd	36	49	62	78	102	112	121	124	131
Never married	60-69 years	Women	Polling area - 3. Øst	94	103	105	115	117	131	135	143	146
Never married	60-69 years	Women	Polling area - 4. Sundbyøster	31	37	38	38	45	46	46	49	52
Never married	60-69 years	Women	Polling area - 4. Nord	47	52	51	58	64	62	61	69	75
Never married	60-69 years	Women	Polling area - 4. Syd	30	30	31	37	39	44	44	54	53
Never married	60-69 years	Women	Polling area - 4. Øst	32	28	32	35	38	41	41	43	38
Never married	60-69 years	Women	Polling area - 5. Nørrebro	27	28	27	29	30	34	34	35	47
Never married	60-69 years	Women	Polling area - 5. Nord	25	27	27	35	35	37	41	48	56
Never married	60-69 years	Women	Polling area - 5. Nørrebrohallen	30	31	35	36	40	45	48	51	60
Never married	60-69 years	Women	Polling area - 5. Syd	23	33	36	39	44	43	50	54	61
Never married	60-69 years	Women	Polling area - 5. Øst	22	22	27	26	27	29	36	41	44
Never married	60-69 years	Women	Polling area - 5. Vest	16	17	18	19	20	24	27	28	32
Never married	60-69 years	Women	Polling area - 5. Nordvest	34	41	41	46	47	46	45	49	54
Never married	60-69 years	Women	Polling area - 6. Bispebjerg	42	37	47	54	57	56	50	57	60
Never married	60-69 years	Women	Polling area - 6. Vest	29	31	32	35	37	37	39	45	53
Never married	60-69 years	Women	Polling area - 6. Nord	37	40	42	43	45	51	59	58	65
Never married	60-69 years	Women	Polling area - 6. Øst	19	23	25	29	29	33	33	37	42
Never married	60-69 years	Women	Polling area - 6. Syd	39	40	42	41	41	43	43	44	49
Never married	60-69 years	Women	Polling area - 7. Brønshøj	17	16	16	10	9	13	16	18	19
Never married	60-69 years	Women	Polling area - 7. Nord	13	11	10	13	14	13	11	12	15
Never married	60-69 years	Women	Polling area - 7. Syd	32	34	35	42	46	48	44	43	47
Never married	60-69 years	Women	Polling area - 7. Øst	23	28	37	42	44	49	52	59	61
Never married	60-69 years	Women	Polling area - 7. Vest	33	34	36	37	47	46	51	54	53
Never married	60-69 years	Women	Polling area - 7. Nordvest	36	35	34	41	40	45	48	54	56
Never married	60-69 years	Women	Polling area - 7. Katrinedal	19	21	23	25	32	31	34	40	37
Never married	60-69 years	Women	Polling area - 7. Kirkebjerg	16	15	17	20	20	27	27	30	30
Never married	60-69 years	Women	Polling area - 7. Vanløse	53	58	68	79	85	90	93	98	106
Never married	60-69 years	Women	Polling area - 8. Valby	41	44	47	52	58	55	60	68	67
Never married	60-69 years	Women	Polling area - 8. Nord	38	45	43	47	52	50	51	56	60
Never married	60-69 years	Women	Polling area - 8. Syd	22	22	21	21	19	21	18	26	25
Never married	60-69 years	Women	Polling area - 8. Vest	19	21	18	18	23	27	30	29	25
Never married	60-69 years	Women	Polling area - 8. Sydøst	15	16	16	16	20	18	22	28	31
Never married	60-69 years	Women	Polling area - 8. Midt	27	28	29	30	25	27	27	28	41
Never married	60-69 years	Women	Polling area - 9. Vesterbro	12	12	14	17	18	24	30	31	38
Never married	60-69 years	Women	Polling area - 9. Nord	21	22	25	24	24	31	37	43	49
Never married	60-69 years	Women	Polling area - 9. Syd	47	54	56	50	63	70	79	86	99
Never married	60-69 years	Women	Polling area - 9. Øst	18	18	22	24	27	30	28	26	31
Never married	60-69 years	Women	Polling area - 9. Vest	17	14	16	23	25	28	28	29	32
Never married	60-69 years	Women	Polling area - 9. Midt	19	18	23	23	27	27	24	27	31
Never married	60-69 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	1	1	1	1
Never married	70-79 years	Men	Copenhagen total	958	942	937	978	992	1012	1073	1133	1197
Never married	70-79 years	Men	District - Indre By	78	84	84	83	85	92	101	110	124
Never married	70-79 years	Men	District - Østerbro	118	120	110	120	131	133	136	153	157
Never married	70-79 years	Men	District - Nørrebro	154	142	143	145	148	138	140	154	149
Never married	70-79 years	Men	District - Vesterbro/Kongens Enghave	108	109	107	110	117	122	127	132	136
Never married	70-79 years	Men	District - Valby	86	79	79	81	87	89	95	98	122
Never married	70-79 years	Men	District - Vanløse	64	64	58	62	59	72	72	70	71
Never married	70-79 years	Men	District - Brønshøj-Husum	73	76	76	83	80	76	86	86	89
Never married	70-79 years	Men	District - Bispebjerg	115	105	116	124	114	110	119	126	135
Never married	70-79 years	Men	District - Amager Øst	75	83	83	86	84	90	103	111	114
Never married	70-79 years	Men	District - Amager Vest	87	79	81	83	87	89	92	91	99
Never married	70-79 years	Men	Polling area - 1. Østerbro	16	20	21	25	23	25	26	28	23
Never married	70-79 years	Men	Polling area - 1. Øst	9	9	10	7	7	9	8	12	11
Never married	70-79 years	Men	Polling area - 1. Nord	20	20	20	19	19	19	22	23	22
Never married	70-79 years	Men	Polling area - 1. Syd	14	13	9	10	13	11	15	16	20
Never married	70-79 years	Men	Polling area - 1. Vest	36	34	30	35	44	46	42	49	57
Never married	70-79 years	Men	Polling area - 1. Nordvest	23	24	20	24	25	23	23	25	24
Never married	70-79 years	Men	Polling area - 2. Sundbyvester	34	32	28	24	25	28	29	27	30
Never married	70-79 years	Men	Polling area - 2. Nord	29	20	24	23	25	20	20	16	21
Never married	70-79 years	Men	Polling area - 2. Syd	0	2	2	3	3	4	4	5	7
Never married	70-79 years	Men	Polling area - 2. Øst	9	9	12	14	15	14	15	17	15
Never married	70-79 years	Men	Polling area - 2. Vest	15	16	15	19	19	23	24	26	26
Never married	70-79 years	Men	Polling area - 3. Indre By	21	24	22	25	25	24	26	28	31
Never married	70-79 years	Men	Polling area - 3. Nord	8	9	11	10	7	7	9	11	14
Never married	70-79 years	Men	Polling area - 3. Syd	20	21	19	18	16	23	24	27	33
Never married	70-79 years	Men	Polling area - 3. Øst	29	31	32	31	37	39	44	46	47
Never married	70-79 years	Men	Polling area - 4. Sundbyøster	26	28	28	27	30	30	39	44	42
Never married	70-79 years	Men	Polling area - 4. Nord	24	26	26	30	26	28	33	34	33
Never married	70-79 years	Men	Polling area - 4. Syd	13	13	10	10	7	8	11	12	17
Never married	70-79 years	Men	Polling area - 4. Øst	12	16	19	19	21	24	20	21	22
Never married	70-79 years	Men	Polling area - 5. Nørrebro	38	31	34	27	32	35	34	36	29
Never married	70-79 years	Men	Polling area - 5. Nord	18	14	16	20	22	21	26	31	25
Never married	70-79 years	Men	Polling area - 5. Nørrebrohallen	19	16	18	23	18	18	16	20	22
Never married	70-79 years	Men	Polling area - 5. Syd	14	17	10	10	11	9	8	11	14
Never married	70-79 years	Men	Polling area - 5. Øst	12	11	12	12	10	6	12	14	15
Never married	70-79 years	Men	Polling area - 5. Vest	15	17	17	18	18	15	13	9	12
Never married	70-79 years	Men	Polling area - 5. Nordvest	38	36	36	35	37	34	31	33	32
Never married	70-79 years	Men	Polling area - 6. Bispebjerg	24	22	21	27	26	24	20	20	24
Never married	70-79 years	Men	Polling area - 6. Vest	22	24	29	31	24	29	31	34	35
Never married	70-79 years	Men	Polling area - 6. Nord	28	23	26	25	23	22	29	28	33
Never married	70-79 years	Men	Polling area - 6. Øst	15	12	14	15	11	10	12	14	13
Never married	70-79 years	Men	Polling area - 6. Syd	26	24	26	26	30	25	27	30	30
Never married	70-79 years	Men	Polling area - 7. Brønshøj	13	11	11	10	12	10	11	11	9
Never married	70-79 years	Men	Polling area - 7. Nord	7	6	5	5	6	6	5	5	6
Never married	70-79 years	Men	Polling area - 7. Syd	18	19	16	18	18	20	20	17	16
Never married	70-79 years	Men	Polling area - 7. Øst	20	23	22	23	25	28	26	27	28
Never married	70-79 years	Men	Polling area - 7. Vest	17	17	17	22	21	20	24	25	26
Never married	70-79 years	Men	Polling area - 7. Nordvest	20	21	22	23	17	15	23	21	25
Never married	70-79 years	Men	Polling area - 7. Katrinedal	7	6	6	7	8	12	12	11	11
Never married	70-79 years	Men	Polling area - 7. Kirkebjerg	8	10	9	10	7	9	8	9	10
Never married	70-79 years	Men	Polling area - 7. Vanløse	27	27	26	27	25	28	29	30	29
Never married	70-79 years	Men	Polling area - 8. Valby	22	23	21	18	15	14	21	20	24
Never married	70-79 years	Men	Polling area - 8. Nord	20	16	15	15	14	14	13	20	28
Never married	70-79 years	Men	Polling area - 8. Syd	12	13	16	20	20	18	16	12	14
Never married	70-79 years	Men	Polling area - 8. Vest	7	6	5	3	7	7	11	9	12
Never married	70-79 years	Men	Polling area - 8. Sydøst	8	9	7	11	11	13	10	13	14
Never married	70-79 years	Men	Polling area - 8. Midt	17	12	15	14	20	23	24	24	30
Never married	70-79 years	Men	Polling area - 9. Vesterbro	10	10	10	11	12	12	14	14	13
Never married	70-79 years	Men	Polling area - 9. Nord	15	15	12	11	14	16	20	23	21
Never married	70-79 years	Men	Polling area - 9. Syd	27	29	31	32	32	34	33	38	43
Never married	70-79 years	Men	Polling area - 9. Øst	26	23	20	19	23	24	26	20	21
Never married	70-79 years	Men	Polling area - 9. Vest	14	11	12	12	11	10	14	15	14
Never married	70-79 years	Men	Polling area - 9. Midt	16	21	22	25	25	26	19	19	21
Never married	70-79 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0	1	3	3
Never married	70-79 years	Women	Copenhagen total	1322	1242	1170	1092	1064	1038	1057	1079	1099
Never married	70-79 years	Women	District - Indre By	137	120	111	113	115	120	127	133	146
Never married	70-79 years	Women	District - Østerbro	262	236	228	202	190	172	170	175	186
Never married	70-79 years	Women	District - Nørrebro	130	124	117	103	100	107	107	120	116
Never married	70-79 years	Women	District - Vesterbro/Kongens Enghave	81	80	75	74	77	74	80	88	80
Never married	70-79 years	Women	District - Valby	124	118	119	111	110	113	105	95	98
Never married	70-79 years	Women	District - Vanløse	111	112	107	89	85	78	80	82	83
Never married	70-79 years	Women	District - Brønshøj-Husum	100	93	88	85	80	75	77	82	87
Never married	70-79 years	Women	District - Bispebjerg	171	158	139	133	127	120	120	114	111
Never married	70-79 years	Women	District - Amager Øst	108	105	95	90	88	81	94	95	91
Never married	70-79 years	Women	District - Amager Vest	98	96	90	91	92	97	95	92	99
Never married	70-79 years	Women	Polling area - 1. Østerbro	37	37	35	29	27	22	26	27	31
Never married	70-79 years	Women	Polling area - 1. Øst	14	14	8	6	7	8	8	8	7
