marital status	age	sex	district	1976Q1	1977Q1	1978Q1	1979Q1	1980Q1	1981Q1	1982Q1	1983Q1	1984Q1
Never married	70-79 years	Women	District - Nørrebro	849	813	791	781	756	710	677	663	605
Never married	70-79 years	Women	District - Vesterbro/Kongens Enghave	483	463	454	439	442	430	402	370	348
Never married	70-79 years	Women	District - Valby	451	456	446	440	453	441	430	423	400
Never married	70-79 years	Women	District - Vanløse	394	386	380	397	401	399	383	382	361
Never married	70-79 years	Women	District - Brønshøj-Husum	269	273	285	291	296	291	276	261	265
Never married	70-79 years	Women	District - Bispebjerg	563	605	639	651	622	622	620	588	568
Never married	70-79 years	Women	District - Amager Øst	429	419	424	436	421	381	368	355	344
Never married	70-79 years	Women	District - Amager Vest	432	430	408	413	398	387	368	365	365
Never married	70-79 years	Women	Polling area - 1. Østerbro	190	185	189	176	170	160	159	155	150
Never married	70-79 years	Women	Polling area - 1. Øst	83	76	68	70	68	63	58	54	50
Never married	70-79 years	Women	Polling area - 1. Nord	151	141	146	148	141	140	136	137	132
Never married	70-79 years	Women	Polling area - 1. Syd	287	261	252	241	218	208	197	186	175
Never married	70-79 years	Women	Polling area - 1. Vest	280	257	246	261	253	245	218	213	202
Never married	70-79 years	Women	Polling area - 1. Nordvest	206	201	205	180	174	167	160	164	156
Never married	70-79 years	Women	Polling area - 2. Sundbyvester	104	104	106	108	108	105	102	102	108
Never married	70-79 years	Women	Polling area - 2. Nord	134	130	134	135	134	124	117	112	114
Never married	70-79 years	Women	Polling area - 2. Syd	127	129	107	111	101	99	94	91	81
Never married	70-79 years	Women	Polling area - 2. Øst	13	15	14	15	16	24	22	23	24
Never married	70-79 years	Women	Polling area - 2. Vest	54	52	47	44	39	35	33	37	38
Never married	70-79 years	Women	Polling area - 3. Indre By	211	192	177	167	161	140	131	117	110
Never married	70-79 years	Women	Polling area - 3. Nord	187	182	163	153	148	130	122	115	98
Never married	70-79 years	Women	Polling area - 3. Syd	125	123	120	112	99	88	87	83	78
Never married	70-79 years	Women	Polling area - 3. Øst	198	188	185	188	186	188	185	172	156
Never married	70-79 years	Women	Polling area - 4. Sundbyøster	112	110	110	114	106	94	89	86	83
Never married	70-79 years	Women	Polling area - 4. Nord	159	150	155	159	156	137	137	134	127
Never married	70-79 years	Women	Polling area - 4. Syd	99	94	93	93	89	87	80	70	76
Never married	70-79 years	Women	Polling area - 4. Øst	59	65	66	70	70	63	62	65	58
Never married	70-79 years	Women	Polling area - 5. Nørrebro	180	184	175	174	163	156	147	140	126
Never married	70-79 years	Women	Polling area - 5. Nord	109	113	113	118	103	105	100	97	83
Never married	70-79 years	Women	Polling area - 5. Nørrebrohallen	76	75	73	81	91	95	97	101	93
Never married	70-79 years	Women	Polling area - 5. Syd	146	114	109	93	87	71	55	56	52
Never married	70-79 years	Women	Polling area - 5. Øst	99	89	85	86	85	81	76	71	68
Never married	70-79 years	Women	Polling area - 5. Vest	99	97	99	89	89	81	86	88	76
Never married	70-79 years	Women	Polling area - 5. Nordvest	140	141	137	140	138	121	116	110	107
Never married	70-79 years	Women	Polling area - 6. Bispebjerg	138	151	157	163	162	163	160	147	144
Never married	70-79 years	Women	Polling area - 6. Vest	79	80	87	87	83	74	69	70	62
Never married	70-79 years	Women	Polling area - 6. Nord	183	200	208	216	214	217	226	219	211
Never married	70-79 years	Women	Polling area - 6. Øst	52	60	69	65	62	64	66	59	62
Never married	70-79 years	Women	Polling area - 6. Syd	111	114	118	120	101	104	99	93	89
Never married	70-79 years	Women	Polling area - 7. Brønshøj	57	57	56	52	55	51	49	45	48
Never married	70-79 years	Women	Polling area - 7. Nord	16	18	21	21	18	17	17	17	20
Never married	70-79 years	Women	Polling area - 7. Syd	134	130	131	133	138	130	123	122	118
Never married	70-79 years	Women	Polling area - 7. Øst	75	77	80	88	97	93	97	96	98
Never married	70-79 years	Women	Polling area - 7. Vest	68	67	63	68	69	72	60	54	53
Never married	70-79 years	Women	Polling area - 7. Nordvest	86	85	92	89	86	86	79	73	68
Never married	70-79 years	Women	Polling area - 7. Katrinedal	74	71	69	70	71	65	63	64	61
Never married	70-79 years	Women	Polling area - 7. Kirkebjerg	45	45	40	44	40	39	33	36	36
Never married	70-79 years	Women	Polling area - 7. Vanløse	108	109	113	123	123	137	138	136	124
Never married	70-79 years	Women	Polling area - 8. Valby	125	138	134	129	134	125	126	123	122
Never married	70-79 years	Women	Polling area - 8. Nord	150	147	143	135	139	142	137	130	119
Never married	70-79 years	Women	Polling area - 8. Syd	10	9	12	18	20	21	22	26	26
Never married	70-79 years	Women	Polling area - 8. Vest	29	36	34	35	38	39	38	35	34
Never married	70-79 years	Women	Polling area - 8. Sydøst	47	43	43	43	39	41	40	36	34
Never married	70-79 years	Women	Polling area - 8. Midt	90	83	80	80	83	73	67	73	65
Never married	70-79 years	Women	Polling area - 9. Vesterbro	90	80	77	74	65	63	57	52	51
Never married	70-79 years	Women	Polling area - 9. Nord	76	76	69	68	78	72	65	58	54
Never married	70-79 years	Women	Polling area - 9. Syd	87	83	83	86	88	92	95	98	95
Never married	70-79 years	Women	Polling area - 9. Øst	72	70	71	71	69	68	60	53	54
Never married	70-79 years	Women	Polling area - 9. Vest	97	96	93	87	85	83	69	59	50
Never married	70-79 years	Women	Polling area - 9. Midt	60	57	61	53	57	52	56	50	44
Never married	70-79 years	Women	Polling area - 9. Sydhavn	1	1	0	0	0	0	0	0	0
Never married	80-89 years	Men	Copenhagen total	364	362	370	397	381	389	387	398	410
Never married	80-89 years	Men	District - Indre By	41	41	51	45	48	43	39	39	41
Never married	80-89 years	Men	District - Østerbro	39	44	45	45	44	56	53	56	54
Never married	80-89 years	Men	District - Nørrebro	92	88	96	100	93	99	92	97	108
Never married	80-89 years	Men	District - Vesterbro/Kongens Enghave	42	45	40	51	47	51	55	55	51
Never married	80-89 years	Men	District - Valby	21	22	27	27	25	23	24	27	27
Never married	80-89 years	Men	District - Vanløse	10	11	8	11	11	11	13	13	13
Never married	80-89 years	Men	District - Brønshøj-Husum	18	16	12	13	7	11	11	14	13
Never married	80-89 years	Men	District - Bispebjerg	26	26	25	26	26	21	18	18	17
Never married	80-89 years	Men	District - Amager Øst	17	14	17	22	23	21	27	26	31
Never married	80-89 years	Men	District - Amager Vest	58	55	49	57	57	53	55	53	55
Never married	80-89 years	Men	Polling area - 1. Østerbro	7	8	6	7	8	8	7	4	3
Never married	80-89 years	Men	Polling area - 1. Øst	2	5	5	1	0	0	0	1	1
Never married	80-89 years	Men	Polling area - 1. Nord	4	4	6	6	8	12	10	11	12
Never married	80-89 years	Men	Polling area - 1. Syd	10	7	8	9	8	12	13	14	13
Never married	80-89 years	Men	Polling area - 1. Vest	12	14	14	15	13	17	17	19	17
Never married	80-89 years	Men	Polling area - 1. Nordvest	4	6	6	7	7	7	6	7	8
Never married	80-89 years	Men	Polling area - 2. Sundbyvester	6	8	8	11	11	10	10	14	10
Never married	80-89 years	Men	Polling area - 2. Nord	10	10	9	13	10	11	13	13	18
Never married	80-89 years	Men	Polling area - 2. Syd	35	30	26	28	31	26	22	18	18
Never married	80-89 years	Men	Polling area - 2. Øst	3	3	2	2	2	3	6	5	6
Never married	80-89 years	Men	Polling area - 2. Vest	4	4	4	3	3	3	4	3	3
Never married	80-89 years	Men	Polling area - 3. Indre By	13	12	19	15	16	15	8	10	12
Never married	80-89 years	Men	Polling area - 3. Nord	9	11	11	8	9	8	10	9	10
Never married	80-89 years	Men	Polling area - 3. Syd	12	9	11	12	10	8	10	11	10
Never married	80-89 years	Men	Polling area - 3. Øst	7	9	10	10	13	12	11	9	9
Never married	80-89 years	Men	Polling area - 4. Sundbyøster	11	7	8	10	12	11	12	13	15
Never married	80-89 years	Men	Polling area - 4. Nord	4	5	5	6	5	4	6	4	7
Never married	80-89 years	Men	Polling area - 4. Syd	0	0	1	3	5	4	6	5	5
Never married	80-89 years	Men	Polling area - 4. Øst	2	2	3	3	1	2	3	4	4
Never married	80-89 years	Men	Polling area - 5. Nørrebro	48	53	46	45	40	42	37	45	48
Never married	80-89 years	Men	Polling area - 5. Nord	5	5	8	9	10	12	11	9	13
Never married	80-89 years	Men	Polling area - 5. Nørrebrohallen	2	1	1	2	3	3	2	2	4
Never married	80-89 years	Men	Polling area - 5. Syd	9	5	6	7	7	11	10	9	9
Never married	80-89 years	Men	Polling area - 5. Øst	6	7	12	13	13	12	15	11	11
Never married	80-89 years	Men	Polling area - 5. Vest	6	5	7	7	7	7	6	5	6
Never married	80-89 years	Men	Polling area - 5. Nordvest	16	12	16	17	13	12	11	16	17
Never married	80-89 years	Men	Polling area - 6. Bispebjerg	7	7	6	5	4	3	3	2	2
Never married	80-89 years	Men	Polling area - 6. Vest	9	7	8	8	10	7	4	5	3
Never married	80-89 years	Men	Polling area - 6. Nord	6	9	8	9	7	5	5	4	5
Never married	80-89 years	Men	Polling area - 6. Øst	0	0	0	0	1	1	1	1	1
Never married	80-89 years	Men	Polling area - 6. Syd	4	3	3	4	4	5	5	6	6
Never married	80-89 years	Men	Polling area - 7. Brønshøj	2	3	2	1	0	1	1	0	0
Never married	80-89 years	Men	Polling area - 7. Nord	0	0	0	0	0	0	0	0	0
Never married	80-89 years	Men	Polling area - 7. Syd	0	0	0	3	5	6	6	7	7
Never married	80-89 years	Men	Polling area - 7. Øst	4	4	3	4	2	2	4	4	4
Never married	80-89 years	Men	Polling area - 7. Vest	6	4	3	3	1	2	1	3	3
Never married	80-89 years	Men	Polling area - 7. Nordvest	6	5	4	5	4	6	5	7	6
Never married	80-89 years	Men	Polling area - 7. Katrinedal	3	3	2	2	1	1	1	1	1
Never married	80-89 years	Men	Polling area - 7. Kirkebjerg	3	3	1	2	1	1	0	0	0
Never married	80-89 years	Men	Polling area - 7. Vanløse	4	5	5	4	4	3	6	5	5
Never married	80-89 years	Men	Polling area - 8. Valby	10	12	12	11	9	8	9	8	6
Never married	80-89 years	Men	Polling area - 8. Nord	5	4	7	10	9	10	9	9	9
Never married	80-89 years	Men	Polling area - 8. Syd	2	1	2	1	1	0	0	1	1
Never married	80-89 years	Men	Polling area - 8. Vest	1	0	1	0	1	1	1	0	0
Never married	80-89 years	Men	Polling area - 8. Sydøst	0	1	1	1	3	2	1	2	3
Never married	80-89 years	Men	Polling area - 8. Midt	3	4	4	4	2	2	4	7	8
Never married	80-89 years	Men	Polling area - 9. Vesterbro	7	6	5	8	7	8	7	5	5
Never married	80-89 years	Men	Polling area - 9. Nord	5	3	2	2	3	3	6	9	9
Never married	80-89 years	Men	Polling area - 9. Syd	14	18	15	16	13	14	16	13	10
Never married	80-89 years	Men	Polling area - 9. Øst	6	7	8	12	13	13	11	12	11
Never married	80-89 years	Men	Polling area - 9. Vest	3	3	3	6	3	4	3	2	4
Never married	80-89 years	Men	Polling area - 9. Midt	6	7	6	6	8	9	11	13	12
Never married	80-89 years	Men	Polling area - 9. Sydhavn	1	1	1	1	0	0	1	1	0
Never married	80-89 years	Women	Copenhagen total	2536	2619	2645	2711	2758	2814	2814	2875	2841
Never married	80-89 years	Women	District - Indre By	305	310	306	306	309	320	300	315	287
Never married	80-89 years	Women	District - Østerbro	552	574	589	636	650	643	635	599	580
Never married	80-89 years	Women	District - Nørrebro	499	505	489	459	454	457	454	475	466
Never married	80-89 years	Women	District - Vesterbro/Kongens Enghave	201	203	214	216	206	207	198	189	198
Never married	80-89 years	Women	District - Valby	167	181	192	208	209	213	230	233	231
Never married	80-89 years	Women	District - Vanløse	112	125	132	140	139	152	166	176	182
Never married	80-89 years	Women	District - Brønshøj-Husum	134	128	133	130	143	150	155	173	171
Never married	80-89 years	Women	District - Bispebjerg	197	208	206	221	245	257	266	295	305
Never married	80-89 years	Women	District - Amager Øst	107	117	114	122	130	156	159	176	179
Never married	80-89 years	Women	District - Amager Vest	262	268	270	273	273	259	251	244	242
Never married	80-89 years	Women	Polling area - 1. Østerbro	74	77	78	79	77	79	71	66	70
Never married	80-89 years	Women	Polling area - 1. Øst	21	26	32	33	35	36	38	39	39
Never married	80-89 years	Women	Polling area - 1. Nord	85	87	83	89	93	103	100	96	93
Never married	80-89 years	Women	Polling area - 1. Syd	129	143	142	145	160	157	156	147	139
Never married	80-89 years	Women	Polling area - 1. Vest	167	160	166	198	190	168	163	151	145
Never married	80-89 years	Women	Polling area - 1. Nordvest	76	81	88	92	95	100	107	100	94
Never married	80-89 years	Women	Polling area - 2. Sundbyvester	80	78	75	75	74	67	62	55	58
Never married	80-89 years	Women	Polling area - 2. Nord	54	63	61	62	62	62	63	67	66
Never married	80-89 years	Women	Polling area - 2. Syd	97	94	105	104	103	97	92	90	89
Never married	80-89 years	Women	Polling area - 2. Øst	5	8	8	11	11	15	14	14	14
Never married	80-89 years	Women	Polling area - 2. Vest	26	25	21	21	23	18	20	18	15
Never married	80-89 years	Women	Polling area - 3. Indre By	83	91	87	84	85	86	87	94	81
Never married	80-89 years	Women	Polling area - 3. Nord	99	94	93	91	92	82	74	75	71
Never married	80-89 years	Women	Polling area - 3. Syd	45	46	45	41	48	52	48	44	45
Never married	80-89 years	Women	Polling area - 3. Øst	78	79	81	90	84	100	91	102	90
Never married	80-89 years	Women	Polling area - 4. Sundbyøster	37	41	39	36	41	45	41	45	45
Never married	80-89 years	Women	Polling area - 4. Nord	46	48	44	51	51	62	63	72	73
Never married	80-89 years	Women	Polling area - 4. Syd	14	17	18	18	20	27	33	38	38
Never married	80-89 years	Women	Polling area - 4. Øst	10	11	13	17	18	22	22	21	23
Never married	80-89 years	Women	Polling area - 5. Nørrebro	183	192	179	166	159	165	152	139	119
Never married	80-89 years	Women	Polling area - 5. Nord	68	72	65	59	68	60	57	64	73
Never married	80-89 years	Women	Polling area - 5. Nørrebrohallen	27	27	31	26	21	19	24	28	35
Never married	80-89 years	Women	Polling area - 5. Syd	72	61	57	59	54	48	49	47	47
Never married	80-89 years	Women	Polling area - 5. Øst	47	48	50	46	53	52	61	75	75
Never married	80-89 years	Women	Polling area - 5. Vest	38	34	33	29	29	37	38	40	42
Never married	80-89 years	Women	Polling area - 5. Nordvest	64	71	74	74	70	76	73	82	75
Never married	80-89 years	Women	Polling area - 6. Bispebjerg	49	48	50	51	52	55	61	72	72
Never married	80-89 years	Women	Polling area - 6. Vest	34	35	41	46	44	39	38	41	41
Never married	80-89 years	Women	Polling area - 6. Nord	69	77	69	71	84	92	97	103	107
Never married	80-89 years	Women	Polling area - 6. Øst	16	19	16	20	22	25	23	28	32
Never married	80-89 years	Women	Polling area - 6. Syd	29	29	30	33	43	46	47	51	53
Never married	80-89 years	Women	Polling area - 7. Brønshøj	17	15	17	23	25	29	31	33	31
Never married	80-89 years	Women	Polling area - 7. Nord	7	7	7	9	8	10	15	15	12
Never married	80-89 years	Women	Polling area - 7. Syd	28	30	32	32	30	39	47	52	55
Never married	80-89 years	Women	Polling area - 7. Øst	29	26	32	31	35	34	31	34	37
Never married	80-89 years	Women	Polling area - 7. Vest	53	53	54	46	45	45	48	51	48
Never married	80-89 years	Women	Polling area - 7. Nordvest	42	41	42	41	49	53	49	57	60
Never married	80-89 years	Women	Polling area - 7. Katrinedal	20	22	26	27	29	34	41	42	43
Never married	80-89 years	Women	Polling area - 7. Kirkebjerg	10	11	11	12	14	13	13	16	15
Never married	80-89 years	Women	Polling area - 7. Vanløse	40	48	44	49	47	45	46	49	52
Never married	80-89 years	Women	Polling area - 8. Valby	59	57	60	62	68	70	70	68	69
Never married	80-89 years	Women	Polling area - 8. Nord	37	49	51	62	65	62	66	70	67
Never married	80-89 years	Women	Polling area - 8. Syd	6	7	7	5	7	8	11	9	6
Never married	80-89 years	Women	Polling area - 8. Vest	15	19	23	22	17	17	23	25	26
Never married	80-89 years	Women	Polling area - 8. Sydøst	19	18	17	22	20	19	16	14	16
Never married	80-89 years	Women	Polling area - 8. Midt	31	31	34	35	32	37	44	47	47
Never married	80-89 years	Women	Polling area - 9. Vesterbro	28	28	25	21	24	25	25	27	34
Never married	80-89 years	Women	Polling area - 9. Nord	42	43	39	40	36	35	32	29	30
Never married	80-89 years	Women	Polling area - 9. Syd	42	42	42	41	44	47	38	36	39
Never married	80-89 years	Women	Polling area - 9. Øst	30	35	44	42	34	29	28	24	29
Never married	80-89 years	Women	Polling area - 9. Vest	41	38	43	44	41	45	50	50	40
Never married	80-89 years	Women	Polling area - 9. Midt	18	17	21	28	27	26	25	23	26
Never married	80-89 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Copenhagen total	33	30	29	29	26	24	24	26	29
Never married	90-99 + years	Men	District - Indre By	5	5	4	5	5	6	3	1	0
Never married	90-99 + years	Men	District - Østerbro	2	2	6	4	3	3	2	3	1
Never married	90-99 + years	Men	District - Nørrebro	10	9	8	7	7	5	6	7	10
Never married	90-99 + years	Men	District - Vesterbro/Kongens Enghave	5	3	1	1	1	2	2	3	5
Never married	90-99 + years	Men	District - Valby	2	2	1	1	2	1	2	3	3
Never married	90-99 + years	Men	District - Vanløse	2	2	3	3	0	0	0	0	0
Never married	90-99 + years	Men	District - Brønshøj-Husum	2	2	1	1	0	0	1	1	1
Never married	90-99 + years	Men	District - Bispebjerg	1	1	1	2	1	2	2	1	3
Never married	90-99 + years	Men	District - Amager Øst	1	0	0	0	0	0	0	3	1
Never married	90-99 + years	Men	District - Amager Vest	3	4	4	5	7	5	6	4	5
Never married	90-99 + years	Men	Polling area - 1. Østerbro	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 1. Øst	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 1. Nord	0	0	1	1	0	1	1	2	0
Never married	90-99 + years	Men	Polling area - 1. Syd	0	0	0	0	1	1	1	1	1
Never married	90-99 + years	Men	Polling area - 1. Vest	1	1	3	1	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 1. Nordvest	1	1	2	2	2	1	0	0	0
Never married	90-99 + years	Men	Polling area - 2. Sundbyvester	1	1	1	1	2	1	1	1	3
Never married	90-99 + years	Men	Polling area - 2. Nord	0	0	0	0	1	0	0	0	0
Never married	90-99 + years	Men	Polling area - 2. Syd	2	2	2	3	3	3	4	2	1
Never married	90-99 + years	Men	Polling area - 2. Øst	0	0	1	1	1	1	1	1	1
Never married	90-99 + years	Men	Polling area - 2. Vest	0	1	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 3. Indre By	1	1	1	2	3	2	2	1	0
Never married	90-99 + years	Men	Polling area - 3. Nord	1	1	1	1	1	1	0	0	0
Never married	90-99 + years	Men	Polling area - 3. Syd	1	1	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 3. Øst	2	2	2	2	1	3	1	0	0
Never married	90-99 + years	Men	Polling area - 4. Sundbyøster	1	0	0	0	0	0	0	1	1
Never married	90-99 + years	Men	Polling area - 4. Nord	0	0	0	0	0	0	0	2	0
Never married	90-99 + years	Men	Polling area - 4. Syd	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 4. Øst	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 5. Nørrebro	6	4	4	5	5	2	3	3	5
Never married	90-99 + years	Men	Polling area - 5. Nord	0	1	1	0	0	0	0	1	1
Never married	90-99 + years	Men	Polling area - 5. Nørrebrohallen	1	1	1	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 5. Syd	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 5. Øst	2	3	1	1	1	2	2	2	2
Never married	90-99 + years	Men	Polling area - 5. Vest	0	0	0	0	0	0	0	0	1
Never married	90-99 + years	Men	Polling area - 5. Nordvest	1	0	1	1	1	1	1	1	1
Never married	90-99 + years	Men	Polling area - 6. Bispebjerg	0	0	0	1	1	1	1	1	1
Never married	90-99 + years	Men	Polling area - 6. Vest	1	1	1	0	0	0	1	0	0
Never married	90-99 + years	Men	Polling area - 6. Nord	0	0	0	0	0	1	0	0	1
Never married	90-99 + years	Men	Polling area - 6. Øst	0	0	0	1	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 6. Syd	0	0	0	0	0	0	0	0	1
Never married	90-99 + years	Men	Polling area - 7. Brønshøj	0	0	0	1	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Nord	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Syd	1	1	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Øst	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Vest	2	2	1	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Nordvest	0	0	0	0	0	0	1	1	1
Never married	90-99 + years	Men	Polling area - 7. Katrinedal	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Kirkebjerg	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 7. Vanløse	1	1	3	3	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 8. Valby	0	0	0	0	2	1	1	1	1
Never married	90-99 + years	Men	Polling area - 8. Nord	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 8. Syd	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 8. Vest	1	1	0	0	0	0	0	1	0
Never married	90-99 + years	Men	Polling area - 8. Sydøst	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 8. Midt	1	1	1	1	0	0	1	1	2
Never married	90-99 + years	Men	Polling area - 9. Vesterbro	0	0	0	0	0	0	0	2	2
Never married	90-99 + years	Men	Polling area - 9. Nord	1	1	1	0	0	0	0	0	0
Never married	90-99 + years	Men	Polling area - 9. Syd	3	0	0	0	0	0	0	0	1
Never married	90-99 + years	Men	Polling area - 9. Øst	0	0	0	0	0	0	0	0	1
Never married	90-99 + years	Men	Polling area - 9. Vest	0	1	0	0	0	1	1	0	0
Never married	90-99 + years	Men	Polling area - 9. Midt	1	1	0	1	1	1	1	1	1
Never married	90-99 + years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0	0	0	0
Never married	90-99 + years	Women	Copenhagen total	354	326	340	359	363	373	395	408	436
Never married	90-99 + years	Women	District - Indre By	30	25	32	32	33	34	39	36	40
Never married	90-99 + years	Women	District - Østerbro	78	69	64	60	71	69	80	84	91
Never married	90-99 + years	Women	District - Nørrebro	84	77	82	89	87	94	80	84	91
Never married	90-99 + years	Women	District - Vesterbro/Kongens Enghave	20	18	20	19	18	16	21	24	25
Never married	90-99 + years	Women	District - Valby	19	23	22	24	23	28	36	38	37
Never married	90-99 + years	Women	District - Vanløse	14	11	10	12	15	12	14	14	22
Never married	90-99 + years	Women	District - Brønshøj-Husum	24	26	25	30	25	22	31	30	30
Never married	90-99 + years	Women	District - Bispebjerg	24	26	29	31	31	32	30	29	33
Never married	90-99 + years	Women	District - Amager Øst	9	8	10	9	8	8	9	11	14
Never married	90-99 + years	Women	District - Amager Vest	52	43	46	53	52	58	55	58	53
Never married	90-99 + years	Women	Polling area - 1. Østerbro	8	10	8	5	6	7	7	11	9
Never married	90-99 + years	Women	Polling area - 1. Øst	4	2	1	1	1	1	3	3	3
Never married	90-99 + years	Women	Polling area - 1. Nord	10	7	8	9	12	11	14	13	14
Never married	90-99 + years	Women	Polling area - 1. Syd	18	11	11	3	4	6	8	11	13
Never married	90-99 + years	Women	Polling area - 1. Vest	27	25	24	29	35	40	39	34	35
Never married	90-99 + years	Women	Polling area - 1. Nordvest	11	14	12	13	13	4	9	12	17
Never married	90-99 + years	Women	Polling area - 2. Sundbyvester	14	13	14	11	14	14	14	16	15
Never married	90-99 + years	Women	Polling area - 2. Nord	7	4	3	3	2	4	6	5	5
Never married	90-99 + years	Women	Polling area - 2. Syd	26	22	25	36	32	35	29	28	29
Never married	90-99 + years	Women	Polling area - 2. Øst	2	1	1	1	0	1	3	4	2
Never married	90-99 + years	Women	Polling area - 2. Vest	3	3	3	2	4	4	3	5	2
Never married	90-99 + years	Women	Polling area - 3. Indre By	6	7	7	7	9	7	11	11	10
Never married	90-99 + years	Women	Polling area - 3. Nord	13	9	13	9	7	10	10	11	11
Never married	90-99 + years	Women	Polling area - 3. Syd	2	3	3	2	0	1	6	4	4
Never married	90-99 + years	Women	Polling area - 3. Øst	9	6	9	14	17	16	12	10	15
Never married	90-99 + years	Women	Polling area - 4. Sundbyøster	5	4	5	6	5	4	4	3	4
Never married	90-99 + years	Women	Polling area - 4. Nord	4	4	4	2	2	3	4	4	6
Never married	90-99 + years	Women	Polling area - 4. Syd	0	0	1	1	1	1	1	2	3
Never married	90-99 + years	Women	Polling area - 4. Øst	0	0	0	0	0	0	0	2	1
Never married	90-99 + years	Women	Polling area - 5. Nørrebro	47	44	47	49	47	45	45	50	46
Never married	90-99 + years	Women	Polling area - 5. Nord	9	7	10	10	7	9	3	3	4
Never married	90-99 + years	Women	Polling area - 5. Nørrebrohallen	4	4	6	5	4	5	4	4	1
Never married	90-99 + years	Women	Polling area - 5. Syd	4	2	2	4	6	7	6	5	9
Never married	90-99 + years	Women	Polling area - 5. Øst	12	12	6	6	10	15	11	12	16
Never married	90-99 + years	Women	Polling area - 5. Vest	2	2	2	3	2	2	2	1	2
Never married	90-99 + years	Women	Polling area - 5. Nordvest	6	6	9	12	11	11	9	9	13
Never married	90-99 + years	Women	Polling area - 6. Bispebjerg	1	1	1	2	3	4	2	3	5
Never married	90-99 + years	Women	Polling area - 6. Vest	4	4	2	2	4	6	6	4	3
Never married	90-99 + years	Women	Polling area - 6. Nord	16	17	20	20	17	17	18	18	21
Never married	90-99 + years	Women	Polling area - 6. Øst	1	1	3	4	3	2	2	2	2
Never married	90-99 + years	Women	Polling area - 6. Syd	2	3	3	3	4	3	2	2	2
Never married	90-99 + years	Women	Polling area - 7. Brønshøj	4	3	2	2	3	2	2	4	6
Never married	90-99 + years	Women	Polling area - 7. Nord	1	1	1	1	1	2	4	6	6
Never married	90-99 + years	Women	Polling area - 7. Syd	3	2	2	3	3	3	4	1	3
Never married	90-99 + years	Women	Polling area - 7. Øst	3	1	1	0	1	2	5	3	2
Never married	90-99 + years	Women	Polling area - 7. Vest	12	12	13	21	18	15	17	14	13
Never married	90-99 + years	Women	Polling area - 7. Nordvest	8	11	9	8	5	3	6	8	10
Never married	90-99 + years	Women	Polling area - 7. Katrinedal	2	2	1	2	3	2	2	2	3
Never married	90-99 + years	Women	Polling area - 7. Kirkebjerg	3	3	4	3	3	2	2	2	2
Never married	90-99 + years	Women	Polling area - 7. Vanløse	2	2	2	2	3	3	3	4	7
Never married	90-99 + years	Women	Polling area - 8. Valby	4	6	7	7	8	8	9	11	11
Never married	90-99 + years	Women	Polling area - 8. Nord	3	3	3	5	5	7	8	7	7
Never married	90-99 + years	Women	Polling area - 8. Syd	1	0	0	0	0	0	0	2	2
Never married	90-99 + years	Women	Polling area - 8. Vest	3	6	4	4	5	4	3	2	1
Never married	90-99 + years	Women	Polling area - 8. Sydøst	3	3	4	2	2	5	9	8	7
Never married	90-99 + years	Women	Polling area - 8. Midt	5	5	4	6	3	4	7	8	9
Never married	90-99 + years	Women	Polling area - 9. Vesterbro	2	0	1	2	1	1	2	2	1
Never married	90-99 + years	Women	Polling area - 9. Nord	4	2	4	4	2	3	2	4	6
Never married	90-99 + years	Women	Polling area - 9. Syd	2	4	4	2	3	3	5	5	4
Never married	90-99 + years	Women	Polling area - 9. Øst	3	3	2	3	3	2	4	4	3
Never married	90-99 + years	Women	Polling area - 9. Vest	4	5	5	6	7	5	7	7	10
Never married	90-99 + years	Women	Polling area - 9. Midt	4	3	3	2	2	2	1	2	1
Never married	90-99 + years	Women	Polling area - 9. Sydhavn	1	1	1	0	0	0	0	0	0
