region	sex	age	country of origin	2008Q1	2008Q2	2008Q3	2008Q4
Copenhagen	Men	50-54 years	Turkmenistan	0	0	0	0
Copenhagen	Men	50-54 years	Uzbekistan	0	0	0	0
Copenhagen	Men	50-54 years	Vietnam	31	34	33	32
Copenhagen	Men	50-54 years	North Yemen	0	0	0	0
Copenhagen	Men	50-54 years	Yemen	2	2	2	2
Copenhagen	Men	50-54 years	Asia not stated	1	1	1	1
Copenhagen	Men	50-54 years	Australia	4	5	5	5
Copenhagen	Men	50-54 years	Cook Islands	0	0	0	0
Copenhagen	Men	50-54 years	Fiji	1	1	1	1
Copenhagen	Men	50-54 years	French territories in the Pacific	0	0	0	0
Copenhagen	Men	50-54 years	Kiribati	0	0	0	0
Copenhagen	Men	50-54 years	Marshall Islands	0	0	0	0
Copenhagen	Men	50-54 years	New Zealand	5	3	3	3
Copenhagen	Men	50-54 years	Papua New Guinea	0	0	0	0
Copenhagen	Men	50-54 years	Solomon Islands	0	0	0	0
Copenhagen	Men	50-54 years	Samoa	0	0	0	0
Copenhagen	Men	50-54 years	Tonga	0	0	0	0
Copenhagen	Men	50-54 years	Tuvalu	0	0	0	0
Copenhagen	Men	50-54 years	Vanuatu	0	0	0	0
Copenhagen	Men	50-54 years	East Timor	0	0	0	0
Copenhagen	Men	50-54 years	Pacific Islands	0	0	0	0
Copenhagen	Men	50-54 years	Stateless	0	0	0	0
Copenhagen	Men	50-54 years	Not stated	1	1	1	2
Copenhagen	Men	55-59 years	Total	12411	12337	12367	12310
Copenhagen	Men	55-59 years	Denmark	10281	10212	10222	10173
Copenhagen	Men	55-59 years	Albania	0	0	0	0
Copenhagen	Men	55-59 years	Andorra	0	0	0	0
Copenhagen	Men	55-59 years	Belgium	5	5	4	4
Copenhagen	Men	55-59 years	Bosnia and Herzegovina	53	56	58	57
Copenhagen	Men	55-59 years	Bulgaria	2	2	2	2
Copenhagen	Men	55-59 years	Cyprus	1	1	1	0
Copenhagen	Men	55-59 years	Estonia	0	0	0	0
Copenhagen	Men	55-59 years	Finland	30	29	26	21
Copenhagen	Men	55-59 years	France	38	36	35	36
Copenhagen	Men	55-59 years	Greece	16	17	16	13
Copenhagen	Men	55-59 years	Belarus	0	0	0	0
Copenhagen	Men	55-59 years	Ireland	18	17	20	21
Copenhagen	Men	55-59 years	Iceland	22	21	20	18
Copenhagen	Men	55-59 years	Italy	53	52	52	52
Copenhagen	Men	55-59 years	Yugoslavia	121	117	120	122
Copenhagen	Men	55-59 years	Yugoslavia, Federal Republic	1	1	1	1
Copenhagen	Men	55-59 years	Kosovo	0	0	0	1
Copenhagen	Men	55-59 years	Croatia	6	6	5	4
Copenhagen	Men	55-59 years	Latvia	2	2	2	1
Copenhagen	Men	55-59 years	Liechtenstein	0	0	0	0
Copenhagen	Men	55-59 years	Lithuania	2	2	2	2
Copenhagen	Men	55-59 years	Luxembourg	0	0	0	0
Copenhagen	Men	55-59 years	Republic of North Macedonia	36	37	35	38
Copenhagen	Men	55-59 years	Malta	0	0	1	1
Copenhagen	Men	55-59 years	Moldova	0	0	0	0
Copenhagen	Men	55-59 years	Monaco	0	0	0	0
Copenhagen	Men	55-59 years	Montenegro	0	0	0	0
Copenhagen	Men	55-59 years	Netherlands	17	18	17	18
Copenhagen	Men	55-59 years	Northern Ireland	0	0	0	0
Copenhagen	Men	55-59 years	Norway	81	85	82	80
Copenhagen	Men	55-59 years	Poland	108	106	105	110
Copenhagen	Men	55-59 years	Portugal	8	9	8	8
Copenhagen	Men	55-59 years	Romania	8	8	8	8
Copenhagen	Men	55-59 years	Russia	12	12	11	12
Copenhagen	Men	55-59 years	San Marino	0	0	0	0
Copenhagen	Men	55-59 years	Switzerland	10	11	11	11
Copenhagen	Men	55-59 years	Serbia	0	0	0	0
Copenhagen	Men	55-59 years	Serbia and Montenegro	0	0	0	0
Copenhagen	Men	55-59 years	Slovakia	0	0	2	1
Copenhagen	Men	55-59 years	Slovenia	0	0	0	0
Copenhagen	Men	55-59 years	Soviet Union	15	16	16	16
Copenhagen	Men	55-59 years	Spain	24	23	25	27
Copenhagen	Men	55-59 years	United Kingdom	105	107	110	107
Copenhagen	Men	55-59 years	Sweden	108	106	98	101
Copenhagen	Men	55-59 years	Czech Republic	3	1	1	1
Copenhagen	Men	55-59 years	Czechoslovakia	11	11	10	10
Copenhagen	Men	55-59 years	Turkey	97	99	97	94
Copenhagen	Men	55-59 years	GDR	0	0	0	0
Copenhagen	Men	55-59 years	Germany	68	68	72	73
Copenhagen	Men	55-59 years	Ukraine	0	1	2	2
Copenhagen	Men	55-59 years	Hungary	9	9	12	11
Copenhagen	Men	55-59 years	Vatican City State	0	0	0	0
Copenhagen	Men	55-59 years	Austria	8	7	6	5
Copenhagen	Men	55-59 years	Europe not stated	0	0	0	0
Copenhagen	Men	55-59 years	Algeria	18	17	17	16
Copenhagen	Men	55-59 years	Angola	0	0	0	0
Copenhagen	Men	55-59 years	Benin	0	0	0	0
Copenhagen	Men	55-59 years	Botswana	0	0	0	0
Copenhagen	Men	55-59 years	Burkina Faso	0	0	0	0
Copenhagen	Men	55-59 years	Burundi	1	0	0	0
Copenhagen	Men	55-59 years	Cameroon	2	2	2	3
Copenhagen	Men	55-59 years	Central African Republic	0	0	0	0
Copenhagen	Men	55-59 years	Comoros	0	0	0	0
Copenhagen	Men	55-59 years	Congo, Democratic Republic	0	0	0	0
Copenhagen	Men	55-59 years	Congo, Republic	0	0	0	0
Copenhagen	Men	55-59 years	Djibouti	0	0	0	0
Copenhagen	Men	55-59 years	Egypt	41	43	44	43
Copenhagen	Men	55-59 years	Ivory Coast	4	3	3	2
Copenhagen	Men	55-59 years	Eritrea	1	1	1	1
Copenhagen	Men	55-59 years	Ethiopia	16	15	15	16
Copenhagen	Men	55-59 years	Gabon	0	0	0	0
Copenhagen	Men	55-59 years	Gambia, The	11	14	15	15
Copenhagen	Men	55-59 years	Ghana	18	18	18	17
Copenhagen	Men	55-59 years	Guinea	0	0	1	2
Copenhagen	Men	55-59 years	Guinea-Bissau	0	0	0	0
Copenhagen	Men	55-59 years	Cape Verde	0	0	0	1
Copenhagen	Men	55-59 years	Kenya	6	6	6	5
Copenhagen	Men	55-59 years	Lesotho	0	0	0	0
Copenhagen	Men	55-59 years	Liberia	0	0	0	0
Copenhagen	Men	55-59 years	Libya	0	0	0	0
Copenhagen	Men	55-59 years	Madagascar	0	0	0	0
Copenhagen	Men	55-59 years	Malawi	0	0	0	0
Copenhagen	Men	55-59 years	Mali	1	0	0	1
Copenhagen	Men	55-59 years	Morocco	81	76	76	71
Copenhagen	Men	55-59 years	Mauritania	0	0	0	0
Copenhagen	Men	55-59 years	Mauritius	0	0	0	0
Copenhagen	Men	55-59 years	Mozambique	0	0	0	0
Copenhagen	Men	55-59 years	Namibia	0	0	0	0
Copenhagen	Men	55-59 years	Niger	0	0	0	0
Copenhagen	Men	55-59 years	Nigeria	4	4	4	4
Copenhagen	Men	55-59 years	Reunion	0	0	0	0
Copenhagen	Men	55-59 years	Rwanda	0	0	0	0
Copenhagen	Men	55-59 years	Sao Tome and Principe	0	0	0	0
Copenhagen	Men	55-59 years	Senegal	4	4	4	4
Copenhagen	Men	55-59 years	Seychelles	0	0	0	0
Copenhagen	Men	55-59 years	Sierra Leone	2	2	2	2
Copenhagen	Men	55-59 years	Somalia	22	23	25	29
Copenhagen	Men	55-59 years	Spanish territories in Africa	0	0	0	0
Copenhagen	Men	55-59 years	Saint Helena	0	0	0	0
Copenhagen	Men	55-59 years	Sudan	4	4	3	3
Copenhagen	Men	55-59 years	Eswantini	0	0	0	0
Copenhagen	Men	55-59 years	South Africa	7	8	7	4
Copenhagen	Men	55-59 years	South Sudan	0	0	0	0
Copenhagen	Men	55-59 years	Southwest Africa	0	0	0	0
Copenhagen	Men	55-59 years	Tanzania	11	11	11	10
Copenhagen	Men	55-59 years	Chad	0	0	0	0
Copenhagen	Men	55-59 years	Togo	2	2	2	2
Copenhagen	Men	55-59 years	Tunisia	10	10	12	12
Copenhagen	Men	55-59 years	Uganda	3	3	4	4
Copenhagen	Men	55-59 years	Zambia	0	0	0	0
Copenhagen	Men	55-59 years	Zimbabwe	3	4	4	2
Copenhagen	Men	55-59 years	Equatorial Guinea	0	0	0	0
Copenhagen	Men	55-59 years	Africa not stated	1	1	0	0
Copenhagen	Men	55-59 years	Canada	12	12	12	12
Copenhagen	Men	55-59 years	USA	62	63	66	68
Copenhagen	Men	55-59 years	North America not stated	0	0	0	0
Copenhagen	Men	55-59 years	Antigua and Barbuda	0	0	0	0
Copenhagen	Men	55-59 years	Argentina	13	12	11	11
Copenhagen	Men	55-59 years	Aruba	0	0	0	0
Copenhagen	Men	55-59 years	Bahamas	0	0	0	0
Copenhagen	Men	55-59 years	Barbados	1	1	1	1
Copenhagen	Men	55-59 years	Belize	0	0	0	0
Copenhagen	Men	55-59 years	Bermuda	0	0	0	0
Copenhagen	Men	55-59 years	Bolivia	2	2	2	2
Copenhagen	Men	55-59 years	Brazil	3	3	3	2
Copenhagen	Men	55-59 years	British West Indies	0	0	0	0
Copenhagen	Men	55-59 years	Chile	27	25	26	27
Copenhagen	Men	55-59 years	Colombia	1	3	3	1
Copenhagen	Men	55-59 years	Costa Rica	0	0	0	0
Copenhagen	Men	55-59 years	Cuba	2	4	4	4
Copenhagen	Men	55-59 years	Curacao	0	0	0	0
Copenhagen	Men	55-59 years	Dominica	0	0	0	0
Copenhagen	Men	55-59 years	Dominican Republic	1	1	1	1
Copenhagen	Men	55-59 years	Ecuador	0	0	0	0
Copenhagen	Men	55-59 years	El Salvador	0	0	0	0
Copenhagen	Men	55-59 years	Falkland Islands	0	0	0	0
Copenhagen	Men	55-59 years	French Guiana	0	0	0	0
Copenhagen	Men	55-59 years	French West Indies	0	0	0	0
Copenhagen	Men	55-59 years	Grenada	0	0	0	0
Copenhagen	Men	55-59 years	Guadeloupe	0	0	0	0
Copenhagen	Men	55-59 years	Guatemala	0	0	0	0
Copenhagen	Men	55-59 years	Guyana	0	0	0	0
Copenhagen	Men	55-59 years	Haiti	0	0	0	0
Copenhagen	Men	55-59 years	Netherlands Antilles	0	0	0	0
Copenhagen	Men	55-59 years	Honduras	0	0	0	0
Copenhagen	Men	55-59 years	Jamaica	1	2	2	2
Copenhagen	Men	55-59 years	Martinique	0	0	0	0
Copenhagen	Men	55-59 years	Mexico	2	3	3	3
Copenhagen	Men	55-59 years	Nauru	0	0	0	0
Copenhagen	Men	55-59 years	Nicaragua	0	0	0	0
Copenhagen	Men	55-59 years	Panama	0	0	0	0
Copenhagen	Men	55-59 years	Paraguay	0	0	0	0
Copenhagen	Men	55-59 years	Peru	3	3	3	3
Copenhagen	Men	55-59 years	Puerto Rico	0	0	0	0
Copenhagen	Men	55-59 years	Saint Kitts and Nevis	0	0	0	0
Copenhagen	Men	55-59 years	Saint Lucia	0	0	0	0
Copenhagen	Men	55-59 years	Saint Vincent and the Grenadines	0	0	0	0
Copenhagen	Men	55-59 years	Suriname	0	0	0	0
Copenhagen	Men	55-59 years	Trinidad and Tobago	0	0	0	0
Copenhagen	Men	55-59 years	Uruguay	4	3	3	3
Copenhagen	Men	55-59 years	Venezuela	2	2	2	2
Copenhagen	Men	55-59 years	West Indies	0	0	0	0
Copenhagen	Men	55-59 years	South and central America not stated	0	0	1	1
Copenhagen	Men	55-59 years	Abu Dhabi	0	0	0	0
Copenhagen	Men	55-59 years	Afghanistan	11	12	13	13
Copenhagen	Men	55-59 years	Armenia	1	0	1	1
Copenhagen	Men	55-59 years	Azerbaijan	0	0	0	0
Copenhagen	Men	55-59 years	Bahrain	1	2	2	2
Copenhagen	Men	55-59 years	Bangladesh	3	3	3	3
Copenhagen	Men	55-59 years	Bhutan	0	0	0	0
Copenhagen	Men	55-59 years	Brunei	0	0	0	0
Copenhagen	Men	55-59 years	Cambodia	1	1	1	1
Copenhagen	Men	55-59 years	Dubai	0	0	0	0
Copenhagen	Men	55-59 years	Philippines	34	35	34	36
Copenhagen	Men	55-59 years	United Arab Emirates	0	0	0	0
Copenhagen	Men	55-59 years	Georgia	0	0	0	0
Copenhagen	Men	55-59 years	Hong Kong	0	0	0	0
Copenhagen	Men	55-59 years	India	15	11	14	16
Copenhagen	Men	55-59 years	Indochina	0	0	0	0
Copenhagen	Men	55-59 years	Indonesia	6	7	7	6
Copenhagen	Men	55-59 years	Iraq	94	103	108	118
Copenhagen	Men	55-59 years	Iran	70	74	71	71
Copenhagen	Men	55-59 years	Israel	13	14	15	16
Copenhagen	Men	55-59 years	Japan	12	11	11	11
Copenhagen	Men	55-59 years	Jordan	17	18	20	18
Copenhagen	Men	55-59 years	Kazakhstan	0	0	0	0
Copenhagen	Men	55-59 years	China	31	27	32	34
Copenhagen	Men	55-59 years	Kyrgyzstan	0	0	0	0
Copenhagen	Men	55-59 years	Kuwait	0	0	0	0
Copenhagen	Men	55-59 years	Laos	0	0	0	0
Copenhagen	Men	55-59 years	Lebanon	34	32	33	29
Copenhagen	Men	55-59 years	Macao	0	0	0	0
Copenhagen	Men	55-59 years	Malaysia	3	3	2	2
Copenhagen	Men	55-59 years	Maldives	0	0	0	0
Copenhagen	Men	55-59 years	Middle East not stated	1	0	0	0
Copenhagen	Men	55-59 years	Mongolia	0	0	0	0
Copenhagen	Men	55-59 years	Myanmar	0	0	0	0
Copenhagen	Men	55-59 years	Nepal	1	1	2	2
Copenhagen	Men	55-59 years	North Korea	0	0	0	0
Copenhagen	Men	55-59 years	Oman	0	0	0	0
Copenhagen	Men	55-59 years	Pakistan	215	201	203	198
Copenhagen	Men	55-59 years	West bank and Gaza	0	0	0	0
Copenhagen	Men	55-59 years	Qatar	0	0	0	0
Copenhagen	Men	55-59 years	Saudi Arabia	0	0	0	0
Copenhagen	Men	55-59 years	Sikkim	0	0	0	0
Copenhagen	Men	55-59 years	Singapore	3	3	3	3
Copenhagen	Men	55-59 years	Sri Lanka	1	1	2	2
Copenhagen	Men	55-59 years	South Korea	1	1	1	1
Copenhagen	Men	55-59 years	Syria	11	12	11	12
Copenhagen	Men	55-59 years	Tajikistan	0	0	0	0
Copenhagen	Men	55-59 years	Taiwan	4	4	4	4
Copenhagen	Men	55-59 years	Thailand	11	11	10	7
Copenhagen	Men	55-59 years	Trucial Oman	0	0	0	0
Copenhagen	Men	55-59 years	Turkmenistan	0	0	0	0
Copenhagen	Men	55-59 years	Uzbekistan	0	0	0	0
Copenhagen	Men	55-59 years	Vietnam	17	17	18	18
Copenhagen	Men	55-59 years	North Yemen	0	0	0	0
Copenhagen	Men	55-59 years	Yemen	0	0	0	0
Copenhagen	Men	55-59 years	Asia not stated	0	0	0	0
Copenhagen	Men	55-59 years	Australia	1	1	1	1
Copenhagen	Men	55-59 years	Cook Islands	0	0	0	0
Copenhagen	Men	55-59 years	Fiji	0	0	0	0
Copenhagen	Men	55-59 years	French territories in the Pacific	0	0	0	0
Copenhagen	Men	55-59 years	Kiribati	0	0	0	0
Copenhagen	Men	55-59 years	Marshall Islands	0	0	0	0
Copenhagen	Men	55-59 years	New Zealand	5	6	5	5
Copenhagen	Men	55-59 years	Papua New Guinea	0	0	0	0
Copenhagen	Men	55-59 years	Solomon Islands	0	0	0	0
Copenhagen	Men	55-59 years	Samoa	0	0	0	0
Copenhagen	Men	55-59 years	Tonga	0	0	0	0
Copenhagen	Men	55-59 years	Tuvalu	0	0	0	0
Copenhagen	Men	55-59 years	Vanuatu	0	0	0	0
Copenhagen	Men	55-59 years	East Timor	0	0	0	0
Copenhagen	Men	55-59 years	Pacific Islands	1	1	1	1
Copenhagen	Men	55-59 years	Stateless	3	3	3	3
Copenhagen	Men	55-59 years	Not stated	2	2	2	2
Copenhagen	Men	60-64 years	Total	12039	12147	12124	12148
Copenhagen	Men	60-64 years	Denmark	10184	10261	10195	10182
Copenhagen	Men	60-64 years	Albania	0	0	0	0
Copenhagen	Men	60-64 years	Andorra	0	0	0	0
Copenhagen	Men	60-64 years	Belgium	3	3	2	2
Copenhagen	Men	60-64 years	Bosnia and Herzegovina	19	19	21	24
Copenhagen	Men	60-64 years	Bulgaria	3	4	3	3
Copenhagen	Men	60-64 years	Cyprus	0	0	0	1
Copenhagen	Men	60-64 years	Estonia	0	0	0	0
Copenhagen	Men	60-64 years	Finland	26	26	27	30
Copenhagen	Men	60-64 years	France	8	12	16	16
Copenhagen	Men	60-64 years	Greece	18	18	19	22
Copenhagen	Men	60-64 years	Belarus	1	0	0	0
Copenhagen	Men	60-64 years	Ireland	3	5	6	7
Copenhagen	Men	60-64 years	Iceland	10	11	15	14
Copenhagen	Men	60-64 years	Italy	41	43	47	47
Copenhagen	Men	60-64 years	Yugoslavia	118	119	113	115
Copenhagen	Men	60-64 years	Yugoslavia, Federal Republic	1	1	0	0
Copenhagen	Men	60-64 years	Kosovo	0	0	0	0
Copenhagen	Men	60-64 years	Croatia	14	14	14	12
Copenhagen	Men	60-64 years	Latvia	0	0	0	1
Copenhagen	Men	60-64 years	Liechtenstein	0	0	0	0
Copenhagen	Men	60-64 years	Lithuania	1	1	1	1
Copenhagen	Men	60-64 years	Luxembourg	0	0	0	0
Copenhagen	Men	60-64 years	Republic of North Macedonia	25	24	28	28
Copenhagen	Men	60-64 years	Malta	1	1	1	1
Copenhagen	Men	60-64 years	Moldova	0	0	0	0
Copenhagen	Men	60-64 years	Monaco	0	0	0	0
Copenhagen	Men	60-64 years	Montenegro	0	0	0	0
Copenhagen	Men	60-64 years	Netherlands	12	11	12	11
Copenhagen	Men	60-64 years	Northern Ireland	0	0	0	0
Copenhagen	Men	60-64 years	Norway	58	59	64	64
Copenhagen	Men	60-64 years	Poland	81	87	91	93
Copenhagen	Men	60-64 years	Portugal	8	8	10	10
Copenhagen	Men	60-64 years	Romania	2	1	2	2
Copenhagen	Men	60-64 years	Russia	5	4	5	6
Copenhagen	Men	60-64 years	San Marino	0	0	0	0
Copenhagen	Men	60-64 years	Switzerland	4	3	3	3
Copenhagen	Men	60-64 years	Serbia	1	1	1	1
Copenhagen	Men	60-64 years	Serbia and Montenegro	0	0	0	0
Copenhagen	Men	60-64 years	Slovakia	0	0	0	0
Copenhagen	Men	60-64 years	Slovenia	1	1	0	0
Copenhagen	Men	60-64 years	Soviet Union	20	20	19	17
Copenhagen	Men	60-64 years	Spain	20	20	20	21
Copenhagen	Men	60-64 years	United Kingdom	87	84	87	87
Copenhagen	Men	60-64 years	Sweden	121	129	136	141
Copenhagen	Men	60-64 years	Czech Republic	0	1	1	1
Copenhagen	Men	60-64 years	Czechoslovakia	14	15	16	14
Copenhagen	Men	60-64 years	Turkey	128	127	126	129
Copenhagen	Men	60-64 years	GDR	0	0	0	0
Copenhagen	Men	60-64 years	Germany	81	79	79	76
Copenhagen	Men	60-64 years	Ukraine	0	0	0	0
Copenhagen	Men	60-64 years	Hungary	4	4	3	4
Copenhagen	Men	60-64 years	Vatican City State	0	0	0	0
Copenhagen	Men	60-64 years	Austria	10	11	11	9
Copenhagen	Men	60-64 years	Europe not stated	0	0	1	1
Copenhagen	Men	60-64 years	Algeria	33	32	33	33
Copenhagen	Men	60-64 years	Angola	0	0	0	0
Copenhagen	Men	60-64 years	Benin	0	0	0	0
Copenhagen	Men	60-64 years	Botswana	0	0	0	0
Copenhagen	Men	60-64 years	Burkina Faso	1	1	1	1
Copenhagen	Men	60-64 years	Burundi	0	1	1	1
Copenhagen	Men	60-64 years	Cameroon	0	0	0	0
Copenhagen	Men	60-64 years	Central African Republic	0	0	0	0
Copenhagen	Men	60-64 years	Comoros	0	0	0	0
Copenhagen	Men	60-64 years	Congo, Democratic Republic	0	0	0	0
Copenhagen	Men	60-64 years	Congo, Republic	0	0	0	0
Copenhagen	Men	60-64 years	Djibouti	0	0	0	0
Copenhagen	Men	60-64 years	Egypt	40	41	43	45
Copenhagen	Men	60-64 years	Ivory Coast	0	1	1	1
Copenhagen	Men	60-64 years	Eritrea	1	1	1	1
Copenhagen	Men	60-64 years	Ethiopia	12	12	13	13
Copenhagen	Men	60-64 years	Gabon	0	0	0	0
Copenhagen	Men	60-64 years	Gambia, The	3	3	2	2
Copenhagen	Men	60-64 years	Ghana	10	9	10	11
Copenhagen	Men	60-64 years	Guinea	1	1	1	1
Copenhagen	Men	60-64 years	Guinea-Bissau	0	0	0	0
Copenhagen	Men	60-64 years	Cape Verde	0	0	0	0
Copenhagen	Men	60-64 years	Kenya	7	7	6	7
Copenhagen	Men	60-64 years	Lesotho	0	0	0	0
Copenhagen	Men	60-64 years	Liberia	0	0	0	0
Copenhagen	Men	60-64 years	Libya	1	1	2	1
Copenhagen	Men	60-64 years	Madagascar	1	1	1	1
Copenhagen	Men	60-64 years	Malawi	0	0	0	0
Copenhagen	Men	60-64 years	Mali	1	2	2	2
Copenhagen	Men	60-64 years	Morocco	96	100	101	105
Copenhagen	Men	60-64 years	Mauritania	0	0	0	0
Copenhagen	Men	60-64 years	Mauritius	0	0	0	0
Copenhagen	Men	60-64 years	Mozambique	0	0	0	0
Copenhagen	Men	60-64 years	Namibia	0	0	0	0
Copenhagen	Men	60-64 years	Niger	0	0	0	0
Copenhagen	Men	60-64 years	Nigeria	1	1	0	0
Copenhagen	Men	60-64 years	Reunion	0	0	0	0
Copenhagen	Men	60-64 years	Rwanda	0	0	0	0
Copenhagen	Men	60-64 years	Sao Tome and Principe	0	0	0	0
Copenhagen	Men	60-64 years	Senegal	0	0	0	0
Copenhagen	Men	60-64 years	Seychelles	0	0	0	0
Copenhagen	Men	60-64 years	Sierra Leone	1	1	1	1
Copenhagen	Men	60-64 years	Somalia	23	23	24	25
Copenhagen	Men	60-64 years	Spanish territories in Africa	0	0	0	0
Copenhagen	Men	60-64 years	Saint Helena	0	0	0	0
Copenhagen	Men	60-64 years	Sudan	9	9	8	8
Copenhagen	Men	60-64 years	Eswantini	0	0	0	0
Copenhagen	Men	60-64 years	South Africa	5	5	6	6
Copenhagen	Men	60-64 years	South Sudan	0	0	0	0
Copenhagen	Men	60-64 years	Southwest Africa	0	0	0	0
Copenhagen	Men	60-64 years	Tanzania	5	5	7	8
Copenhagen	Men	60-64 years	Chad	0	0	0	0
Copenhagen	Men	60-64 years	Togo	1	1	1	0
Copenhagen	Men	60-64 years	Tunisia	11	12	12	13
Copenhagen	Men	60-64 years	Uganda	3	3	3	3
Copenhagen	Men	60-64 years	Zambia	0	0	0	0
Copenhagen	Men	60-64 years	Zimbabwe	0	0	0	1
Copenhagen	Men	60-64 years	Equatorial Guinea	0	0	0	0
Copenhagen	Men	60-64 years	Africa not stated	0	0	1	1
Copenhagen	Men	60-64 years	Canada	9	9	10	10
Copenhagen	Men	60-64 years	USA	57	55	58	60
Copenhagen	Men	60-64 years	North America not stated	0	0	0	0
Copenhagen	Men	60-64 years	Antigua and Barbuda	0	0	0	0
Copenhagen	Men	60-64 years	Argentina	10	12	12	11
Copenhagen	Men	60-64 years	Aruba	0	0	0	0
Copenhagen	Men	60-64 years	Bahamas	0	0	0	0
Copenhagen	Men	60-64 years	Barbados	0	0	0	0
Copenhagen	Men	60-64 years	Belize	0	0	0	0
Copenhagen	Men	60-64 years	Bermuda	0	0	0	0
Copenhagen	Men	60-64 years	Bolivia	1	1	1	1
Copenhagen	Men	60-64 years	Brazil	1	1	1	1
Copenhagen	Men	60-64 years	British West Indies	0	0	0	0
Copenhagen	Men	60-64 years	Chile	13	14	15	15
Copenhagen	Men	60-64 years	Colombia	2	2	2	3
Copenhagen	Men	60-64 years	Costa Rica	0	0	0	0
Copenhagen	Men	60-64 years	Cuba	0	0	0	0
Copenhagen	Men	60-64 years	Curacao	0	0	0	0
Copenhagen	Men	60-64 years	Dominica	0	0	0	0
Copenhagen	Men	60-64 years	Dominican Republic	1	0	0	0
Copenhagen	Men	60-64 years	Ecuador	0	0	0	0
Copenhagen	Men	60-64 years	El Salvador	0	0	0	0
Copenhagen	Men	60-64 years	Falkland Islands	0	0	0	0
Copenhagen	Men	60-64 years	French Guiana	0	0	0	0
Copenhagen	Men	60-64 years	French West Indies	0	0	0	0
Copenhagen	Men	60-64 years	Grenada	0	0	0	0
Copenhagen	Men	60-64 years	Guadeloupe	0	0	0	0
Copenhagen	Men	60-64 years	Guatemala	0	0	0	0
Copenhagen	Men	60-64 years	Guyana	0	0	0	0
Copenhagen	Men	60-64 years	Haiti	0	0	0	0
Copenhagen	Men	60-64 years	Netherlands Antilles	0	0	0	0
Copenhagen	Men	60-64 years	Honduras	0	0	0	0
Copenhagen	Men	60-64 years	Jamaica	0	0	0	0
Copenhagen	Men	60-64 years	Martinique	0	0	0	0
Copenhagen	Men	60-64 years	Mexico	2	2	1	1
Copenhagen	Men	60-64 years	Nauru	0	0	0	0
Copenhagen	Men	60-64 years	Nicaragua	0	0	0	0
Copenhagen	Men	60-64 years	Panama	1	1	1	0
Copenhagen	Men	60-64 years	Paraguay	1	1	1	1
Copenhagen	Men	60-64 years	Peru	1	1	0	1
Copenhagen	Men	60-64 years	Puerto Rico	0	0	0	0
Copenhagen	Men	60-64 years	Saint Kitts and Nevis	0	0	0	0
Copenhagen	Men	60-64 years	Saint Lucia	0	0	0	0
Copenhagen	Men	60-64 years	Saint Vincent and the Grenadines	0	0	0	0
Copenhagen	Men	60-64 years	Suriname	0	0	0	0
Copenhagen	Men	60-64 years	Trinidad and Tobago	1	1	1	1
Copenhagen	Men	60-64 years	Uruguay	3	4	4	4
Copenhagen	Men	60-64 years	Venezuela	1	1	1	1
Copenhagen	Men	60-64 years	West Indies	0	0	0	0
Copenhagen	Men	60-64 years	South and central America not stated	0	0	0	0
Copenhagen	Men	60-64 years	Abu Dhabi	0	0	0	0
Copenhagen	Men	60-64 years	Afghanistan	5	4	4	4
Copenhagen	Men	60-64 years	Armenia	0	1	1	1
Copenhagen	Men	60-64 years	Azerbaijan	0	0	0	0
Copenhagen	Men	60-64 years	Bahrain	0	0	0	0
Copenhagen	Men	60-64 years	Bangladesh	2	2	2	2
Copenhagen	Men	60-64 years	Bhutan	0	0	0	0
Copenhagen	Men	60-64 years	Brunei	0	0	0	0
Copenhagen	Men	60-64 years	Cambodia	0	0	0	0
Copenhagen	Men	60-64 years	Dubai	0	0	0	0
Copenhagen	Men	60-64 years	Philippines	16	18	18	19
Copenhagen	Men	60-64 years	United Arab Emirates	0	0	0	0
Copenhagen	Men	60-64 years	Georgia	0	0	0	0
Copenhagen	Men	60-64 years	Hong Kong	0	0	0	0
Copenhagen	Men	60-64 years	India	39	40	36	37
Copenhagen	Men	60-64 years	Indochina	0	0	0	0
Copenhagen	Men	60-64 years	Indonesia	2	2	2	3
Copenhagen	Men	60-64 years	Iraq	52	51	49	53
Copenhagen	Men	60-64 years	Iran	39	40	44	44
Copenhagen	Men	60-64 years	Israel	29	26	27	27
Copenhagen	Men	60-64 years	Japan	18	19	18	17
Copenhagen	Men	60-64 years	Jordan	30	25	24	25
Copenhagen	Men	60-64 years	Kazakhstan	0	0	0	0
Copenhagen	Men	60-64 years	China	20	22	22	22
Copenhagen	Men	60-64 years	Kyrgyzstan	0	0	0	0
Copenhagen	Men	60-64 years	Kuwait	0	0	0	0
Copenhagen	Men	60-64 years	Laos	0	0	0	0
Copenhagen	Men	60-64 years	Lebanon	16	19	20	21
Copenhagen	Men	60-64 years	Macao	0	0	0	0
Copenhagen	Men	60-64 years	Malaysia	3	3	3	3
Copenhagen	Men	60-64 years	Maldives	0	0	0	0
Copenhagen	Men	60-64 years	Middle East not stated	11	12	12	11
Copenhagen	Men	60-64 years	Mongolia	0	0	0	0
Copenhagen	Men	60-64 years	Myanmar	0	0	0	0
Copenhagen	Men	60-64 years	Nepal	1	1	1	1
Copenhagen	Men	60-64 years	North Korea	0	0	0	0
Copenhagen	Men	60-64 years	Oman	0	0	0	0
