citizenship	age	sex	district	2009Q4	2010Q4	2011Q4	2012Q4	2013Q4	2014Q4
Denmark	30-34 years	Men	District - Unlocated	205	230	256	194	219	222
Denmark	30-34 years	Men	Polling area - 1. Østerbro	736	671	661	652	622	607
Denmark	30-34 years	Men	Polling area - 1. Øst	429	447	408	365	340	314
Denmark	30-34 years	Men	Polling area - 1. Nord	304	286	267	259	256	243
Denmark	30-34 years	Men	Polling area - 1. Syd	675	670	623	601	582	555
Denmark	30-34 years	Men	Polling area - 1. Vest	714	712	688	696	649	683
Denmark	30-34 years	Men	Polling area - 1. Nordvest	574	556	556	535	497	489
Denmark	30-34 years	Men	Polling area - 2. Sundbyvester	477	461	442	436	405	409
Denmark	30-34 years	Men	Polling area - 2. Nord	788	774	777	779	741	754
Denmark	30-34 years	Men	Polling area - 2. Syd	418	434	464	509	491	477
Denmark	30-34 years	Men	Polling area - 2. Øst	383	347	321	289	292	296
Denmark	30-34 years	Men	Polling area - 2. Vest	898	877	862	824	781	755
Denmark	30-34 years	Men	Polling area - 3. Indre By	846	848	901	887	866	839
Denmark	30-34 years	Men	Polling area - 3. Nord	328	293	292	273	260	240
Denmark	30-34 years	Men	Polling area - 3. Syd	449	427	414	434	428	468
Denmark	30-34 years	Men	Polling area - 3. Øst	615	616	616	620	601	565
Denmark	30-34 years	Men	Polling area - 4. Sundbyøster	697	669	647	638	607	596
Denmark	30-34 years	Men	Polling area - 4. Nord	1063	1076	1060	989	1017	989
Denmark	30-34 years	Men	Polling area - 4. Syd	538	518	505	486	451	430
Denmark	30-34 years	Men	Polling area - 4. Øst	411	406	390	381	373	415
Denmark	30-34 years	Men	Polling area - 5. Nørrebro	439	437	433	472	455	452
Denmark	30-34 years	Men	Polling area - 5. Nord	697	645	660	650	723	729
Denmark	30-34 years	Men	Polling area - 5. Nørrebrohallen	633	627	619	654	701	706
Denmark	30-34 years	Men	Polling area - 5. Syd	349	345	340	346	372	393
Denmark	30-34 years	Men	Polling area - 5. Øst	474	460	467	482	496	495
Denmark	30-34 years	Men	Polling area - 5. Vest	563	557	539	539	558	543
Denmark	30-34 years	Men	Polling area - 5. Nordvest	831	823	834	877	854	836
Denmark	30-34 years	Men	Polling area - 6. Bispebjerg	835	853	810	802	772	730
Denmark	30-34 years	Men	Polling area - 6. Vest	333	320	317	299	334	307
Denmark	30-34 years	Men	Polling area - 6. Nord	331	349	349	333	363	348
Denmark	30-34 years	Men	Polling area - 6. Øst	166	175	166	166	155	153
Denmark	30-34 years	Men	Polling area - 6. Syd	684	667	653	676	659	684
Denmark	30-34 years	Men	Polling area - 7. Brønshøj	173	174	166	172	167	151
Denmark	30-34 years	Men	Polling area - 7. Nord	84	74	71	59	69	71
Denmark	30-34 years	Men	Polling area - 7. Syd	386	360	340	350	354	373
Denmark	30-34 years	Men	Polling area - 7. Øst	375	363	348	339	324	312
Denmark	30-34 years	Men	Polling area - 7. Vest	272	264	271	276	266	258
Denmark	30-34 years	Men	Polling area - 7. Nordvest	321	293	281	274	252	256
Denmark	30-34 years	Men	Polling area - 7. Katrinedal	292	273	286	273	270	250
Denmark	30-34 years	Men	Polling area - 7. Kirkebjerg	252	228	218	208	192	179
Denmark	30-34 years	Men	Polling area - 7. Vanløse	527	497	488	469	484	478
Denmark	30-34 years	Men	Polling area - 8. Valby	416	404	371	382	385	381
Denmark	30-34 years	Men	Polling area - 8. Nord	670	658	611	588	597	575
Denmark	30-34 years	Men	Polling area - 8. Syd	229	232	248	243	244	213
Denmark	30-34 years	Men	Polling area - 8. Vest	279	287	251	249	261	258
Denmark	30-34 years	Men	Polling area - 8. Sydøst	183	189	178	180	173	173
Denmark	30-34 years	Men	Polling area - 8. Midt	446	444	422	400	408	400
Denmark	30-34 years	Men	Polling area - 9. Vesterbro	670	638	628	608	591	559
Denmark	30-34 years	Men	Polling area - 9. Nord	712	702	710	697	687	678
Denmark	30-34 years	Men	Polling area - 9. Syd	534	567	550	530	535	488
Denmark	30-34 years	Men	Polling area - 9. Øst	573	551	545	540	521	508
Denmark	30-34 years	Men	Polling area - 9. Vest	503	469	447	430	416	380
Denmark	30-34 years	Men	Polling area - 9. Midt	198	214	207	217	197	188
Denmark	30-34 years	Men	Polling area - 9. Sydhavn	415	445	409	374	366	383
Denmark	30-34 years	Women	Copenhagen total	24213	23883	23693	23576	23250	22952
Denmark	30-34 years	Women	District - Indre By	1949	1873	1923	1824	1719	1709
Denmark	30-34 years	Women	District - Østerbro	3325	3267	3235	3195	2973	2882
Denmark	30-34 years	Women	District - Nørrebro	3818	3680	3767	3823	3953	4049
Denmark	30-34 years	Women	District - Vesterbro/Kongens Enghave	3247	3335	3265	3243	3279	3243
Denmark	30-34 years	Women	District - Valby	2064	2044	2029	2005	1984	1957
Denmark	30-34 years	Women	District - Vanløse	1479	1437	1370	1380	1357	1345
Denmark	30-34 years	Women	District - Brønshøj-Husum	1103	1039	1006	1013	976	948
Denmark	30-34 years	Women	District - Bispebjerg	2066	2020	1996	2015	1978	1933
Denmark	30-34 years	Women	District - Amager Øst	2499	2447	2374	2322	2267	2159
Denmark	30-34 years	Women	District - Amager Vest	2599	2675	2652	2682	2693	2656
Denmark	30-34 years	Women	District - Unlocated	64	66	76	74	71	71
Denmark	30-34 years	Women	Polling area - 1. Østerbro	702	694	696	644	626	632
Denmark	30-34 years	Women	Polling area - 1. Øst	400	430	410	403	373	348
Denmark	30-34 years	Women	Polling area - 1. Nord	327	287	298	300	282	274
Denmark	30-34 years	Women	Polling area - 1. Syd	693	666	646	655	579	545
Denmark	30-34 years	Women	Polling area - 1. Vest	646	625	626	639	596	584
Denmark	30-34 years	Women	Polling area - 1. Nordvest	557	565	559	554	517	499
Denmark	30-34 years	Women	Polling area - 2. Sundbyvester	440	414	382	397	377	382
Denmark	30-34 years	Women	Polling area - 2. Nord	730	730	725	727	740	713
Denmark	30-34 years	Women	Polling area - 2. Syd	317	377	408	441	439	426
Denmark	30-34 years	Women	Polling area - 2. Øst	319	305	307	302	307	329
Denmark	30-34 years	Women	Polling area - 2. Vest	793	849	830	815	830	806
Denmark	30-34 years	Women	Polling area - 3. Indre By	647	614	647	630	625	598
Denmark	30-34 years	Women	Polling area - 3. Nord	346	329	320	298	267	265
Denmark	30-34 years	Women	Polling area - 3. Syd	430	424	450	421	397	428
Denmark	30-34 years	Women	Polling area - 3. Øst	590	572	582	549	501	489
Denmark	30-34 years	Women	Polling area - 4. Sundbyøster	602	566	569	563	550	541
Denmark	30-34 years	Women	Polling area - 4. Nord	932	927	924	919	911	841
Denmark	30-34 years	Women	Polling area - 4. Syd	503	493	465	448	407	361
Denmark	30-34 years	Women	Polling area - 4. Øst	462	461	416	392	399	416
Denmark	30-34 years	Women	Polling area - 5. Nørrebro	449	438	441	455	464	453
Denmark	30-34 years	Women	Polling area - 5. Nord	641	580	588	565	581	601
Denmark	30-34 years	Women	Polling area - 5. Nørrebrohallen	595	585	621	644	670	699
Denmark	30-34 years	Women	Polling area - 5. Syd	342	337	338	326	340	374
Denmark	30-34 years	Women	Polling area - 5. Øst	494	457	452	472	493	520
Denmark	30-34 years	Women	Polling area - 5. Vest	546	533	550	553	588	577
Denmark	30-34 years	Women	Polling area - 5. Nordvest	751	750	777	808	817	825
Denmark	30-34 years	Women	Polling area - 6. Bispebjerg	719	693	688	665	636	623
Denmark	30-34 years	Women	Polling area - 6. Vest	302	283	283	276	268	283
Denmark	30-34 years	Women	Polling area - 6. Nord	309	301	291	315	314	302
Denmark	30-34 years	Women	Polling area - 6. Øst	161	170	160	157	160	143
Denmark	30-34 years	Women	Polling area - 6. Syd	575	573	574	602	600	582
Denmark	30-34 years	Women	Polling area - 7. Brønshøj	161	159	166	175	164	161
Denmark	30-34 years	Women	Polling area - 7. Nord	110	92	84	70	66	72
Denmark	30-34 years	Women	Polling area - 7. Syd	356	341	327	344	334	347
Denmark	30-34 years	Women	Polling area - 7. Øst	379	333	315	331	324	297
Denmark	30-34 years	Women	Polling area - 7. Vest	275	259	266	257	243	237
Denmark	30-34 years	Women	Polling area - 7. Nordvest	287	297	278	286	286	266
Denmark	30-34 years	Women	Polling area - 7. Katrinedal	216	239	208	212	202	191
Denmark	30-34 years	Women	Polling area - 7. Kirkebjerg	270	241	221	209	200	207
Denmark	30-34 years	Women	Polling area - 7. Vanløse	528	515	511	509	514	515
Denmark	30-34 years	Women	Polling area - 8. Valby	439	431	426	415	390	376
Denmark	30-34 years	Women	Polling area - 8. Nord	572	578	574	596	605	572
Denmark	30-34 years	Women	Polling area - 8. Syd	168	171	179	189	219	206
Denmark	30-34 years	Women	Polling area - 8. Vest	252	242	250	241	224	221
Denmark	30-34 years	Women	Polling area - 8. Sydøst	182	183	177	153	143	175
Denmark	30-34 years	Women	Polling area - 8. Midt	451	439	423	411	403	407
Denmark	30-34 years	Women	Polling area - 9. Vesterbro	651	652	642	650	660	669
Denmark	30-34 years	Women	Polling area - 9. Nord	705	707	683	715	708	658
Denmark	30-34 years	Women	Polling area - 9. Syd	446	465	472	441	440	438
Denmark	30-34 years	Women	Polling area - 9. Øst	524	527	491	493	521	516
Denmark	30-34 years	Women	Polling area - 9. Vest	458	451	438	430	452	425
Denmark	30-34 years	Women	Polling area - 9. Midt	153	164	165	159	149	167
Denmark	30-34 years	Women	Polling area - 9. Sydhavn	310	369	374	355	349	370
Denmark	35-39 years	Men	Copenhagen total	20722	21538	21880	21559	21523	21002
Denmark	35-39 years	Men	District - Indre By	1839	1894	1921	1855	1780	1649
Denmark	35-39 years	Men	District - Østerbro	2789	2892	2860	2801	2731	2533
Denmark	35-39 years	Men	District - Nørrebro	2726	2771	2805	2712	2755	2688
Denmark	35-39 years	Men	District - Vesterbro/Kongens Enghave	2969	3106	3062	2948	2957	2905
Denmark	35-39 years	Men	District - Valby	1769	1856	1990	1953	1951	1963
Denmark	35-39 years	Men	District - Vanløse	1403	1421	1483	1488	1433	1447
Denmark	35-39 years	Men	District - Brønshøj-Husum	1140	1188	1196	1162	1178	1155
Denmark	35-39 years	Men	District - Bispebjerg	1682	1661	1673	1690	1663	1659
Denmark	35-39 years	Men	District - Amager Øst	2025	2133	2177	2129	2150	2126
Denmark	35-39 years	Men	District - Amager Vest	2182	2396	2489	2599	2712	2647
Denmark	35-39 years	Men	District - Unlocated	198	220	224	222	213	230
Denmark	35-39 years	Men	Polling area - 1. Østerbro	573	602	577	555	571	532
Denmark	35-39 years	Men	Polling area - 1. Øst	348	359	348	355	321	296
Denmark	35-39 years	Men	Polling area - 1. Nord	253	270	277	263	253	214
Denmark	35-39 years	Men	Polling area - 1. Syd	631	654	680	658	588	536
Denmark	35-39 years	Men	Polling area - 1. Vest	513	540	525	526	546	504
Denmark	35-39 years	Men	Polling area - 1. Nordvest	471	467	453	444	452	451
Denmark	35-39 years	Men	Polling area - 2. Sundbyvester	446	465	446	434	441	403
Denmark	35-39 years	Men	Polling area - 2. Nord	539	556	573	581	603	566
Denmark	35-39 years	Men	Polling area - 2. Syd	258	308	400	456	499	505
Denmark	35-39 years	Men	Polling area - 2. Øst	314	343	337	365	366	366
Denmark	35-39 years	Men	Polling area - 2. Vest	625	724	733	763	803	807
Denmark	35-39 years	Men	Polling area - 3. Indre By	757	779	814	804	791	762
Denmark	35-39 years	Men	Polling area - 3. Nord	296	328	325	308	273	246
Denmark	35-39 years	Men	Polling area - 3. Syd	419	440	442	436	410	386
Denmark	35-39 years	Men	Polling area - 3. Øst	565	567	564	529	519	485
Denmark	35-39 years	Men	Polling area - 4. Sundbyøster	494	546	541	527	509	498
Denmark	35-39 years	Men	Polling area - 4. Nord	646	679	688	667	696	684
Denmark	35-39 years	Men	Polling area - 4. Syd	450	459	480	460	486	451
Denmark	35-39 years	Men	Polling area - 4. Øst	435	449	468	475	459	493
Denmark	35-39 years	Men	Polling area - 5. Nørrebro	328	327	328	313	333	334
Denmark	35-39 years	Men	Polling area - 5. Nord	428	455	460	428	418	404
Denmark	35-39 years	Men	Polling area - 5. Nørrebrohallen	395	390	390	375	379	394
Denmark	35-39 years	Men	Polling area - 5. Syd	273	267	264	267	271	254
Denmark	35-39 years	Men	Polling area - 5. Øst	376	382	398	377	377	365
Denmark	35-39 years	Men	Polling area - 5. Vest	364	380	402	400	403	400
Denmark	35-39 years	Men	Polling area - 5. Nordvest	562	570	563	552	574	537
Denmark	35-39 years	Men	Polling area - 6. Bispebjerg	483	523	544	548	535	538
Denmark	35-39 years	Men	Polling area - 6. Vest	237	225	240	246	247	276
Denmark	35-39 years	Men	Polling area - 6. Nord	314	302	299	298	296	317
Denmark	35-39 years	Men	Polling area - 6. Øst	191	162	164	152	145	129
Denmark	35-39 years	Men	Polling area - 6. Syd	457	449	426	446	440	399
Denmark	35-39 years	Men	Polling area - 7. Brønshøj	145	154	169	156	169	174
Denmark	35-39 years	Men	Polling area - 7. Nord	112	96	85	74	66	54
Denmark	35-39 years	Men	Polling area - 7. Syd	330	319	349	375	381	382
Denmark	35-39 years	Men	Polling area - 7. Øst	365	392	397	399	389	396
Denmark	35-39 years	Men	Polling area - 7. Vest	250	255	274	265	279	265
Denmark	35-39 years	Men	Polling area - 7. Nordvest	361	393	382	377	372	364
Denmark	35-39 years	Men	Polling area - 7. Katrinedal	201	220	221	228	222	223
Denmark	35-39 years	Men	Polling area - 7. Kirkebjerg	292	284	294	271	265	270
Denmark	35-39 years	Men	Polling area - 7. Vanløse	487	496	508	505	468	474
Denmark	35-39 years	Men	Polling area - 8. Valby	395	407	437	408	397	408
Denmark	35-39 years	Men	Polling area - 8. Nord	455	466	508	518	506	491
Denmark	35-39 years	Men	Polling area - 8. Syd	192	200	211	210	206	204
Denmark	35-39 years	Men	Polling area - 8. Vest	232	250	259	246	242	252
Denmark	35-39 years	Men	Polling area - 8. Sydøst	169	178	168	169	198	214
Denmark	35-39 years	Men	Polling area - 8. Midt	326	355	407	402	402	394
Denmark	35-39 years	Men	Polling area - 9. Vesterbro	560	583	567	557	570	537
Denmark	35-39 years	Men	Polling area - 9. Nord	632	652	601	567	581	556
Denmark	35-39 years	Men	Polling area - 9. Syd	437	451	444	435	429	433
Denmark	35-39 years	Men	Polling area - 9. Øst	512	491	501	467	448	429
Denmark	35-39 years	Men	Polling area - 9. Vest	414	423	427	413	423	411
Denmark	35-39 years	Men	Polling area - 9. Midt	111	108	112	111	121	138
Denmark	35-39 years	Men	Polling area - 9. Sydhavn	303	398	410	398	385	401
Denmark	35-39 years	Women	Copenhagen total	18105	18826	19206	19049	19202	19036
Denmark	35-39 years	Women	District - Indre By	1652	1703	1658	1662	1647	1580
Denmark	35-39 years	Women	District - Østerbro	2768	2794	2700	2596	2561	2493
Denmark	35-39 years	Women	District - Nørrebro	2401	2388	2426	2397	2479	2487
Denmark	35-39 years	Women	District - Vesterbro/Kongens Enghave	2370	2444	2536	2530	2588	2555
Denmark	35-39 years	Women	District - Valby	1516	1650	1769	1793	1784	1801
Denmark	35-39 years	Women	District - Vanløse	1331	1394	1411	1398	1355	1294
Denmark	35-39 years	Women	District - Brønshøj-Husum	1155	1221	1246	1201	1169	1129
Denmark	35-39 years	Women	District - Bispebjerg	1228	1317	1308	1292	1315	1392
Denmark	35-39 years	Women	District - Amager Øst	1747	1828	1875	1862	1896	1907
Denmark	35-39 years	Women	District - Amager Vest	1877	2010	2204	2254	2340	2332
Denmark	35-39 years	Women	District - Unlocated	60	77	73	64	68	66
Denmark	35-39 years	Women	Polling area - 1. Østerbro	616	617	603	573	550	526
Denmark	35-39 years	Women	Polling area - 1. Øst	327	327	330	284	283	286
Denmark	35-39 years	Women	Polling area - 1. Nord	249	277	250	250	263	256
Denmark	35-39 years	Women	Polling area - 1. Syd	675	672	643	621	597	552
Denmark	35-39 years	Women	Polling area - 1. Vest	474	471	478	471	465	456
Denmark	35-39 years	Women	Polling area - 1. Nordvest	427	430	396	397	403	417
Denmark	35-39 years	Women	Polling area - 2. Sundbyvester	401	411	421	410	403	389
Denmark	35-39 years	Women	Polling area - 2. Nord	478	479	520	544	527	528
Denmark	35-39 years	Women	Polling area - 2. Syd	173	213	286	333	370	364
Denmark	35-39 years	Women	Polling area - 2. Øst	311	338	341	336	344	344
Denmark	35-39 years	Women	Polling area - 2. Vest	514	569	636	631	696	707
Denmark	35-39 years	Women	Polling area - 3. Indre By	560	595	565	532	550	533
Denmark	35-39 years	Women	Polling area - 3. Nord	323	332	334	337	321	306
Denmark	35-39 years	Women	Polling area - 3. Syd	343	360	343	385	390	374
Denmark	35-39 years	Women	Polling area - 3. Øst	486	493	489	472	454	433
Denmark	35-39 years	Women	Polling area - 4. Sundbyøster	374	424	420	423	412	388
Denmark	35-39 years	Women	Polling area - 4. Nord	569	566	586	562	590	594
Denmark	35-39 years	Women	Polling area - 4. Syd	379	409	423	408	426	411
Denmark	35-39 years	Women	Polling area - 4. Øst	425	429	446	469	468	514
Denmark	35-39 years	Women	Polling area - 5. Nørrebro	291	301	303	322	325	335
Denmark	35-39 years	Women	Polling area - 5. Nord	343	346	346	331	336	334
Denmark	35-39 years	Women	Polling area - 5. Nørrebrohallen	376	372	378	352	402	394
Denmark	35-39 years	Women	Polling area - 5. Syd	262	253	244	260	249	259
Denmark	35-39 years	Women	Polling area - 5. Øst	325	314	329	337	331	320
Denmark	35-39 years	Women	Polling area - 5. Vest	338	346	369	342	356	369
Denmark	35-39 years	Women	Polling area - 5. Nordvest	466	456	457	453	480	476
Denmark	35-39 years	Women	Polling area - 6. Bispebjerg	301	342	337	341	377	390
Denmark	35-39 years	Women	Polling area - 6. Vest	208	212	207	212	206	223
Denmark	35-39 years	Women	Polling area - 6. Nord	266	284	272	257	253	273
Denmark	35-39 years	Women	Polling area - 6. Øst	160	154	153	150	145	137
Denmark	35-39 years	Women	Polling area - 6. Syd	293	325	339	332	334	369
Denmark	35-39 years	Women	Polling area - 7. Brønshøj	166	177	173	159	160	169
Denmark	35-39 years	Women	Polling area - 7. Nord	109	87	92	89	81	77
Denmark	35-39 years	Women	Polling area - 7. Syd	313	322	332	335	354	319
Denmark	35-39 years	Women	Polling area - 7. Øst	360	422	431	417	415	398
Denmark	35-39 years	Women	Polling area - 7. Vest	240	255	269	262	245	236
Denmark	35-39 years	Women	Polling area - 7. Nordvest	380	394	395	384	367	352
Denmark	35-39 years	Women	Polling area - 7. Katrinedal	178	195	206	218	199	192
Denmark	35-39 years	Women	Polling area - 7. Kirkebjerg	280	284	285	282	270	260
Denmark	35-39 years	Women	Polling area - 7. Vanløse	460	479	474	453	433	420
Denmark	35-39 years	Women	Polling area - 8. Valby	380	411	426	416	408	411
Denmark	35-39 years	Women	Polling area - 8. Nord	397	417	446	446	441	437
Denmark	35-39 years	Women	Polling area - 8. Syd	164	179	201	203	184	179
Denmark	35-39 years	Women	Polling area - 8. Vest	185	189	193	207	206	223
Denmark	35-39 years	Women	Polling area - 8. Sydøst	145	150	152	162	169	176
Denmark	35-39 years	Women	Polling area - 8. Midt	245	304	351	359	376	375
Denmark	35-39 years	Women	Polling area - 9. Vesterbro	491	485	533	516	519	504
Denmark	35-39 years	Women	Polling area - 9. Nord	519	520	524	496	542	545
Denmark	35-39 years	Women	Polling area - 9. Syd	344	338	341	350	356	341
Denmark	35-39 years	Women	Polling area - 9. Øst	447	461	462	456	449	407
Denmark	35-39 years	Women	Polling area - 9. Vest	330	351	362	349	349	367
Denmark	35-39 years	Women	Polling area - 9. Midt	96	89	91	102	108	108
Denmark	35-39 years	Women	Polling area - 9. Sydhavn	143	200	223	261	265	283
Denmark	40-44 years	Men	Copenhagen total	16781	16621	16630	16905	17060	17756
Denmark	40-44 years	Men	District - Indre By	1549	1474	1443	1463	1525	1611
Denmark	40-44 years	Men	District - Østerbro	2329	2260	2213	2250	2237	2326
Denmark	40-44 years	Men	District - Nørrebro	2092	2045	1961	1973	1963	1979
Denmark	40-44 years	Men	District - Vesterbro/Kongens Enghave	1945	2056	2200	2334	2355	2444
Denmark	40-44 years	Men	District - Valby	1463	1497	1438	1486	1511	1592
Denmark	40-44 years	Men	District - Vanløse	1206	1191	1206	1237	1252	1279
Denmark	40-44 years	Men	District - Brønshøj-Husum	1231	1191	1164	1138	1133	1147
Denmark	40-44 years	Men	District - Bispebjerg	1418	1371	1380	1345	1332	1336
Denmark	40-44 years	Men	District - Amager Øst	1610	1602	1599	1658	1688	1763
Denmark	40-44 years	Men	District - Amager Vest	1716	1705	1772	1818	1879	2061
Denmark	40-44 years	Men	District - Unlocated	222	229	254	203	185	218
Denmark	40-44 years	Men	Polling area - 1. Østerbro	517	477	469	493	474	481
Denmark	40-44 years	Men	Polling area - 1. Øst	235	232	256	245	256	276
Denmark	40-44 years	Men	Polling area - 1. Nord	222	209	195	199	206	217
Denmark	40-44 years	Men	Polling area - 1. Syd	512	511	480	493	515	555
Denmark	40-44 years	Men	Polling area - 1. Vest	451	427	419	432	411	418
Denmark	40-44 years	Men	Polling area - 1. Nordvest	392	404	394	388	375	379
Denmark	40-44 years	Men	Polling area - 2. Sundbyvester	435	407	401	389	381	416
Denmark	40-44 years	Men	Polling area - 2. Nord	468	448	456	440	439	445
Denmark	40-44 years	Men	Polling area - 2. Syd	141	193	223	256	294	332
Denmark	40-44 years	Men	Polling area - 2. Øst	251	239	255	263	259	291
Denmark	40-44 years	Men	Polling area - 2. Vest	421	418	437	470	506	577
Denmark	40-44 years	Men	Polling area - 3. Indre By	688	687	704	648	650	711
Denmark	40-44 years	Men	Polling area - 3. Nord	289	274	279	267	286	298
Denmark	40-44 years	Men	Polling area - 3. Syd	332	307	283	318	336	388
Denmark	40-44 years	Men	Polling area - 3. Øst	462	435	431	433	438	432
Denmark	40-44 years	Men	Polling area - 4. Sundbyøster	344	332	342	364	381	396
Denmark	40-44 years	Men	Polling area - 4. Nord	522	506	506	513	502	497
Denmark	40-44 years	Men	Polling area - 4. Syd	344	357	355	381	386	410
Denmark	40-44 years	Men	Polling area - 4. Øst	400	407	396	400	419	460
Denmark	40-44 years	Men	Polling area - 5. Nørrebro	273	268	253	258	246	242
Denmark	40-44 years	Men	Polling area - 5. Nord	300	296	308	320	303	303
Denmark	40-44 years	Men	Polling area - 5. Nørrebrohallen	320	317	271	280	281	271
Denmark	40-44 years	Men	Polling area - 5. Syd	252	228	219	216	220	223
Denmark	40-44 years	Men	Polling area - 5. Øst	305	280	258	259	265	275
Denmark	40-44 years	Men	Polling area - 5. Vest	304	315	297	276	262	268
Denmark	40-44 years	Men	Polling area - 5. Nordvest	338	341	355	364	386	397
Denmark	40-44 years	Men	Polling area - 6. Bispebjerg	351	352	372	362	363	353
Denmark	40-44 years	Men	Polling area - 6. Vest	227	211	196	190	200	187
Denmark	40-44 years	Men	Polling area - 6. Nord	313	308	312	305	295	313
Denmark	40-44 years	Men	Polling area - 6. Øst	180	169	168	156	147	162
Denmark	40-44 years	Men	Polling area - 6. Syd	347	331	332	332	327	321
Denmark	40-44 years	Men	Polling area - 7. Brønshøj	163	156	155	157	157	157
Denmark	40-44 years	Men	Polling area - 7. Nord	153	142	122	104	90	88
Denmark	40-44 years	Men	Polling area - 7. Syd	283	287	288	287	295	306
Denmark	40-44 years	Men	Polling area - 7. Øst	338	349	370	364	375	359
Denmark	40-44 years	Men	Polling area - 7. Vest	272	264	250	246	231	235
Denmark	40-44 years	Men	Polling area - 7. Nordvest	396	367	360	368	370	392
Denmark	40-44 years	Men	Polling area - 7. Katrinedal	197	178	178	169	167	175
Denmark	40-44 years	Men	Polling area - 7. Kirkebjerg	243	233	243	277	289	298
Denmark	40-44 years	Men	Polling area - 7. Vanløse	392	406	404	403	411	416
Denmark	40-44 years	Men	Polling area - 8. Valby	335	346	338	384	375	384
Denmark	40-44 years	Men	Polling area - 8. Nord	331	340	351	350	360	380
Denmark	40-44 years	Men	Polling area - 8. Syd	185	185	184	161	164	182
Denmark	40-44 years	Men	Polling area - 8. Vest	225	223	198	214	206	228
Denmark	40-44 years	Men	Polling area - 8. Sydøst	150	154	136	138	143	144
Denmark	40-44 years	Men	Polling area - 8. Midt	237	249	231	239	263	274
Denmark	40-44 years	Men	Polling area - 9. Vesterbro	352	369	391	423	434	437
Denmark	40-44 years	Men	Polling area - 9. Nord	423	430	448	481	473	471
Denmark	40-44 years	Men	Polling area - 9. Syd	382	364	384	386	379	399
Denmark	40-44 years	Men	Polling area - 9. Øst	330	340	351	381	392	411
Denmark	40-44 years	Men	Polling area - 9. Vest	263	277	298	309	320	349
Denmark	40-44 years	Men	Polling area - 9. Midt	96	104	98	96	89	91
Denmark	40-44 years	Men	Polling area - 9. Sydhavn	99	172	230	258	268	286
Denmark	40-44 years	Women	Copenhagen total	14587	14474	14489	14712	15135	15914
Denmark	40-44 years	Women	District - Indre By	1370	1381	1358	1359	1406	1452
Denmark	40-44 years	Women	District - Østerbro	2303	2254	2342	2324	2326	2362
Denmark	40-44 years	Women	District - Nørrebro	1747	1714	1704	1746	1770	1799
Denmark	40-44 years	Women	District - Vesterbro/Kongens Enghave	1415	1569	1605	1725	1807	1989
Denmark	40-44 years	Women	District - Valby	1416	1353	1328	1333	1364	1430
Denmark	40-44 years	Women	District - Vanløse	1162	1127	1156	1182	1235	1300
Denmark	40-44 years	Women	District - Brønshøj-Husum	1169	1088	1042	1063	1104	1149
Denmark	40-44 years	Women	District - Bispebjerg	1002	1011	1000	1021	1032	1075
Denmark	40-44 years	Women	District - Amager Øst	1377	1359	1370	1368	1417	1497
Denmark	40-44 years	Women	District - Amager Vest	1569	1563	1532	1546	1616	1802
Denmark	40-44 years	Women	District - Unlocated	57	55	52	45	58	59
Denmark	40-44 years	Women	Polling area - 1. Østerbro	512	515	534	511	532	529
Denmark	40-44 years	Women	Polling area - 1. Øst	234	226	223	232	239	250
Denmark	40-44 years	Women	Polling area - 1. Nord	237	222	227	230	225	234
Denmark	40-44 years	Women	Polling area - 1. Syd	543	542	568	559	573	595
Denmark	40-44 years	Women	Polling area - 1. Vest	401	389	408	420	402	394
Denmark	40-44 years	Women	Polling area - 1. Nordvest	376	360	382	372	355	360
Denmark	40-44 years	Women	Polling area - 2. Sundbyvester	403	394	380	371	385	396
Denmark	40-44 years	Women	Polling area - 2. Nord	438	436	412	370	381	398
Denmark	40-44 years	Women	Polling area - 2. Syd	121	124	125	168	190	251
Denmark	40-44 years	Women	Polling area - 2. Øst	293	271	273	262	259	277
Denmark	40-44 years	Women	Polling area - 2. Vest	314	338	342	375	401	480
Denmark	40-44 years	Women	Polling area - 3. Indre By	428	440	474	471	500	493
Denmark	40-44 years	Women	Polling area - 3. Nord	275	292	270	286	292	307
Denmark	40-44 years	Women	Polling area - 3. Syd	340	321	303	303	299	312
Denmark	40-44 years	Women	Polling area - 3. Øst	384	383	363	344	373	399
Denmark	40-44 years	Women	Polling area - 4. Sundbyøster	301	287	294	265	279	301
Denmark	40-44 years	Women	Polling area - 4. Nord	398	412	411	430	426	430
Denmark	40-44 years	Women	Polling area - 4. Syd	309	300	303	308	328	337
Denmark	40-44 years	Women	Polling area - 4. Øst	369	360	362	365	384	429
Denmark	40-44 years	Women	Polling area - 5. Nørrebro	180	180	194	194	197	219
Denmark	40-44 years	Women	Polling area - 5. Nord	225	224	228	245	229	242
Denmark	40-44 years	Women	Polling area - 5. Nørrebrohallen	302	301	296	299	305	292
Denmark	40-44 years	Women	Polling area - 5. Syd	261	238	209	205	208	202
Denmark	40-44 years	Women	Polling area - 5. Øst	277	271	264	246	243	245
Denmark	40-44 years	Women	Polling area - 5. Vest	249	257	243	265	272	279
Denmark	40-44 years	Women	Polling area - 5. Nordvest	253	243	270	292	316	320
Denmark	40-44 years	Women	Polling area - 6. Bispebjerg	207	225	231	230	224	240
Denmark	40-44 years	Women	Polling area - 6. Vest	175	172	157	166	192	180
Denmark	40-44 years	Women	Polling area - 6. Nord	238	237	241	256	248	271
