marital status	age	sex	district	1974Q1	1975Q1
Never married	90-99 + years	Men	Polling area - 6. Bispebjerg	0	0
Never married	90-99 + years	Men	Polling area - 6. Vest	1	1
Never married	90-99 + years	Men	Polling area - 6. Nord	0	0
Never married	90-99 + years	Men	Polling area - 6. Øst	0	0
Never married	90-99 + years	Men	Polling area - 6. Syd	0	0
Never married	90-99 + years	Men	Polling area - 7. Brønshøj	0	0
Never married	90-99 + years	Men	Polling area - 7. Nord	0	0
Never married	90-99 + years	Men	Polling area - 7. Syd	0	0
Never married	90-99 + years	Men	Polling area - 7. Øst	0	0
Never married	90-99 + years	Men	Polling area - 7. Vest	0	2
Never married	90-99 + years	Men	Polling area - 7. Nordvest	0	0
Never married	90-99 + years	Men	Polling area - 7. Katrinedal	0	0
Never married	90-99 + years	Men	Polling area - 7. Kirkebjerg	0	0
Never married	90-99 + years	Men	Polling area - 7. Vanløse	1	1
Never married	90-99 + years	Men	Polling area - 8. Valby	0	0
Never married	90-99 + years	Men	Polling area - 8. Nord	0	0
Never married	90-99 + years	Men	Polling area - 8. Syd	0	0
Never married	90-99 + years	Men	Polling area - 8. Vest	0	0
Never married	90-99 + years	Men	Polling area - 8. Sydøst	0	0
Never married	90-99 + years	Men	Polling area - 8. Midt	0	0
Never married	90-99 + years	Men	Polling area - 9. Vesterbro	1	0
Never married	90-99 + years	Men	Polling area - 9. Nord	2	1
Never married	90-99 + years	Men	Polling area - 9. Syd	3	3
Never married	90-99 + years	Men	Polling area - 9. Øst	1	0
Never married	90-99 + years	Men	Polling area - 9. Vest	0	0
Never married	90-99 + years	Men	Polling area - 9. Midt	2	0
Never married	90-99 + years	Men	Polling area - 9. Sydhavn	0	0
Never married	90-99 + years	Women	Copenhagen total	312	329
Never married	90-99 + years	Women	District - Indre By	29	24
Never married	90-99 + years	Women	District - Østerbro	62	71
Never married	90-99 + years	Women	District - Nørrebro	89	78
Never married	90-99 + years	Women	District - Vesterbro/Kongens Enghave	23	22
Never married	90-99 + years	Women	District - Valby	19	25
Never married	90-99 + years	Women	District - Vanløse	19	15
Never married	90-99 + years	Women	District - Brønshøj-Husum	10	17
Never married	90-99 + years	Women	District - Bispebjerg	16	20
Never married	90-99 + years	Women	District - Amager Øst	5	7
Never married	90-99 + years	Women	District - Amager Vest	40	50
Never married	90-99 + years	Women	Polling area - 1. Østerbro	6	6
Never married	90-99 + years	Women	Polling area - 1. Øst	3	3
Never married	90-99 + years	Women	Polling area - 1. Nord	7	12
Never married	90-99 + years	Women	Polling area - 1. Syd	15	17
Never married	90-99 + years	Women	Polling area - 1. Vest	26	24
Never married	90-99 + years	Women	Polling area - 1. Nordvest	5	9
Never married	90-99 + years	Women	Polling area - 2. Sundbyvester	11	14
Never married	90-99 + years	Women	Polling area - 2. Nord	4	7
Never married	90-99 + years	Women	Polling area - 2. Syd	23	25
Never married	90-99 + years	Women	Polling area - 2. Øst	2	2
Never married	90-99 + years	Women	Polling area - 2. Vest	0	2
Never married	90-99 + years	Women	Polling area - 3. Indre By	8	6
Never married	90-99 + years	Women	Polling area - 3. Nord	8	9
Never married	90-99 + years	Women	Polling area - 3. Syd	3	2
Never married	90-99 + years	Women	Polling area - 3. Øst	10	7
Never married	90-99 + years	Women	Polling area - 4. Sundbyøster	2	4
Never married	90-99 + years	Women	Polling area - 4. Nord	2	2
Never married	90-99 + years	Women	Polling area - 4. Syd	0	1
Never married	90-99 + years	Women	Polling area - 4. Øst	1	0
Never married	90-99 + years	Women	Polling area - 5. Nørrebro	46	40
Never married	90-99 + years	Women	Polling area - 5. Nord	14	8
Never married	90-99 + years	Women	Polling area - 5. Nørrebrohallen	3	4
Never married	90-99 + years	Women	Polling area - 5. Syd	6	7
Never married	90-99 + years	Women	Polling area - 5. Øst	13	15
Never married	90-99 + years	Women	Polling area - 5. Vest	2	1
Never married	90-99 + years	Women	Polling area - 5. Nordvest	5	3
Never married	90-99 + years	Women	Polling area - 6. Bispebjerg	1	1
Never married	90-99 + years	Women	Polling area - 6. Vest	4	4
Never married	90-99 + years	Women	Polling area - 6. Nord	10	13
Never married	90-99 + years	Women	Polling area - 6. Øst	0	0
Never married	90-99 + years	Women	Polling area - 6. Syd	1	2
Never married	90-99 + years	Women	Polling area - 7. Brønshøj	5	4
Never married	90-99 + years	Women	Polling area - 7. Nord	0	2
Never married	90-99 + years	Women	Polling area - 7. Syd	5	3
Never married	90-99 + years	Women	Polling area - 7. Øst	1	0
Never married	90-99 + years	Women	Polling area - 7. Vest	1	7
Never married	90-99 + years	Women	Polling area - 7. Nordvest	8	8
Never married	90-99 + years	Women	Polling area - 7. Katrinedal	4	3
Never married	90-99 + years	Women	Polling area - 7. Kirkebjerg	3	3
Never married	90-99 + years	Women	Polling area - 7. Vanløse	2	2
Never married	90-99 + years	Women	Polling area - 8. Valby	4	5
Never married	90-99 + years	Women	Polling area - 8. Nord	6	7
Never married	90-99 + years	Women	Polling area - 8. Syd	1	2
Never married	90-99 + years	Women	Polling area - 8. Vest	2	4
Never married	90-99 + years	Women	Polling area - 8. Sydøst	3	4
Never married	90-99 + years	Women	Polling area - 8. Midt	3	3
Never married	90-99 + years	Women	Polling area - 9. Vesterbro	4	3
Never married	90-99 + years	Women	Polling area - 9. Nord	6	5
Never married	90-99 + years	Women	Polling area - 9. Syd	2	2
Never married	90-99 + years	Women	Polling area - 9. Øst	3	3
Never married	90-99 + years	Women	Polling area - 9. Vest	2	4
Never married	90-99 + years	Women	Polling area - 9. Midt	5	4
Never married	90-99 + years	Women	Polling area - 9. Sydhavn	1	1
Married / seperated	0-9 years	Men	Copenhagen total	0	0
Married / seperated	0-9 years	Men	District - Indre By	0	0
Married / seperated	0-9 years	Men	District - Østerbro	0	0
Married / seperated	0-9 years	Men	District - Nørrebro	0	0
Married / seperated	0-9 years	Men	District - Vesterbro/Kongens Enghave	0	0
Married / seperated	0-9 years	Men	District - Valby	0	0
Married / seperated	0-9 years	Men	District - Vanløse	0	0
Married / seperated	0-9 years	Men	District - Brønshøj-Husum	0	0
Married / seperated	0-9 years	Men	District - Bispebjerg	0	0
Married / seperated	0-9 years	Men	District - Amager Øst	0	0
Married / seperated	0-9 years	Men	District - Amager Vest	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Østerbro	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Øst	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Nord	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Syd	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Vest	0	0
Married / seperated	0-9 years	Men	Polling area - 1. Nordvest	0	0
Married / seperated	0-9 years	Men	Polling area - 2. Sundbyvester	0	0
Married / seperated	0-9 years	Men	Polling area - 2. Nord	0	0
Married / seperated	0-9 years	Men	Polling area - 2. Syd	0	0
Married / seperated	0-9 years	Men	Polling area - 2. Øst	0	0
Married / seperated	0-9 years	Men	Polling area - 2. Vest	0	0
Married / seperated	0-9 years	Men	Polling area - 3. Indre By	0	0
Married / seperated	0-9 years	Men	Polling area - 3. Nord	0	0
Married / seperated	0-9 years	Men	Polling area - 3. Syd	0	0
Married / seperated	0-9 years	Men	Polling area - 3. Øst	0	0
Married / seperated	0-9 years	Men	Polling area - 4. Sundbyøster	0	0
Married / seperated	0-9 years	Men	Polling area - 4. Nord	0	0
Married / seperated	0-9 years	Men	Polling area - 4. Syd	0	0
Married / seperated	0-9 years	Men	Polling area - 4. Øst	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nørrebro	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nord	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nørrebrohallen	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Syd	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Øst	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Vest	0	0
Married / seperated	0-9 years	Men	Polling area - 5. Nordvest	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Bispebjerg	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Vest	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Nord	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Øst	0	0
Married / seperated	0-9 years	Men	Polling area - 6. Syd	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Brønshøj	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Nord	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Syd	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Øst	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Vest	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Nordvest	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Katrinedal	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Kirkebjerg	0	0
Married / seperated	0-9 years	Men	Polling area - 7. Vanløse	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Valby	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Nord	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Syd	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Vest	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Sydøst	0	0
Married / seperated	0-9 years	Men	Polling area - 8. Midt	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Vesterbro	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Nord	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Syd	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Øst	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Vest	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Midt	0	0
Married / seperated	0-9 years	Men	Polling area - 9. Sydhavn	0	0
Married / seperated	0-9 years	Women	Copenhagen total	0	0
Married / seperated	0-9 years	Women	District - Indre By	0	0
Married / seperated	0-9 years	Women	District - Østerbro	0	0
Married / seperated	0-9 years	Women	District - Nørrebro	0	0
Married / seperated	0-9 years	Women	District - Vesterbro/Kongens Enghave	0	0
Married / seperated	0-9 years	Women	District - Valby	0	0
Married / seperated	0-9 years	Women	District - Vanløse	0	0
Married / seperated	0-9 years	Women	District - Brønshøj-Husum	0	0
Married / seperated	0-9 years	Women	District - Bispebjerg	0	0
Married / seperated	0-9 years	Women	District - Amager Øst	0	0
Married / seperated	0-9 years	Women	District - Amager Vest	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Østerbro	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Øst	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Nord	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Syd	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Vest	0	0
Married / seperated	0-9 years	Women	Polling area - 1. Nordvest	0	0
Married / seperated	0-9 years	Women	Polling area - 2. Sundbyvester	0	0
Married / seperated	0-9 years	Women	Polling area - 2. Nord	0	0
Married / seperated	0-9 years	Women	Polling area - 2. Syd	0	0
Married / seperated	0-9 years	Women	Polling area - 2. Øst	0	0
Married / seperated	0-9 years	Women	Polling area - 2. Vest	0	0
Married / seperated	0-9 years	Women	Polling area - 3. Indre By	0	0
Married / seperated	0-9 years	Women	Polling area - 3. Nord	0	0
Married / seperated	0-9 years	Women	Polling area - 3. Syd	0	0
Married / seperated	0-9 years	Women	Polling area - 3. Øst	0	0
Married / seperated	0-9 years	Women	Polling area - 4. Sundbyøster	0	0
Married / seperated	0-9 years	Women	Polling area - 4. Nord	0	0
Married / seperated	0-9 years	Women	Polling area - 4. Syd	0	0
Married / seperated	0-9 years	Women	Polling area - 4. Øst	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Nørrebro	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Nord	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Nørrebrohallen	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Syd	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Øst	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Vest	0	0
Married / seperated	0-9 years	Women	Polling area - 5. Nordvest	0	0
Married / seperated	0-9 years	Women	Polling area - 6. Bispebjerg	0	0
Married / seperated	0-9 years	Women	Polling area - 6. Vest	0	0
Married / seperated	0-9 years	Women	Polling area - 6. Nord	0	0
Married / seperated	0-9 years	Women	Polling area - 6. Øst	0	0
Married / seperated	0-9 years	Women	Polling area - 6. Syd	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Brønshøj	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Nord	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Syd	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Øst	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Vest	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Nordvest	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Katrinedal	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Kirkebjerg	0	0
Married / seperated	0-9 years	Women	Polling area - 7. Vanløse	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Valby	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Nord	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Syd	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Vest	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Sydøst	0	0
Married / seperated	0-9 years	Women	Polling area - 8. Midt	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Vesterbro	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Nord	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Syd	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Øst	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Vest	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Midt	0	0
Married / seperated	0-9 years	Women	Polling area - 9. Sydhavn	0	0
Married / seperated	10-19 years	Men	Copenhagen total	77	57
Married / seperated	10-19 years	Men	District - Indre By	4	5
Married / seperated	10-19 years	Men	District - Østerbro	9	9
Married / seperated	10-19 years	Men	District - Nørrebro	22	11
Married / seperated	10-19 years	Men	District - Vesterbro/Kongens Enghave	20	11
Married / seperated	10-19 years	Men	District - Valby	7	6
Married / seperated	10-19 years	Men	District - Vanløse	3	1
Married / seperated	10-19 years	Men	District - Brønshøj-Husum	1	0
Married / seperated	10-19 years	Men	District - Bispebjerg	0	3
Married / seperated	10-19 years	Men	District - Amager Øst	4	8
Married / seperated	10-19 years	Men	District - Amager Vest	7	3
Married / seperated	10-19 years	Men	Polling area - 1. Østerbro	2	0
Married / seperated	10-19 years	Men	Polling area - 1. Øst	2	1
Married / seperated	10-19 years	Men	Polling area - 1. Nord	0	1
Married / seperated	10-19 years	Men	Polling area - 1. Syd	1	3
Married / seperated	10-19 years	Men	Polling area - 1. Vest	0	0
Married / seperated	10-19 years	Men	Polling area - 1. Nordvest	4	4
Married / seperated	10-19 years	Men	Polling area - 2. Sundbyvester	3	0
Married / seperated	10-19 years	Men	Polling area - 2. Nord	1	3
Married / seperated	10-19 years	Men	Polling area - 2. Syd	0	0
Married / seperated	10-19 years	Men	Polling area - 2. Øst	1	0
Married / seperated	10-19 years	Men	Polling area - 2. Vest	2	0
Married / seperated	10-19 years	Men	Polling area - 3. Indre By	1	2
Married / seperated	10-19 years	Men	Polling area - 3. Nord	0	2
Married / seperated	10-19 years	Men	Polling area - 3. Syd	2	1
Married / seperated	10-19 years	Men	Polling area - 3. Øst	1	0
Married / seperated	10-19 years	Men	Polling area - 4. Sundbyøster	1	2
Married / seperated	10-19 years	Men	Polling area - 4. Nord	2	6
Married / seperated	10-19 years	Men	Polling area - 4. Syd	1	0
Married / seperated	10-19 years	Men	Polling area - 4. Øst	0	0
Married / seperated	10-19 years	Men	Polling area - 5. Nørrebro	4	2
Married / seperated	10-19 years	Men	Polling area - 5. Nord	1	1
Married / seperated	10-19 years	Men	Polling area - 5. Nørrebrohallen	3	0
Married / seperated	10-19 years	Men	Polling area - 5. Syd	6	1
Married / seperated	10-19 years	Men	Polling area - 5. Øst	3	4
Married / seperated	10-19 years	Men	Polling area - 5. Vest	1	0
Married / seperated	10-19 years	Men	Polling area - 5. Nordvest	4	3
Married / seperated	10-19 years	Men	Polling area - 6. Bispebjerg	0	1
Married / seperated	10-19 years	Men	Polling area - 6. Vest	0	1
Married / seperated	10-19 years	Men	Polling area - 6. Nord	0	0
Married / seperated	10-19 years	Men	Polling area - 6. Øst	0	0
Married / seperated	10-19 years	Men	Polling area - 6. Syd	0	1
Married / seperated	10-19 years	Men	Polling area - 7. Brønshøj	0	0
Married / seperated	10-19 years	Men	Polling area - 7. Nord	0	0
Married / seperated	10-19 years	Men	Polling area - 7. Syd	0	0
Married / seperated	10-19 years	Men	Polling area - 7. Øst	1	0
Married / seperated	10-19 years	Men	Polling area - 7. Vest	1	0
Married / seperated	10-19 years	Men	Polling area - 7. Nordvest	0	0
Married / seperated	10-19 years	Men	Polling area - 7. Katrinedal	0	0
Married / seperated	10-19 years	Men	Polling area - 7. Kirkebjerg	0	1
Married / seperated	10-19 years	Men	Polling area - 7. Vanløse	2	0
Married / seperated	10-19 years	Men	Polling area - 8. Valby	2	1
Married / seperated	10-19 years	Men	Polling area - 8. Nord	1	2
Married / seperated	10-19 years	Men	Polling area - 8. Syd	1	1
Married / seperated	10-19 years	Men	Polling area - 8. Vest	1	1
Married / seperated	10-19 years	Men	Polling area - 8. Sydøst	1	1
Married / seperated	10-19 years	Men	Polling area - 8. Midt	1	0
Married / seperated	10-19 years	Men	Polling area - 9. Vesterbro	4	2
Married / seperated	10-19 years	Men	Polling area - 9. Nord	9	5
Married / seperated	10-19 years	Men	Polling area - 9. Syd	2	1
Married / seperated	10-19 years	Men	Polling area - 9. Øst	2	1
Married / seperated	10-19 years	Men	Polling area - 9. Vest	2	1
Married / seperated	10-19 years	Men	Polling area - 9. Midt	0	0
Married / seperated	10-19 years	Men	Polling area - 9. Sydhavn	1	1
Married / seperated	10-19 years	Women	Copenhagen total	750	615
Married / seperated	10-19 years	Women	District - Indre By	67	55
Married / seperated	10-19 years	Women	District - Østerbro	112	80
Married / seperated	10-19 years	Women	District - Nørrebro	205	168
Married / seperated	10-19 years	Women	District - Vesterbro/Kongens Enghave	115	104
Married / seperated	10-19 years	Women	District - Valby	45	40
Married / seperated	10-19 years	Women	District - Vanløse	18	18
Married / seperated	10-19 years	Women	District - Brønshøj-Husum	22	22
Married / seperated	10-19 years	Women	District - Bispebjerg	32	30
Married / seperated	10-19 years	Women	District - Amager Øst	55	57
Married / seperated	10-19 years	Women	District - Amager Vest	79	41
Married / seperated	10-19 years	Women	Polling area - 1. Østerbro	29	15
Married / seperated	10-19 years	Women	Polling area - 1. Øst	16	9
Married / seperated	10-19 years	Women	Polling area - 1. Nord	7	3
Married / seperated	10-19 years	Women	Polling area - 1. Syd	28	21
Married / seperated	10-19 years	Women	Polling area - 1. Vest	6	8
Married / seperated	10-19 years	Women	Polling area - 1. Nordvest	26	24
Married / seperated	10-19 years	Women	Polling area - 2. Sundbyvester	11	6
Married / seperated	10-19 years	Women	Polling area - 2. Nord	35	16
Married / seperated	10-19 years	Women	Polling area - 2. Syd	3	2
Married / seperated	10-19 years	Women	Polling area - 2. Øst	7	5
Married / seperated	10-19 years	Women	Polling area - 2. Vest	23	12
Married / seperated	10-19 years	Women	Polling area - 3. Indre By	27	27
Married / seperated	10-19 years	Women	Polling area - 3. Nord	5	7
Married / seperated	10-19 years	Women	Polling area - 3. Syd	14	5
Married / seperated	10-19 years	Women	Polling area - 3. Øst	21	16
Married / seperated	10-19 years	Women	Polling area - 4. Sundbyøster	11	10
Married / seperated	10-19 years	Women	Polling area - 4. Nord	26	30
Married / seperated	10-19 years	Women	Polling area - 4. Syd	13	7
Married / seperated	10-19 years	Women	Polling area - 4. Øst	5	10
Married / seperated	10-19 years	Women	Polling area - 5. Nørrebro	20	22
Married / seperated	10-19 years	Women	Polling area - 5. Nord	29	19
Married / seperated	10-19 years	Women	Polling area - 5. Nørrebrohallen	21	20
Married / seperated	10-19 years	Women	Polling area - 5. Syd	37	27
Married / seperated	10-19 years	Women	Polling area - 5. Øst	22	21
Married / seperated	10-19 years	Women	Polling area - 5. Vest	44	27
Married / seperated	10-19 years	Women	Polling area - 5. Nordvest	32	32
Married / seperated	10-19 years	Women	Polling area - 6. Bispebjerg	11	9
Married / seperated	10-19 years	Women	Polling area - 6. Vest	9	8
Married / seperated	10-19 years	Women	Polling area - 6. Nord	4	4
Married / seperated	10-19 years	Women	Polling area - 6. Øst	2	1
Married / seperated	10-19 years	Women	Polling area - 6. Syd	6	8
Married / seperated	10-19 years	Women	Polling area - 7. Brønshøj	6	6
Married / seperated	10-19 years	Women	Polling area - 7. Nord	3	4
Married / seperated	10-19 years	Women	Polling area - 7. Syd	5	2
Married / seperated	10-19 years	Women	Polling area - 7. Øst	3	0
Married / seperated	10-19 years	Women	Polling area - 7. Vest	4	6
Married / seperated	10-19 years	Women	Polling area - 7. Nordvest	9	8
Married / seperated	10-19 years	Women	Polling area - 7. Katrinedal	5	0
Married / seperated	10-19 years	Women	Polling area - 7. Kirkebjerg	2	4
Married / seperated	10-19 years	Women	Polling area - 7. Vanløse	3	10
Married / seperated	10-19 years	Women	Polling area - 8. Valby	10	6
Married / seperated	10-19 years	Women	Polling area - 8. Nord	10	11
Married / seperated	10-19 years	Women	Polling area - 8. Syd	2	4
Married / seperated	10-19 years	Women	Polling area - 8. Vest	7	7
Married / seperated	10-19 years	Women	Polling area - 8. Sydøst	8	6
Married / seperated	10-19 years	Women	Polling area - 8. Midt	8	6
Married / seperated	10-19 years	Women	Polling area - 9. Vesterbro	21	13
Married / seperated	10-19 years	Women	Polling area - 9. Nord	39	35
Married / seperated	10-19 years	Women	Polling area - 9. Syd	10	7
Married / seperated	10-19 years	Women	Polling area - 9. Øst	20	30
Married / seperated	10-19 years	Women	Polling area - 9. Vest	21	16
Married / seperated	10-19 years	Women	Polling area - 9. Midt	4	1
Married / seperated	10-19 years	Women	Polling area - 9. Sydhavn	0	2
Married / seperated	20-29 years	Men	Copenhagen total	18306	16077
Married / seperated	20-29 years	Men	District - Indre By	1703	1490
Married / seperated	20-29 years	Men	District - Østerbro	2586	2225
Married / seperated	20-29 years	Men	District - Nørrebro	3219	2825
Married / seperated	20-29 years	Men	District - Vesterbro/Kongens Enghave	2251	1941
Married / seperated	20-29 years	Men	District - Valby	1648	1431
Married / seperated	20-29 years	Men	District - Vanløse	1112	979
Married / seperated	20-29 years	Men	District - Brønshøj-Husum	1057	990
Married / seperated	20-29 years	Men	District - Bispebjerg	1053	907
Married / seperated	20-29 years	Men	District - Amager Øst	1792	1637
Married / seperated	20-29 years	Men	District - Amager Vest	1885	1652
Married / seperated	20-29 years	Men	Polling area - 1. Østerbro	518	431
Married / seperated	20-29 years	Men	Polling area - 1. Øst	305	257
Married / seperated	20-29 years	Men	Polling area - 1. Nord	199	178
Married / seperated	20-29 years	Men	Polling area - 1. Syd	583	497
Married / seperated	20-29 years	Men	Polling area - 1. Vest	407	352
Married / seperated	20-29 years	Men	Polling area - 1. Nordvest	574	510
Married / seperated	20-29 years	Men	Polling area - 2. Sundbyvester	469	417
Married / seperated	20-29 years	Men	Polling area - 2. Nord	628	542
Married / seperated	20-29 years	Men	Polling area - 2. Syd	148	141
Married / seperated	20-29 years	Men	Polling area - 2. Øst	195	179
Married / seperated	20-29 years	Men	Polling area - 2. Vest	445	373
Married / seperated	20-29 years	Men	Polling area - 3. Indre By	551	507
Married / seperated	20-29 years	Men	Polling area - 3. Nord	254	206
Married / seperated	20-29 years	Men	Polling area - 3. Syd	316	264
Married / seperated	20-29 years	Men	Polling area - 3. Øst	582	513
Married / seperated	20-29 years	Men	Polling area - 4. Sundbyøster	389	333
Married / seperated	20-29 years	Men	Polling area - 4. Nord	682	668
Married / seperated	20-29 years	Men	Polling area - 4. Syd	428	384
Married / seperated	20-29 years	Men	Polling area - 4. Øst	293	252
Married / seperated	20-29 years	Men	Polling area - 5. Nørrebro	327	290
Married / seperated	20-29 years	Men	Polling area - 5. Nord	547	476
Married / seperated	20-29 years	Men	Polling area - 5. Nørrebrohallen	389	352
Married / seperated	20-29 years	Men	Polling area - 5. Syd	442	389
Married / seperated	20-29 years	Men	Polling area - 5. Øst	451	407
Married / seperated	20-29 years	Men	Polling area - 5. Vest	455	395
Married / seperated	20-29 years	Men	Polling area - 5. Nordvest	608	516
Married / seperated	20-29 years	Men	Polling area - 6. Bispebjerg	353	296
Married / seperated	20-29 years	Men	Polling area - 6. Vest	136	119
Married / seperated	20-29 years	Men	Polling area - 6. Nord	199	185
Married / seperated	20-29 years	Men	Polling area - 6. Øst	53	46
Married / seperated	20-29 years	Men	Polling area - 6. Syd	312	261
Married / seperated	20-29 years	Men	Polling area - 7. Brønshøj	179	161
Married / seperated	20-29 years	Men	Polling area - 7. Nord	230	214
Married / seperated	20-29 years	Men	Polling area - 7. Syd	239	208
Married / seperated	20-29 years	Men	Polling area - 7. Øst	263	236
Married / seperated	20-29 years	Men	Polling area - 7. Vest	166	165
Married / seperated	20-29 years	Men	Polling area - 7. Nordvest	311	304
Married / seperated	20-29 years	Men	Polling area - 7. Katrinedal	139	113
Married / seperated	20-29 years	Men	Polling area - 7. Kirkebjerg	217	212
Married / seperated	20-29 years	Men	Polling area - 7. Vanløse	425	356
Married / seperated	20-29 years	Men	Polling area - 8. Valby	350	298
Married / seperated	20-29 years	Men	Polling area - 8. Nord	371	328
Married / seperated	20-29 years	Men	Polling area - 8. Syd	142	127
Married / seperated	20-29 years	Men	Polling area - 8. Vest	263	235
Married / seperated	20-29 years	Men	Polling area - 8. Sydøst	318	269
Married / seperated	20-29 years	Men	Polling area - 8. Midt	204	174
Married / seperated	20-29 years	Men	Polling area - 9. Vesterbro	419	340
Married / seperated	20-29 years	Men	Polling area - 9. Nord	535	462
Married / seperated	20-29 years	Men	Polling area - 9. Syd	376	325
Married / seperated	20-29 years	Men	Polling area - 9. Øst	396	371
Married / seperated	20-29 years	Men	Polling area - 9. Vest	320	282
Married / seperated	20-29 years	Men	Polling area - 9. Midt	127	99
Married / seperated	20-29 years	Men	Polling area - 9. Sydhavn	78	62
Married / seperated	20-29 years	Women	Copenhagen total	22714	20355
Married / seperated	20-29 years	Women	District - Indre By	2105	1875
Married / seperated	20-29 years	Women	District - Østerbro	3108	2736
Married / seperated	20-29 years	Women	District - Nørrebro	3850	3454
Married / seperated	20-29 years	Women	District - Vesterbro/Kongens Enghave	2719	2388
Married / seperated	20-29 years	Women	District - Valby	2098	1881
Married / seperated	20-29 years	Women	District - Vanløse	1479	1298
Married / seperated	20-29 years	Women	District - Brønshøj-Husum	1454	1356
Married / seperated	20-29 years	Women	District - Bispebjerg	1343	1197
Married / seperated	20-29 years	Women	District - Amager Øst	2252	2119
Married / seperated	20-29 years	Women	District - Amager Vest	2306	2051
Married / seperated	20-29 years	Women	Polling area - 1. Østerbro	618	549
Married / seperated	20-29 years	Women	Polling area - 1. Øst	352	316
Married / seperated	20-29 years	Women	Polling area - 1. Nord	256	230
Married / seperated	20-29 years	Women	Polling area - 1. Syd	731	624
Married / seperated	20-29 years	Women	Polling area - 1. Vest	509	441
Married / seperated	20-29 years	Women	Polling area - 1. Nordvest	642	576
Married / seperated	20-29 years	Women	Polling area - 2. Sundbyvester	603	548
Married / seperated	20-29 years	Women	Polling area - 2. Nord	770	700
Married / seperated	20-29 years	Women	Polling area - 2. Syd	133	104
Married / seperated	20-29 years	Women	Polling area - 2. Øst	255	235
Married / seperated	20-29 years	Women	Polling area - 2. Vest	545	464
Married / seperated	20-29 years	Women	Polling area - 3. Indre By	659	603
Married / seperated	20-29 years	Women	Polling area - 3. Nord	331	274
Married / seperated	20-29 years	Women	Polling area - 3. Syd	367	333
