citizenship	age	sex	district	2003Q4	2004Q4	2005Q4	2006Q4	2007Q4	2008Q4
Denmark	80-84 years	Women	Polling area - 9. Vesterbro	47	42	46	44	37	29
Denmark	80-84 years	Women	Polling area - 9. Nord	49	52	50	49	46	41
Denmark	80-84 years	Women	Polling area - 9. Syd	217	217	190	166	145	117
Denmark	80-84 years	Women	Polling area - 9. Øst	45	41	34	32	30	28
Denmark	80-84 years	Women	Polling area - 9. Vest	51	50	46	42	38	37
Denmark	80-84 years	Women	Polling area - 9. Midt	101	90	76	68	62	49
Denmark	80-84 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	0
Denmark	85-89 years	Men	Copenhagen total	1732	1602	1605	1587	1552	1513
Denmark	85-89 years	Men	District - Indre By	122	124	125	129	128	121
Denmark	85-89 years	Men	District - Østerbro	214	206	213	228	233	223
Denmark	85-89 years	Men	District - Nørrebro	161	129	144	145	135	131
Denmark	85-89 years	Men	District - Vesterbro/Kongens Enghave	118	104	97	93	87	81
Denmark	85-89 years	Men	District - Valby	217	193	192	191	191	185
Denmark	85-89 years	Men	District - Vanløse	163	156	139	134	152	146
Denmark	85-89 years	Men	District - Brønshøj-Husum	213	213	216	223	214	212
Denmark	85-89 years	Men	District - Bispebjerg	227	207	211	195	174	155
Denmark	85-89 years	Men	District - Amager Øst	151	144	137	123	122	131
Denmark	85-89 years	Men	District - Amager Vest	146	126	131	126	116	128
Denmark	85-89 years	Men	District - Unlocated	0	0	0	0	0	0
Denmark	85-89 years	Men	Polling area - 1. Østerbro	36	35	32	29	32	31
Denmark	85-89 years	Men	Polling area - 1. Øst	16	11	11	13	13	12
Denmark	85-89 years	Men	Polling area - 1. Nord	34	39	38	46	46	42
Denmark	85-89 years	Men	Polling area - 1. Syd	31	25	26	31	31	25
Denmark	85-89 years	Men	Polling area - 1. Vest	49	54	60	58	62	63
Denmark	85-89 years	Men	Polling area - 1. Nordvest	48	42	46	51	49	50
Denmark	85-89 years	Men	Polling area - 2. Sundbyvester	48	46	46	42	34	40
Denmark	85-89 years	Men	Polling area - 2. Nord	51	35	34	35	36	42
Denmark	85-89 years	Men	Polling area - 2. Syd	3	3	6	7	6	7
Denmark	85-89 years	Men	Polling area - 2. Øst	24	22	25	25	22	21
Denmark	85-89 years	Men	Polling area - 2. Vest	20	20	20	17	18	18
Denmark	85-89 years	Men	Polling area - 3. Indre By	23	24	30	33	29	27
Denmark	85-89 years	Men	Polling area - 3. Nord	41	38	29	34	37	35
Denmark	85-89 years	Men	Polling area - 3. Syd	14	20	21	24	26	21
Denmark	85-89 years	Men	Polling area - 3. Øst	44	42	45	38	36	38
Denmark	85-89 years	Men	Polling area - 4. Sundbyøster	41	43	41	37	34	42
Denmark	85-89 years	Men	Polling area - 4. Nord	34	32	34	27	29	32
Denmark	85-89 years	Men	Polling area - 4. Syd	36	34	33	29	31	28
Denmark	85-89 years	Men	Polling area - 4. Øst	40	35	29	30	28	29
Denmark	85-89 years	Men	Polling area - 5. Nørrebro	36	36	44	39	26	37
Denmark	85-89 years	Men	Polling area - 5. Nord	30	24	23	24	23	18
Denmark	85-89 years	Men	Polling area - 5. Nørrebrohallen	24	13	14	16	22	19
Denmark	85-89 years	Men	Polling area - 5. Syd	12	12	12	15	14	15
Denmark	85-89 years	Men	Polling area - 5. Øst	27	21	23	21	20	19
Denmark	85-89 years	Men	Polling area - 5. Vest	12	8	12	13	12	7
Denmark	85-89 years	Men	Polling area - 5. Nordvest	20	15	16	17	18	16
Denmark	85-89 years	Men	Polling area - 6. Bispebjerg	47	51	46	41	30	25
Denmark	85-89 years	Men	Polling area - 6. Vest	40	35	35	23	24	16
Denmark	85-89 years	Men	Polling area - 6. Nord	69	62	65	54	57	49
Denmark	85-89 years	Men	Polling area - 6. Øst	45	39	46	56	47	47
Denmark	85-89 years	Men	Polling area - 6. Syd	26	20	19	21	16	18
Denmark	85-89 years	Men	Polling area - 7. Brønshøj	20	19	13	12	14	10
Denmark	85-89 years	Men	Polling area - 7. Nord	9	8	9	12	8	6
Denmark	85-89 years	Men	Polling area - 7. Syd	25	23	24	27	36	32
Denmark	85-89 years	Men	Polling area - 7. Øst	60	63	68	73	66	67
Denmark	85-89 years	Men	Polling area - 7. Vest	81	79	77	79	78	75
Denmark	85-89 years	Men	Polling area - 7. Nordvest	49	54	54	52	54	59
Denmark	85-89 years	Men	Polling area - 7. Katrinedal	43	32	30	27	23	24
Denmark	85-89 years	Men	Polling area - 7. Kirkebjerg	30	31	26	24	26	25
Denmark	85-89 years	Men	Polling area - 7. Vanløse	59	60	54	51	61	60
Denmark	85-89 years	Men	Polling area - 8. Valby	55	52	48	47	41	38
Denmark	85-89 years	Men	Polling area - 8. Nord	38	37	42	39	37	35
Denmark	85-89 years	Men	Polling area - 8. Syd	34	33	32	33	34	41
Denmark	85-89 years	Men	Polling area - 8. Vest	33	25	33	36	42	36
Denmark	85-89 years	Men	Polling area - 8. Sydøst	24	21	17	16	16	14
Denmark	85-89 years	Men	Polling area - 8. Midt	33	25	20	20	21	21
Denmark	85-89 years	Men	Polling area - 9. Vesterbro	10	10	10	8	8	7
Denmark	85-89 years	Men	Polling area - 9. Nord	20	18	13	11	11	11
Denmark	85-89 years	Men	Polling area - 9. Syd	40	30	33	34	32	28
Denmark	85-89 years	Men	Polling area - 9. Øst	12	11	10	14	15	11
Denmark	85-89 years	Men	Polling area - 9. Vest	10	12	12	11	9	11
Denmark	85-89 years	Men	Polling area - 9. Midt	26	23	19	15	12	13
Denmark	85-89 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0
Denmark	85-89 years	Women	Copenhagen total	5292	5054	4984	4856	4550	4346
Denmark	85-89 years	Women	District - Indre By	303	311	305	311	306	295
Denmark	85-89 years	Women	District - Østerbro	733	699	687	645	602	582
Denmark	85-89 years	Women	District - Nørrebro	513	477	488	483	466	431
Denmark	85-89 years	Women	District - Vesterbro/Kongens Enghave	315	293	299	301	270	277
Denmark	85-89 years	Women	District - Valby	625	591	587	585	561	529
Denmark	85-89 years	Women	District - Vanløse	520	509	494	479	438	414
Denmark	85-89 years	Women	District - Brønshøj-Husum	589	574	586	582	557	541
Denmark	85-89 years	Women	District - Bispebjerg	781	738	709	677	599	547
Denmark	85-89 years	Women	District - Amager Øst	487	478	447	426	406	396
Denmark	85-89 years	Women	District - Amager Vest	426	384	382	367	345	334
Denmark	85-89 years	Women	District - Unlocated	0	0	0	0	0	0
Denmark	85-89 years	Women	Polling area - 1. Østerbro	106	95	102	93	78	77
Denmark	85-89 years	Women	Polling area - 1. Øst	58	52	44	42	40	34
Denmark	85-89 years	Women	Polling area - 1. Nord	139	132	140	134	132	121
Denmark	85-89 years	Women	Polling area - 1. Syd	101	97	100	98	87	86
Denmark	85-89 years	Women	Polling area - 1. Vest	169	155	153	160	152	156
Denmark	85-89 years	Women	Polling area - 1. Nordvest	160	168	148	118	113	108
Denmark	85-89 years	Women	Polling area - 2. Sundbyvester	171	159	156	144	131	144
Denmark	85-89 years	Women	Polling area - 2. Nord	157	119	119	115	111	96
Denmark	85-89 years	Women	Polling area - 2. Syd	7	10	11	12	12	10
Denmark	85-89 years	Women	Polling area - 2. Øst	36	41	48	45	46	38
Denmark	85-89 years	Women	Polling area - 2. Vest	55	55	48	51	45	46
Denmark	85-89 years	Women	Polling area - 3. Indre By	55	61	61	63	59	53
Denmark	85-89 years	Women	Polling area - 3. Nord	70	75	70	73	66	54
Denmark	85-89 years	Women	Polling area - 3. Syd	51	49	52	52	60	62
Denmark	85-89 years	Women	Polling area - 3. Øst	127	126	122	123	121	126
Denmark	85-89 years	Women	Polling area - 4. Sundbyøster	126	127	119	120	123	131
Denmark	85-89 years	Women	Polling area - 4. Nord	128	119	110	97	89	82
Denmark	85-89 years	Women	Polling area - 4. Syd	112	117	106	101	96	94
Denmark	85-89 years	Women	Polling area - 4. Øst	121	115	112	108	98	89
Denmark	85-89 years	Women	Polling area - 5. Nørrebro	122	114	129	142	137	144
Denmark	85-89 years	Women	Polling area - 5. Nord	84	75	76	60	50	51
Denmark	85-89 years	Women	Polling area - 5. Nørrebrohallen	80	71	62	50	49	40
Denmark	85-89 years	Women	Polling area - 5. Syd	42	43	27	31	33	31
Denmark	85-89 years	Women	Polling area - 5. Øst	89	90	108	107	110	88
Denmark	85-89 years	Women	Polling area - 5. Vest	31	30	37	42	38	31
Denmark	85-89 years	Women	Polling area - 5. Nordvest	65	54	49	51	49	46
Denmark	85-89 years	Women	Polling area - 6. Bispebjerg	176	164	149	155	124	111
Denmark	85-89 years	Women	Polling area - 6. Vest	120	123	109	103	90	79
Denmark	85-89 years	Women	Polling area - 6. Nord	260	240	236	204	189	179
Denmark	85-89 years	Women	Polling area - 6. Øst	125	116	115	117	116	112
Denmark	85-89 years	Women	Polling area - 6. Syd	100	95	100	98	80	66
Denmark	85-89 years	Women	Polling area - 7. Brønshøj	59	55	45	38	34	34
Denmark	85-89 years	Women	Polling area - 7. Nord	23	19	24	25	28	25
Denmark	85-89 years	Women	Polling area - 7. Syd	110	123	108	108	93	85
Denmark	85-89 years	Women	Polling area - 7. Øst	140	133	136	125	126	130
Denmark	85-89 years	Women	Polling area - 7. Vest	225	221	225	244	236	230
Denmark	85-89 years	Women	Polling area - 7. Nordvest	166	167	170	161	146	134
Denmark	85-89 years	Women	Polling area - 7. Katrinedal	104	98	95	83	81	77
Denmark	85-89 years	Women	Polling area - 7. Kirkebjerg	77	60	73	73	63	57
Denmark	85-89 years	Women	Polling area - 7. Vanløse	205	207	204	204	188	183
Denmark	85-89 years	Women	Polling area - 8. Valby	153	138	133	120	110	104
Denmark	85-89 years	Women	Polling area - 8. Nord	110	103	107	98	98	81
Denmark	85-89 years	Women	Polling area - 8. Syd	67	80	97	118	114	121
Denmark	85-89 years	Women	Polling area - 8. Vest	114	104	111	116	112	98
Denmark	85-89 years	Women	Polling area - 8. Sydøst	64	71	57	51	47	45
Denmark	85-89 years	Women	Polling area - 8. Midt	117	95	82	82	80	80
Denmark	85-89 years	Women	Polling area - 9. Vesterbro	29	26	17	21	20	21
Denmark	85-89 years	Women	Polling area - 9. Nord	49	47	46	43	33	31
Denmark	85-89 years	Women	Polling area - 9. Syd	120	115	122	121	112	111
Denmark	85-89 years	Women	Polling area - 9. Øst	23	25	31	37	30	34
Denmark	85-89 years	Women	Polling area - 9. Vest	39	29	32	22	19	24
Denmark	85-89 years	Women	Polling area - 9. Midt	55	51	51	57	56	56
Denmark	85-89 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	0
Denmark	90-94 years	Men	Copenhagen total	622	642	638	621	610	540
Denmark	90-94 years	Men	District - Indre By	37	42	44	47	53	49
Denmark	90-94 years	Men	District - Østerbro	73	90	82	76	75	63
Denmark	90-94 years	Men	District - Nørrebro	83	78	68	62	56	60
Denmark	90-94 years	Men	District - Vesterbro/Kongens Enghave	41	42	43	45	44	34
Denmark	90-94 years	Men	District - Valby	73	72	79	82	75	64
Denmark	90-94 years	Men	District - Vanløse	61	61	61	58	57	49
Denmark	90-94 years	Men	District - Brønshøj-Husum	84	83	71	69	70	64
Denmark	90-94 years	Men	District - Bispebjerg	87	91	97	97	89	64
Denmark	90-94 years	Men	District - Amager Øst	36	42	49	44	49	50
Denmark	90-94 years	Men	District - Amager Vest	47	41	44	41	42	43
Denmark	90-94 years	Men	District - Unlocated	0	0	0	0	0	0
Denmark	90-94 years	Men	Polling area - 1. Østerbro	6	11	11	11	9	7
Denmark	90-94 years	Men	Polling area - 1. Øst	6	6	5	4	4	2
Denmark	90-94 years	Men	Polling area - 1. Nord	14	16	19	19	14	12
Denmark	90-94 years	Men	Polling area - 1. Syd	12	15	11	9	10	9
Denmark	90-94 years	Men	Polling area - 1. Vest	17	20	22	25	23	21
Denmark	90-94 years	Men	Polling area - 1. Nordvest	18	22	14	8	15	12
Denmark	90-94 years	Men	Polling area - 2. Sundbyvester	17	13	11	12	15	16
Denmark	90-94 years	Men	Polling area - 2. Nord	11	13	21	16	16	16
Denmark	90-94 years	Men	Polling area - 2. Syd	1	1	1	1	1	1
Denmark	90-94 years	Men	Polling area - 2. Øst	9	7	4	5	5	7
Denmark	90-94 years	Men	Polling area - 2. Vest	9	7	7	7	5	3
Denmark	90-94 years	Men	Polling area - 3. Indre By	8	9	6	6	10	11
Denmark	90-94 years	Men	Polling area - 3. Nord	13	13	16	17	18	13
Denmark	90-94 years	Men	Polling area - 3. Syd	3	5	4	7	7	6
Denmark	90-94 years	Men	Polling area - 3. Øst	13	15	18	17	18	19
Denmark	90-94 years	Men	Polling area - 4. Sundbyøster	11	9	11	14	13	12
Denmark	90-94 years	Men	Polling area - 4. Nord	9	13	15	11	11	8
Denmark	90-94 years	Men	Polling area - 4. Syd	10	11	12	10	11	14
Denmark	90-94 years	Men	Polling area - 4. Øst	6	9	11	9	14	16
Denmark	90-94 years	Men	Polling area - 5. Nørrebro	19	14	18	21	20	21
Denmark	90-94 years	Men	Polling area - 5. Nord	12	12	6	6	7	7
Denmark	90-94 years	Men	Polling area - 5. Nørrebrohallen	8	13	11	9	7	5
Denmark	90-94 years	Men	Polling area - 5. Syd	6	2	1	3	3	4
Denmark	90-94 years	Men	Polling area - 5. Øst	27	25	18	17	14	15
Denmark	90-94 years	Men	Polling area - 5. Vest	5	6	6	3	3	6
Denmark	90-94 years	Men	Polling area - 5. Nordvest	6	6	8	3	2	2
Denmark	90-94 years	Men	Polling area - 6. Bispebjerg	14	17	18	16	15	10
Denmark	90-94 years	Men	Polling area - 6. Vest	10	12	15	22	17	14
Denmark	90-94 years	Men	Polling area - 6. Nord	31	31	35	37	27	22
Denmark	90-94 years	Men	Polling area - 6. Øst	21	20	19	12	18	13
Denmark	90-94 years	Men	Polling area - 6. Syd	11	11	10	10	12	5
Denmark	90-94 years	Men	Polling area - 7. Brønshøj	6	6	7	3	3	3
Denmark	90-94 years	Men	Polling area - 7. Nord	2	4	3	2	5	1
Denmark	90-94 years	Men	Polling area - 7. Syd	8	9	8	8	7	9
Denmark	90-94 years	Men	Polling area - 7. Øst	19	19	18	18	20	23
Denmark	90-94 years	Men	Polling area - 7. Vest	41	41	39	33	31	26
Denmark	90-94 years	Men	Polling area - 7. Nordvest	23	20	12	14	11	11
Denmark	90-94 years	Men	Polling area - 7. Katrinedal	11	10	12	10	12	11
Denmark	90-94 years	Men	Polling area - 7. Kirkebjerg	11	17	15	18	18	11
Denmark	90-94 years	Men	Polling area - 7. Vanløse	24	18	18	21	20	18
Denmark	90-94 years	Men	Polling area - 8. Valby	18	16	19	19	14	14
Denmark	90-94 years	Men	Polling area - 8. Nord	15	13	17	12	9	7
Denmark	90-94 years	Men	Polling area - 8. Syd	7	7	10	12	11	8
Denmark	90-94 years	Men	Polling area - 8. Vest	13	17	11	18	18	12
Denmark	90-94 years	Men	Polling area - 8. Sydøst	11	9	8	3	4	7
Denmark	90-94 years	Men	Polling area - 8. Midt	9	10	14	18	19	16
Denmark	90-94 years	Men	Polling area - 9. Vesterbro	5	6	5	3	4	1
Denmark	90-94 years	Men	Polling area - 9. Nord	4	4	4	5	6	4
Denmark	90-94 years	Men	Polling area - 9. Syd	19	20	20	21	20	16
Denmark	90-94 years	Men	Polling area - 9. Øst	6	4	2	4	5	6
Denmark	90-94 years	Men	Polling area - 9. Vest	3	3	5	5	2	2
Denmark	90-94 years	Men	Polling area - 9. Midt	4	5	7	7	7	5
Denmark	90-94 years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0
Denmark	90-94 years	Women	Copenhagen total	2700	2706	2623	2458	2351	2311
Denmark	90-94 years	Women	District - Indre By	151	141	156	137	127	127
Denmark	90-94 years	Women	District - Østerbro	386	400	399	374	343	340
Denmark	90-94 years	Women	District - Nørrebro	339	307	280	261	250	260
Denmark	90-94 years	Women	District - Vesterbro/Kongens Enghave	155	167	160	142	139	133
Denmark	90-94 years	Women	District - Valby	331	326	310	302	305	285
Denmark	90-94 years	Women	District - Vanløse	272	262	230	235	221	224
Denmark	90-94 years	Women	District - Brønshøj-Husum	277	276	284	263	272	279
Denmark	90-94 years	Women	District - Bispebjerg	368	386	369	331	302	278
Denmark	90-94 years	Women	District - Amager Øst	199	214	222	222	198	191
Denmark	90-94 years	Women	District - Amager Vest	222	227	213	191	194	194
Denmark	90-94 years	Women	District - Unlocated	0	0	0	0	0	0
Denmark	90-94 years	Women	Polling area - 1. Østerbro	34	37	40	48	43	40
Denmark	90-94 years	Women	Polling area - 1. Øst	18	25	26	23	17	18
Denmark	90-94 years	Women	Polling area - 1. Nord	81	76	77	81	76	75
Denmark	90-94 years	Women	Polling area - 1. Syd	31	37	43	39	38	35
Denmark	90-94 years	Women	Polling area - 1. Vest	131	128	112	102	101	104
Denmark	90-94 years	Women	Polling area - 1. Nordvest	91	97	101	81	68	68
Denmark	90-94 years	Women	Polling area - 2. Sundbyvester	88	81	75	74	76	76
Denmark	90-94 years	Women	Polling area - 2. Nord	79	92	85	74	76	72
Denmark	90-94 years	Women	Polling area - 2. Syd	1	1	1	1	1	3
Denmark	90-94 years	Women	Polling area - 2. Øst	24	21	20	20	18	19
Denmark	90-94 years	Women	Polling area - 2. Vest	30	32	32	22	23	24
Denmark	90-94 years	Women	Polling area - 3. Indre By	25	28	28	25	22	18
Denmark	90-94 years	Women	Polling area - 3. Nord	38	26	28	27	34	34
Denmark	90-94 years	Women	Polling area - 3. Syd	18	18	23	23	19	18
Denmark	90-94 years	Women	Polling area - 3. Øst	70	69	77	62	52	57
Denmark	90-94 years	Women	Polling area - 4. Sundbyøster	53	55	65	68	62	61
Denmark	90-94 years	Women	Polling area - 4. Nord	57	61	59	54	50	49
Denmark	90-94 years	Women	Polling area - 4. Syd	40	41	40	45	36	40
Denmark	90-94 years	Women	Polling area - 4. Øst	49	57	58	55	50	41
Denmark	90-94 years	Women	Polling area - 5. Nørrebro	95	90	82	83	88	87
Denmark	90-94 years	Women	Polling area - 5. Nord	49	50	57	54	31	28
Denmark	90-94 years	Women	Polling area - 5. Nørrebrohallen	41	34	29	30	29	29
Denmark	90-94 years	Women	Polling area - 5. Syd	28	16	11	8	7	11
Denmark	90-94 years	Women	Polling area - 5. Øst	80	73	60	53	60	67
Denmark	90-94 years	Women	Polling area - 5. Vest	18	20	15	13	10	12
Denmark	90-94 years	Women	Polling area - 5. Nordvest	28	24	26	20	25	26
Denmark	90-94 years	Women	Polling area - 6. Bispebjerg	86	88	86	74	60	54
Denmark	90-94 years	Women	Polling area - 6. Vest	50	52	60	57	61	53
Denmark	90-94 years	Women	Polling area - 6. Nord	129	136	134	114	109	104
Denmark	90-94 years	Women	Polling area - 6. Øst	55	57	49	43	44	39
Denmark	90-94 years	Women	Polling area - 6. Syd	48	53	40	43	28	28
Denmark	90-94 years	Women	Polling area - 7. Brønshøj	45	40	32	21	19	17
Denmark	90-94 years	Women	Polling area - 7. Nord	15	18	16	14	13	6
Denmark	90-94 years	Women	Polling area - 7. Syd	63	48	42	43	40	49
Denmark	90-94 years	Women	Polling area - 7. Øst	68	60	58	61	67	65
Denmark	90-94 years	Women	Polling area - 7. Vest	127	130	123	115	129	135
Denmark	90-94 years	Women	Polling area - 7. Nordvest	61	59	66	58	49	62
Denmark	90-94 years	Women	Polling area - 7. Katrinedal	49	48	54	59	54	46
Denmark	90-94 years	Women	Polling area - 7. Kirkebjerg	34	40	33	28	26	35
Denmark	90-94 years	Women	Polling area - 7. Vanløse	87	95	90	99	96	88
Denmark	90-94 years	Women	Polling area - 8. Valby	50	67	59	63	65	65
Denmark	90-94 years	Women	Polling area - 8. Nord	67	55	46	43	45	33
Denmark	90-94 years	Women	Polling area - 8. Syd	45	33	38	31	34	32
Denmark	90-94 years	Women	Polling area - 8. Vest	65	68	70	75	73	72
Denmark	90-94 years	Women	Polling area - 8. Sydøst	40	30	25	20	24	26
Denmark	90-94 years	Women	Polling area - 8. Midt	64	73	72	70	64	57
Denmark	90-94 years	Women	Polling area - 9. Vesterbro	24	25	22	17	15	9
Denmark	90-94 years	Women	Polling area - 9. Nord	25	25	29	21	23	27
Denmark	90-94 years	Women	Polling area - 9. Syd	52	60	57	52	50	50
Denmark	90-94 years	Women	Polling area - 9. Øst	23	24	18	13	17	13
Denmark	90-94 years	Women	Polling area - 9. Vest	14	16	13	19	13	11
Denmark	90-94 years	Women	Polling area - 9. Midt	17	17	21	20	21	23
Denmark	90-94 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	0
Denmark	95+years	Men	Copenhagen total	106	96	98	92	104	125
Denmark	95+years	Men	District - Indre By	6	7	6	10	9	12
Denmark	95+years	Men	District - Østerbro	14	13	15	14	20	18
Denmark	95+years	Men	District - Nørrebro	12	5	8	11	13	13
Denmark	95+years	Men	District - Vesterbro/Kongens Enghave	2	2	2	4	5	8
Denmark	95+years	Men	District - Valby	22	18	18	12	13	11
Denmark	95+years	Men	District - Vanløse	13	13	12	9	8	11
Denmark	95+years	Men	District - Brønshøj-Husum	16	14	12	11	14	14
Denmark	95+years	Men	District - Bispebjerg	15	13	14	10	13	24
Denmark	95+years	Men	District - Amager Øst	3	4	5	5	4	7
Denmark	95+years	Men	District - Amager Vest	3	7	6	6	5	7
Denmark	95+years	Men	District - Unlocated	0	0	0	0	0	0
Denmark	95+years	Men	Polling area - 1. Østerbro	4	3	2	2	3	4
Denmark	95+years	Men	Polling area - 1. Øst	0	0	1	2	2	1
Denmark	95+years	Men	Polling area - 1. Nord	0	2	3	2	4	6
Denmark	95+years	Men	Polling area - 1. Syd	2	1	1	2	3	1
Denmark	95+years	Men	Polling area - 1. Vest	6	6	7	2	5	5
Denmark	95+years	Men	Polling area - 1. Nordvest	2	1	1	4	3	1
Denmark	95+years	Men	Polling area - 2. Sundbyvester	1	2	1	1	2	2
Denmark	95+years	Men	Polling area - 2. Nord	2	2	2	2	0	1
Denmark	95+years	Men	Polling area - 2. Syd	0	0	0	0	1	1
Denmark	95+years	Men	Polling area - 2. Øst	0	1	1	1	0	1
Denmark	95+years	Men	Polling area - 2. Vest	0	2	2	2	2	2
Denmark	95+years	Men	Polling area - 3. Indre By	1	2	2	2	2	2
Denmark	95+years	Men	Polling area - 3. Nord	2	3	1	4	4	5
Denmark	95+years	Men	Polling area - 3. Syd	2	1	1	1	1	1
Denmark	95+years	Men	Polling area - 3. Øst	1	1	2	3	2	4
Denmark	95+years	Men	Polling area - 4. Sundbyøster	2	2	1	0	0	2
Denmark	95+years	Men	Polling area - 4. Nord	0	0	1	2	2	3
Denmark	95+years	Men	Polling area - 4. Syd	1	2	2	2	1	1
Denmark	95+years	Men	Polling area - 4. Øst	0	0	1	1	1	1
Denmark	95+years	Men	Polling area - 5. Nørrebro	3	1	1	3	4	4
Denmark	95+years	Men	Polling area - 5. Nord	2	1	2	3	3	2
Denmark	95+years	Men	Polling area - 5. Nørrebrohallen	1	1	2	2	2	1
Denmark	95+years	Men	Polling area - 5. Syd	2	1	0	0	0	0
Denmark	95+years	Men	Polling area - 5. Øst	3	1	2	2	2	3
Denmark	95+years	Men	Polling area - 5. Vest	1	0	1	1	1	1
Denmark	95+years	Men	Polling area - 5. Nordvest	0	0	0	0	1	2
Denmark	95+years	Men	Polling area - 6. Bispebjerg	0	1	2	2	3	2
Denmark	95+years	Men	Polling area - 6. Vest	4	2	2	0	1	4
Denmark	95+years	Men	Polling area - 6. Nord	8	8	7	6	5	8
Denmark	95+years	Men	Polling area - 6. Øst	2	2	2	1	2	7
Denmark	95+years	Men	Polling area - 6. Syd	1	0	1	1	2	3
Denmark	95+years	Men	Polling area - 7. Brønshøj	0	0	0	0	0	0
Denmark	95+years	Men	Polling area - 7. Nord	0	0	0	0	0	0
Denmark	95+years	Men	Polling area - 7. Syd	2	2	3	2	1	1
Denmark	95+years	Men	Polling area - 7. Øst	5	2	2	5	4	3
Denmark	95+years	Men	Polling area - 7. Vest	9	7	5	6	8	8
Denmark	95+years	Men	Polling area - 7. Nordvest	2	5	5	1	2	3
Denmark	95+years	Men	Polling area - 7. Katrinedal	4	3	2	1	3	2
Denmark	95+years	Men	Polling area - 7. Kirkebjerg	1	1	2	1	1	3
Denmark	95+years	Men	Polling area - 7. Vanløse	6	7	5	4	3	5
Denmark	95+years	Men	Polling area - 8. Valby	3	3	2	2	4	5
Denmark	95+years	Men	Polling area - 8. Nord	2	1	2	3	3	2
Denmark	95+years	Men	Polling area - 8. Syd	2	2	2	1	1	1
Denmark	95+years	Men	Polling area - 8. Vest	7	5	6	1	1	2
Denmark	95+years	Men	Polling area - 8. Sydøst	2	3	1	0	0	0
Denmark	95+years	Men	Polling area - 8. Midt	6	4	5	5	4	1
Denmark	95+years	Men	Polling area - 9. Vesterbro	0	0	0	0	0	0
Denmark	95+years	Men	Polling area - 9. Nord	0	0	0	0	0	2
Denmark	95+years	Men	Polling area - 9. Syd	0	0	1	2	2	3
Denmark	95+years	Men	Polling area - 9. Øst	1	1	0	1	1	2
Denmark	95+years	Men	Polling area - 9. Vest	0	0	1	1	1	1
Denmark	95+years	Men	Polling area - 9. Midt	1	1	0	0	1	0
Denmark	95+years	Men	Polling area - 9. Sydhavn	0	0	0	0	0	0
Denmark	95+years	Women	Copenhagen total	755	755	770	748	783	797
Denmark	95+years	Women	District - Indre By	42	47	39	34	36	43
Denmark	95+years	Women	District - Østerbro	102	107	111	95	115	111
Denmark	95+years	Women	District - Nørrebro	131	112	116	116	114	124
Denmark	95+years	Women	District - Vesterbro/Kongens Enghave	37	33	36	48	45	43
Denmark	95+years	Women	District - Valby	101	116	95	95	94	106
Denmark	95+years	Women	District - Vanløse	52	56	68	61	73	73
Denmark	95+years	Women	District - Brønshøj-Husum	81	73	85	83	88	86
Denmark	95+years	Women	District - Bispebjerg	97	91	107	98	90	84
Denmark	95+years	Women	District - Amager Øst	43	47	46	50	51	54
Denmark	95+years	Women	District - Amager Vest	69	73	67	68	77	73
Denmark	95+years	Women	District - Unlocated	0	0	0	0	0	0
Denmark	95+years	Women	Polling area - 1. Østerbro	12	12	10	10	12	8
Denmark	95+years	Women	Polling area - 1. Øst	5	2	2	3	2	6
Denmark	95+years	Women	Polling area - 1. Nord	19	21	25	24	25	26
Denmark	95+years	Women	Polling area - 1. Syd	5	3	3	2	4	7
Denmark	95+years	Women	Polling area - 1. Vest	36	42	51	42	53	52
Denmark	95+years	Women	Polling area - 1. Nordvest	25	27	20	14	19	12
Denmark	95+years	Women	Polling area - 2. Sundbyvester	31	36	28	30	31	26
Denmark	95+years	Women	Polling area - 2. Nord	20	22	21	23	30	30
Denmark	95+years	Women	Polling area - 2. Syd	0	0	0	0	0	0
Denmark	95+years	Women	Polling area - 2. Øst	9	6	7	5	7	8
Denmark	95+years	Women	Polling area - 2. Vest	9	9	11	10	9	9
Denmark	95+years	Women	Polling area - 3. Indre By	11	10	6	4	5	9
Denmark	95+years	Women	Polling area - 3. Nord	6	10	13	8	6	7
Denmark	95+years	Women	Polling area - 3. Syd	3	5	4	4	4	6
Denmark	95+years	Women	Polling area - 3. Øst	22	22	16	18	21	21
Denmark	95+years	Women	Polling area - 4. Sundbyøster	12	16	13	9	11	20
Denmark	95+years	Women	Polling area - 4. Nord	14	11	14	15	14	12
Denmark	95+years	Women	Polling area - 4. Syd	4	6	7	7	7	5
Denmark	95+years	Women	Polling area - 4. Øst	13	14	12	19	19	17
Denmark	95+years	Women	Polling area - 5. Nørrebro	45	44	45	42	44	48
Denmark	95+years	Women	Polling area - 5. Nord	20	12	14	12	7	10
Denmark	95+years	Women	Polling area - 5. Nørrebrohallen	4	6	8	10	10	12
Denmark	95+years	Women	Polling area - 5. Syd	13	10	6	7	8	7
Denmark	95+years	Women	Polling area - 5. Øst	37	27	31	31	29	36
Denmark	95+years	Women	Polling area - 5. Vest	5	6	8	7	6	4
